"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","coordinateUncertaintyInMeters","lifeStage","occurrenceRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","gadm","individualCount","continent","vernacularName","locality","higherClassification","samplingProtocol","infraspecificEpithet","sex","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","municipality","eventRemarks","language","type","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","identificationReferences","recordNumber","nomenclaturalCode","georeferencedBy","verbatimCoordinateSystem","locationID","datasetID","waterBody","preparations","verbatimSRS","otherCatalogNumbers","verbatimTaxonRank","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","parentEventID","locationAccordingTo","locationRemarks","previousIdentifications","fieldNotes","projectId","dynamicProperties","fieldNumber","verbatimElevation","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","institutionKey","collectionID","reproductiveCondition","collectionKey","accessRights","georeferencedDate","island","nameAccordingTo","disposition","georeferenceProtocol","georeferenceSources","georeferenceRemarks","dataGeneralizations","taxonRemarks","acceptedNameUsage","ownerInstitutionCode","associatedReferences","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","behavior","bibliographicCitation","organismID","higherGeographyID","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"514","665832035","Cebus capucinus capucinus",8.097215,-77.213341,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:18.389+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Choco",1950,4,5,"1950-04-05T00:00:00",NA,"2021-03-30T10:22:18.389+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","ed76dafb-5d0e-4f86-93f1-a2eaf3e57343",NA,NA,NA,NA,"Mammals","665832035","ed76dafb-5d0e-4f86-93f1-a2eaf3e57343",NA,"P. Hershkovitz","69650",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Unguia","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-4236",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degrees minutes seconds",NA,NA,NA,NA,"9596",NA,"South America, Colombia, Choco, Neotropics: Unguia",NA,NA,"5","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568875",NA,NA,NA,NA,NA,NA
"515","665832036","Cebus capucinus capucinus",8.097215,-77.213341,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.425+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Choco",1950,4,5,"1950-04-05T00:00:00",NA,"2021-03-30T10:22:13.425+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","eb66a42d-40ee-4da0-b73d-e70e9c836d48",NA,NA,NA,NA,"Mammals","665832036","eb66a42d-40ee-4da0-b73d-e70e9c836d48",NA,"P. Hershkovitz","69651",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Unguia","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-4237",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degrees minutes seconds",NA,NA,NA,NA,"9597",NA,"South America, Colombia, Choco, Neotropics: Unguia",NA,NA,"5","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568876",NA,NA,NA,NA,NA,NA
"516","665832037","Cebus capucinus capucinus",8.097215,-77.213341,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.679+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Choco",1950,4,5,"1950-04-05T00:00:00",NA,"2021-03-30T10:22:12.679+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","5b073038-2f00-4efc-b4d1-d9bfed25a406",NA,NA,NA,NA,"Mammals","665832037","5b073038-2f00-4efc-b4d1-d9bfed25a406",NA,"P. Hershkovitz","69652",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Unguia","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-4238",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degrees minutes seconds",NA,NA,NA,NA,"9598",NA,"South America, Colombia, Choco, Neotropics: Unguia",NA,NA,"5","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568877",NA,NA,NA,NA,NA,NA
"517","665921440","Cebus capucinus capucinus",9.95,-75.083333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.813+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Bolivar",1949,1,25,"1949-01-25T00:00:00",NA,"2021-03-30T10:22:12.813+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","718662d2-330a-42d9-9322-825ee59ffad1",NA,NA,NA,NA,"Mammals","665921440","718662d2-330a-42d9-9322-825ee59ffad1",NA,"P. Hershkovitz","68833",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Juan Nepomuceno","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",167,NA,NA,NA,NA,NA,"FMNH",NA,"Cartagena",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3099",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51477",NA,"South America, Colombia, Bolivar, Cartagena, Neotropics: San Juan Nepomuceno",NA,NA,"25","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568058",NA,NA,NA,NA,NA,NA
"518","665921441","Cebus capucinus capucinus",9.95,-75.083333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.267+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Bolivar",1949,1,25,"1949-01-25T00:00:00",NA,"2021-03-30T10:22:12.267+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","2be8c89b-0bd0-43db-a8cc-c98ab6e0b071",NA,NA,NA,NA,"Mammals","665921441","2be8c89b-0bd0-43db-a8cc-c98ab6e0b071",NA,"P. Hershkovitz","68834",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Juan Nepomuceno","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",167,NA,NA,NA,NA,NA,"FMNH",NA,"Cartagena",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3100",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51478",NA,"South America, Colombia, Bolivar, Cartagena, Neotropics: San Juan Nepomuceno",NA,NA,"25","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568059",NA,NA,NA,NA,NA,NA
"519","665921442","Cebus capucinus capucinus",9.95,-75.083333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.563+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Bolivar",1949,1,28,"1949-01-28T00:00:00",NA,"2021-03-30T10:22:17.563+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","9fb163f8-7480-4d5a-bd92-2cf1e88a5ee1",NA,NA,NA,NA,"Mammals","665921442","9fb163f8-7480-4d5a-bd92-2cf1e88a5ee1",NA,"P. Hershkovitz","68835",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Juan Nepomuceno","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",167,NA,NA,NA,NA,NA,"FMNH",NA,"Cartagena",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3134",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51479",NA,"South America, Colombia, Bolivar, Cartagena, Neotropics: San Juan Nepomuceno",NA,NA,"28","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568060",NA,NA,NA,NA,NA,NA
"520","665921443","Cebus capucinus capucinus",9.5,-75.35,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:18.142+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Sucre",1949,5,17,"1949-05-17T00:00:00",NA,"2021-03-30T10:22:18.142+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","ea2adc74-1c46-4a77-9eb1-69d396360e9e",NA,NA,NA,NA,"Mammals","665921443","ea2adc74-1c46-4a77-9eb1-69d396360e9e",NA,"P. Hershkovitz","68836",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Las Campanas","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",175,NA,NA,NA,NA,NA,"FMNH",NA,"Coloso",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3351",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51480",NA,"South America, Colombia, Sucre, Coloso, Neotropics: Las Campanas",NA,NA,"17","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568061",NA,NA,NA,NA,NA,NA
"521","665921444","Cebus capucinus capucinus",9.5,-75.35,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.434+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Sucre",1949,5,19,"1949-05-19T00:00:00",NA,"2021-03-30T10:22:14.434+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","3d96f5ef-6908-4f46-b98b-ad21ded397f1",NA,NA,NA,NA,"Mammals","665921444","3d96f5ef-6908-4f46-b98b-ad21ded397f1",NA,"P. Hershkovitz","68837",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Las Campanas","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",175,NA,NA,NA,NA,NA,"FMNH",NA,"Coloso",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3365",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51481",NA,"South America, Colombia, Sucre, Coloso, Neotropics: Las Campanas",NA,NA,"19","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568062",NA,NA,NA,NA,NA,NA
"522","665921445","Cebus capucinus capucinus",9.5,-75.35,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.009+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Sucre",1949,5,27,"1949-05-27T00:00:00",NA,"2021-03-30T10:22:15.009+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","ea6d7bd7-82d2-4fd9-aa75-7b0125fe3a65",NA,NA,NA,NA,"Mammals","665921445","ea6d7bd7-82d2-4fd9-aa75-7b0125fe3a65",NA,"P. Hershkovitz","68838",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Las Campanas","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",175,NA,NA,NA,NA,NA,"FMNH",NA,"Coloso",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3435",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51482",NA,"South America, Colombia, Sucre, Coloso, Neotropics: Las Campanas",NA,NA,"27","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568063",NA,NA,NA,NA,NA,NA
"523","665921446","Cebus capucinus capucinus",9.5,-75.35,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.181+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Sucre",1949,5,27,"1949-05-27T00:00:00",NA,"2021-03-30T10:22:14.181+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","b0ad8c33-e2b1-417d-b9e0-8cebc0e65cc5",NA,NA,NA,NA,"Mammals","665921446","b0ad8c33-e2b1-417d-b9e0-8cebc0e65cc5",NA,"P. Hershkovitz","68839",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Las Campanas","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",175,NA,NA,NA,NA,NA,"FMNH",NA,"Coloso",NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3436",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51483",NA,"South America, Colombia, Sucre, Coloso, Neotropics: Las Campanas",NA,NA,"27","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568064",NA,NA,NA,NA,NA,NA
"524","665921447","Cebus capucinus capucinus",8.283333,-75.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.176+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Cordoba",1949,7,8,"1949-07-08T00:00:00",NA,"2021-03-30T10:22:17.176+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","6dbe341e-fdf7-4f83-a779-f4e08dceb4ee",NA,NA,NA,NA,"Mammals","665921447","6dbe341e-fdf7-4f83-a779-f4e08dceb4ee",NA,"P. Hershkovitz","68840",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Catival, upper Rio San Jorge","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",120,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-3502",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51484",NA,"South America, Colombia, Cordoba, Neotropics: Catival, upper Rio San Jorge",NA,NA,"8","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"published",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568065",NA,NA,NA,NA,NA,NA
