"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","coordinateUncertaintyInMeters","lifeStage","occurrenceRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","gadm","individualCount","continent","vernacularName","locality","higherClassification","samplingProtocol","infraspecificEpithet","sex","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","municipality","eventRemarks","language","type","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","identificationReferences","recordNumber","nomenclaturalCode","georeferencedBy","verbatimCoordinateSystem","locationID","datasetID","waterBody","preparations","verbatimSRS","otherCatalogNumbers","verbatimTaxonRank","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","parentEventID","locationAccordingTo","locationRemarks","previousIdentifications","fieldNotes","projectId","dynamicProperties","fieldNumber","verbatimElevation","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","institutionKey","collectionID","reproductiveCondition","collectionKey","accessRights","georeferencedDate","island","nameAccordingTo","disposition","georeferenceProtocol","georeferenceSources","georeferenceRemarks","dataGeneralizations","taxonRemarks","acceptedNameUsage","ownerInstitutionCode","associatedReferences","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","behavior","bibliographicCitation","organismID","higherGeographyID","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"35","1579918333","Cebus capucinus (Linnaeus, 1758)",8.812118,-83.499916,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:11.977+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2014,12,25,"2014-12-25T00:00:00",NA,"2021-03-09T21:23:11.977+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","1579918333",NA,NA,"-410828948","-1590027793",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UTM50_17P_0200_0950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","921006685","Cebus capucinus (Linnaeus, 1758)",9.696821,-84.658127,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:18.731+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2013,3,4,"2013-03-04T00:00:00",NA,"2021-03-09T21:23:18.731+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921006685",NA,NA,"531632058","228209868",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Punta Leona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","1978497726","Cebus capucinus (Linnaeus, 1758)",2.770167,-77.346278,"cdround,gass84,colmano,inmano","da434db5-aad4-4960-98b9-6245f7469b91","e1050db2-9faf-4d72-b860-295debaf9d2a","2ec3e654-1407-4d5b-aa68-19e9c82b57a6","CO","DWC_ARCHIVE","2021-03-03T08:57:26.072+00:00","2021-03-09T13:22:14.786+00:00",133,"e1050db2-9faf-4d72-b860-295debaf9d2a","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU","2013-06-12T00:00:00","Cauca",2013,5,26,"2013-05-26T00:00:00","2018-04-12T00:00:00.000+00:00","2021-03-09T13:22:14.786+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia",NA,"IIAP:Mastofauna-Guangui:CR13",NA,"2013-05-26/2013-06-04","Caracterizacion de la mastofauna de la parte alta del Rio guangui","Comunidad indígenas de ASIESCA",NA,"1978497726","IIAP:Mastofauna-Guangui:CR13",NA,"Rodriguez-Chaverra Cesar | Bonilla-Urrutia Nelcy Sofia",NA,NA,"IIAP",NA,"24H: 06:00-10:00","Rodriguez-Chaverra Cesar| Bonilla-Urrutia Nelcy Sofia",NA,"Cebus capucinus (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA","Mono  Cariblanco","Comunidad indígenas de ASIESCA","|  | mammalia | Primates | Cebidae | Cebus","Muestreos Ecologicos Rapidos (TNC 1992)",NA,NA,108.5,91.5,NA,NA,NA,"fuente hidrica (Rio)","818000156-8",NA,"Timbiquí",NA,NA,"es","Evento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cebus capucinus",NA,NA,NA,NA,"17-200","SA | Colombia | Cauca | Timbiqui","155","Requiere verificación","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","921018804","Cebus capucinus (Linnaeus, 1758)",8.444865,-83.528023,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:23.262+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2013,6,30,"2013-06-30T00:00:00",NA,"2021-03-09T21:23:23.262+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921018804",NA,NA,"1482295182","-17430216",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Corcovado Nationalpark: Carate - La Leona - Sirena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","921005612","Cebus capucinus (Linnaeus, 1758)",8.480183,-83.589821,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:00.939+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2013,7,2,"2013-07-02T00:00:00",NA,"2021-03-09T21:23:00.939+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921005612",NA,NA,"1482295182","1159122472",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corcovado Nationalpark: Sirena Station and surroundings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","921026114","Cebus capucinus (Linnaeus, 1758)",9.916182,-84.28376,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:46.848+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2013,8,26,"2013-08-26T00:00:00",NA,"2021-03-09T21:23:46.848+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921026114",NA,NA,"1319392442","1625026479",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finca Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","1668737888","Cebus capucinus (Linnaeus, 1758)",8.691845,-83.667412,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:22:42.524+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,2,19,"2012-02-19T00:00:00",NA,"2021-03-09T21:22:42.524+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","1668737888",NA,NA,"-349210233","699873661",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Drake Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1668737970","Cebus capucinus (Linnaeus, 1758)",10.344072,-84.793053,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:11.252+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,2,11,"2012-02-11T00:00:00",NA,"2021-03-09T21:23:11.252+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","1668737970",NA,NA,"-349210233","-1479079190",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reserva Bosque Nuboso Santa Elena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1668737697","Cebus capucinus (Linnaeus, 1758)",9.737482,-82.817688,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:57.040+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,3,9,"2012-03-09T00:00:00",NA,"2021-03-09T21:23:57.040+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","1668737697",NA,NA,"-349210233","-2098172640",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cahuita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","921003774","Cebus capucinus (Linnaeus, 1758)",9.780622,-84.603226,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:51.191+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,5,6,"2012-05-06T00:00:00",NA,"2021-03-09T21:23:51.191+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921003774",NA,NA,"1665984680","-1079804711",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carara-Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","921009922","Cebus capucinus (Linnaeus, 1758)",9.411643,-84.154945,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:22:37.149+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,8,25,"2012-08-25T00:00:00",NA,"2021-03-09T21:22:37.149+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921009922",NA,NA,"688861900","88953940",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotel Tres Banderas und Umgebung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","921010197","Cebus capucinus (Linnaeus, 1758)",10.547559,-83.505875,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:33.585+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2012,8,30,"2012-08-30T00:00:00",NA,"2021-03-09T21:23:33.585+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921010197",NA,NA,"688861900","1061341717",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Tortuguero Nationalpark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","1038569263","Cebus capucinus (Linnaeus, 1758)",9.134809,-79.726067,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:55.682+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2009,1,8,"2009-01-08T00:00:00",NA,"2021-03-09T21:23:55.682+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PAN","none","none","Panama",NA,NA,NA,NA,NA,NA,"naturgucker","1038569263",NA,NA,"881932368","-1590575888",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pipeline Road mit Rainforest Discovery Center und Gatun Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","1038569310","Cebus capucinus (Linnaeus, 1758)",9.110232,-79.804001,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:08.728+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2009,1,23,"2009-01-23T00:00:00",NA,"2021-03-09T21:23:08.728+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PAN","none","none","Panama",NA,NA,NA,NA,NA,NA,"naturgucker","1038569310",NA,NA,"881932368","-1161562442",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panamakanal Nordteil mit Gatun Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
