"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","occurrenceRemarks","identifiedBy","identificationID","name","eventTime","individualCount","lifeStage","continent","vernacularName","locality","higherClassification","identificationRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","sex","elevation","institutionKey","collectionKey","institutionID","county","fieldNumber","language","type","preparations","locationRemarks","recordNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","collectionID","establishmentMeans","infraspecificEpithet","nomenclaturalCode","endDayOfYear","georeferenceVerificationStatus"
"1","665889529","Pithecia irrorata Gray, 1842",-12.2,-71.133331,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.910+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436372,1,44,359,798,5486,2436370,2436372,2436372,"Pithecia irrorata Gray, 1842","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia irrorata","Pithecia","irrorata","SPECIES","ACCEPTED","DD",NA,NA,"Madre de Dios",1961,8,23,"1961-08-23T00:00:00",NA,"2021-03-30T10:22:14.910+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PER","none","none","Peru","The Field Museum of Natural History","84ddcb73-7b7b-4900-a713-9e897d9631a4",NA,NA,NA,NA,"Mammals","665889529","84ddcb73-7b7b-4900-a713-9e897d9631a4",NA,"C. Kalinowski","98040",NA,"FMNH",NA,NA,NA,NA,"Pithecia irrorata Gray, 1842",NA,NA,NA,"SOUTH_AMERICA",NA,"Altamira","Animalia Chordata Mammalia Primates Pitheciidae",NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE",400,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH","Manu","27480","en","PhysicalObject","skin,skull","decimal degrees","CK-2689","South America, Peru, Madre de Dios, Manu, Neotropics: Altamira","not recorded","2596908","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA
"2","665881199","Pithecia irrorata Gray, 1842",-12.2,-71.133331,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.799+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436372,1,44,359,798,5486,2436370,2436372,2436372,"Pithecia irrorata Gray, 1842","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia irrorata","Pithecia","irrorata","SPECIES","ACCEPTED","DD",NA,NA,"Madre de Dios",1960,10,20,"1960-10-20T00:00:00",NA,"2021-03-30T10:22:12.799+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PER","none","none","Peru","The Field Museum of Natural History","6ef331d7-6cc6-47fa-95d4-c3ce7d201963",NA,NA,NA,NA,"Mammals","665881199","6ef331d7-6cc6-47fa-95d4-c3ce7d201963",NA,"C. Kalinowski","93534",NA,"FMNH",NA,NA,NA,NA,"Pithecia irrorata Gray, 1842",NA,NA,NA,"SOUTH_AMERICA",NA,"Altamira","Animalia Chordata Mammalia Primates Pitheciidae",NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE",350,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH","Manu","27479","en","PhysicalObject","skin,skull","decimal degrees","CK-2681","South America, Peru, Madre de Dios, Manu, Neotropics: Altamira","not recorded","2592404","FMNH","20","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA
