"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","establishmentMeans","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","institutionKey","collectionKey","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","institutionID","nomenclaturalCode","verbatimEventDate","higherGeography","endDayOfYear","georeferenceVerificationStatus","locality","verbatimLocality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","vernacularName","institutionCode","rights","startDayOfYear","occurrenceRemarks","accessRights","behavior","name","individualCount","sex","dateIdentified","coordinateUncertaintyInMeters","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","eventTime","identificationRemarks","identifiedBy","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","collectionID","higherClassification","georeferenceSources","elevation","rightsHolder","higherGeographyID","locationRemarks","georeferenceRemarks","disposition","ownerInstitutionCode","county","fieldNumber","lifeStage","waterBody","habitat","datasetName","elevationAccuracy","eventRemarks","bibliographicCitation","eventID","locationID","identificationID","originalNameUsage","verbatimTaxonRank","recordedByIDs.type","recordedByIDs.value","nameAccordingTo","projectId","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","associatedReferences","taxonID","taxonConceptID","lithostratigraphicTerms","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","datasetID","parentNameUsage"
"12","197008944","Aotus trivirgatus (Humboldt, 1811)",-18.75,-62.217,"gass84,colmafu,inmano","4d749d70-e2e1-11dd-8102-b8a03c50a862","335880a0-e2e1-11dd-8102-b8a03c50a862",NA,"605ef338-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-03-03T20:23:59.022+00:00","2021-03-09T14:08:10.943+00:00",68,"335880a0-e2e1-11dd-8102-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC",NA,NA,1990,6,1,"1990-06-01T00:00:00",NA,"2021-03-09T14:08:10.943+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",NA,"9c6d9195-329b-4d2b-8258-b4089c40cb87",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","197008944",NA,NA,NA,NA,NA,NA,"Curuyuqui",NA,NA,"32","197008944",NA,NA,"Louise H. Emmons","2873",NA,"Conservation International",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","197010210","Aotus trivirgatus (Humboldt, 1811)",-19.917,-62.567,"gass84,colmafu,inmano","4d749d70-e2e1-11dd-8102-b8a03c50a862","335880a0-e2e1-11dd-8102-b8a03c50a862",NA,"605ef338-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-03-03T20:23:59.022+00:00","2021-03-09T14:08:13.736+00:00",68,"335880a0-e2e1-11dd-8102-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC",NA,NA,1990,6,1,"1990-06-01T00:00:00",NA,"2021-03-09T14:08:13.736+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",NA,"9c6d9195-329b-4d2b-8258-b4089c40cb87",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","197010210",NA,NA,NA,NA,NA,NA,"Perforacion",NA,NA,"32","197010210",NA,NA,NA,"59554",NA,"Conservation International",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1919830453","Aotus trivirgatus (Humboldt, 1811)",-1,-74,"gass84,colmano,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862",NA,"60277b56-f762-11e1-a439-00145eb45e9a","GB","DWC_ARCHIVE","2021-09-07T15:45:13.377+00:00","2021-09-07T16:22:40.614+00:00",247,"19456090-b49a-11d8-abeb-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1975,NA,NA,"1975-01-01T00:00:00",NA,"2021-09-07T16:22:40.614+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e",NA,FALSE,"WGS84","Mammalia","COL","none","none","Colombia","4087132",NA,NA,NA,"South America; Colombia; Amazonas; El Encanto",NA,NA,"San Jose del Encanto, L. bank of R.  Caraparana",NA,NA,"ZOO","1919830453","b9f3936d-8ca2-49a9-8edc-07d3cbab3c9c",NA,"Hereward Hill","1976.543",NA,"NHMUK",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,"{""determinationfiledas"": ""Yes"", ""gbifissue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1180346525000, ""donorname"": ""Hill, Hereward (191 Mortlake Rd Richmond)"", ""gbifid"": 1919830453, ""determinationnames"": ""Aotus trivirgatus Humboldt, 1811"", ""subdepartment"": ""LS Mammals"", ""registrationcode"": ""MA""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087132",NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Aotidae",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"Adult","Caraparana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1919830575","Aotus trivirgatus (Humboldt, 1811)",-1,-74,"gass84,colmano,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862",NA,"60277b56-f762-11e1-a439-00145eb45e9a","GB","DWC_ARCHIVE","2021-09-07T15:45:13.377+00:00","2021-09-07T16:23:02.805+00:00",247,"19456090-b49a-11d8-abeb-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1975,NA,NA,"1975-01-01T00:00:00",NA,"2021-09-07T16:23:02.805+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e",NA,FALSE,"WGS84","Mammalia","COL","none","none","Colombia","4087135",NA,NA,NA,"South America; Colombia; Amazonas; El Encanto",NA,NA,"San Jose del Encanto, L. bank of R.  Caraparana",NA,NA,"ZOO","1919830575","0cbef0ba-5f25-4865-a86a-f0312e1ef5df",NA,"Hereward Hill","1976.544",NA,"NHMUK",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,"{""determinationfiledas"": ""Yes"", ""gbifissue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1180346526000, ""donorname"": ""Hill, Hereward (191 Mortlake Rd Richmond)"", ""gbifid"": 1919830575, ""determinationnames"": ""Aotus trivirgatus Humboldt, 1811"", ""subdepartment"": ""LS Mammals"", ""registrationcode"": ""MA""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087135",NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Aotidae",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"Adult","Caraparana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","1319007460","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:22.520+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,2,10,"1968-02-10T00:00:00",NA,"2021-09-08T13:29:22.520+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/34fd6cf1a-c3f3-4d0b-a9c3-e57f2577f8bf","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Feb 1968","South America, Venezuela, Tachira","41",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1319007460","http://n2t.net/ark:/65665/34fd6cf1a-c3f3-4d0b-a9c3-e57f2577f8bf","PhysicalObject","Smithsonian Venezuelan Project","443734",NA,"USNM",NA,"41",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"22206",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","1321922562","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:07.128+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,2,10,"1968-02-10T00:00:00",NA,"2021-09-08T13:30:07.128+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3d0cbb46f-0757-446c-95fe-46c198c4cb9e","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Feb 1968","South America, Venezuela, Tachira","41",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1321922562","http://n2t.net/ark:/65665/3d0cbb46f-0757-446c-95fe-46c198c4cb9e","PhysicalObject","Smithsonian Venezuelan Project","443733",NA,"USNM",NA,"41",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"22205",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","1317342399","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:54.012+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,4,"1968-03-04T00:00:00",NA,"2021-09-08T13:29:54.012+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3062fae9c-42b9-4ec6-b0bd-39b39f97b4da","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"4 Mar 1968","South America, Venezuela, Zulia","64",NA,"El Rosario, 48 Km WNW Encontrados",NA,NA,"Mammals","1317342399","http://n2t.net/ark:/65665/3062fae9c-42b9-4ec6-b0bd-39b39f97b4da","PhysicalObject","Smithsonian Venezuelan Project","443604",NA,"USNM",NA,"64",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41330",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,54,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","1317389999","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:56.287+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,18,"1968-03-18T00:00:00",NA,"2021-09-08T13:29:56.287+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3084a4446-0215-4c4b-98cc-40cb4859484c","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"18 Mar 1968","South America, Venezuela, Zulia","78",NA,"El Rosario, 45 Km WNW Encontrados",NA,NA,"Mammals","1317389999","http://n2t.net/ark:/65665/3084a4446-0215-4c4b-98cc-40cb4859484c","PhysicalObject","Smithsonian Venezuelan Project","443375",NA,"USNM",NA,"78",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skull",NA,NA,NA,NA,"42582",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1317470294","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:08.613+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,7,"1968-03-07T00:00:00",NA,"2021-09-08T13:29:08.613+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/30bdd87f0-2f2b-4d59-bf85-d82167137ff7","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"7 Mar 1968","South America, Venezuela, Zulia","67",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1317470294","http://n2t.net/ark:/65665/30bdd87f0-2f2b-4d59-bf85-d82167137ff7","PhysicalObject","Smithsonian Venezuelan Project","443605",NA,"USNM",NA,"67",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41566",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1317537451","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:11.184+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,29,"1968-03-29T00:00:00",NA,"2021-09-08T13:29:11.184+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/30ed63468-cd42-4e5a-ae53-c20750a05a24","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"29 Mar 1968","South America, Venezuela, Zulia","89",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1317537451","http://n2t.net/ark:/65665/30ed63468-cd42-4e5a-ae53-c20750a05a24","PhysicalObject","Smithsonian Venezuelan Project","443624",NA,"USNM",NA,"89",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"42563",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1317772617","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:16.125+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,7,"1968-03-07T00:00:00",NA,"2021-09-08T13:29:16.125+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/31937146d-230c-4efa-9284-f57736d31ce9","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"7 Mar 1968","South America, Venezuela, Zulia","67",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1317772617","http://n2t.net/ark:/65665/31937146d-230c-4efa-9284-f57736d31ce9","PhysicalObject","Smithsonian Venezuelan Project","443370",NA,"USNM",NA,"67",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skull",NA,NA,NA,NA,"41635",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1318082180","Aotus trivirgatus (Humboldt, 1811)",9.12,-72.77,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:16.926+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,17,"1968-03-17T00:00:00",NA,"2021-09-08T13:29:16.926+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/326e58cb1-cca1-418d-ab4b-51b50c4139ca","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"17 Mar 1968","South America, Venezuela, Zulia","77",NA,"El Rosario, 60 Km WNW Encontrados, Boca Del Rio De Oro",NA,NA,"Mammals","1318082180","http://n2t.net/ark:/65665/326e58cb1-cca1-418d-ab4b-51b50c4139ca","PhysicalObject","Smithsonian Venezuelan Project","443611",NA,"USNM",NA,"77",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41840",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,73,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
