"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","sex","projectId","elevation","elevationAccuracy","organismQuantity","organismQuantityType","institutionKey","habitat","http...rs.tdwg.org.dwc.terms.organismQuantity","county","verbatimCoordinateSystem","type","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","verbatimElevation","institutionID","municipality","preparations","recordNumber","locality","disposition","previousIdentifications","collectionID","occurrenceRemarks","individualCount","continent","higherClassification","georeferencedBy","language","locationRemarks","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","eventRemarks","parentEventID","identificationRemarks","samplingEffort","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","collectionKey","fieldNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","nomenclaturalCode","endDayOfYear","georeferenceVerificationStatus","otherCatalogNumbers","identificationQualifier","georeferenceSources","associatedSequences"
"14","665833084","Aotus vociferans (Spix, 1823)",1.4,-75.55,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:10.928+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,1,10,"1952-01-10T00:00:00",NA,"2021-09-15T19:03:10.928+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","39d1abc4-7c72-49da-b96b-3922ebee388d",NA,NA,NA,NA,"Mammals","665833084","39d1abc4-7c72-49da-b96b-3922ebee388d",NA,"P. Hershkovitz","70682",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,400,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"Florencia",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5828","Montanita",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84780","South America, Colombia, Caqueta, Florencia, Neotropics: Montanita","published","2569907","FMNH","10","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","665833085","Aotus vociferans (Spix, 1823)",1.4,-75.55,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:16.217+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,1,11,"1952-01-11T00:00:00",NA,"2021-09-15T19:03:16.217+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","3af61027-67c4-47b7-bfe6-c0307feb978f",NA,NA,NA,NA,"Mammals","665833085","3af61027-67c4-47b7-bfe6-c0307feb978f",NA,"P. Hershkovitz","70683",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,400,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"Florencia",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5829","Montanita",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84781","South America, Colombia, Caqueta, Florencia, Neotropics: Montanita","published","2569908","FMNH","11","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","665833086","Aotus vociferans (Spix, 1823)",0.133333,-74.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:13.235+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,2,1,"1952-02-01T00:00:00",NA,"2021-09-15T19:03:13.235+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","9d47dc90-75ca-4de8-9cf4-ee1425553158",NA,NA,NA,NA,"Mammals","665833086","9d47dc90-75ca-4de8-9cf4-ee1425553158",NA,"P. Hershkovitz","70684",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,150,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"La Tagua",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5912","Tres Troncos",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84782","South America, Colombia, Caqueta, La Tagua, Neotropics: Tres Troncos","published","2569909","FMNH","1","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","665833087","Aotus vociferans (Spix, 1823)",0.133333,-74.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:14.781+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,2,2,"1952-02-02T00:00:00",NA,"2021-09-15T19:03:14.781+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","15623b99-af7d-41cf-a1a1-c956668fb9ed",NA,NA,NA,NA,"Mammals","665833087","15623b99-af7d-41cf-a1a1-c956668fb9ed",NA,"P. Hershkovitz","70685",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,150,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"La Tagua",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5922","Tres Troncos",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84783","South America, Colombia, Caqueta, La Tagua, Neotropics: Tres Troncos","published","2569910","FMNH","2","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","665833088","Aotus vociferans (Spix, 1823)",0.133333,-74.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:15.645+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,2,2,"1952-02-02T00:00:00",NA,"2021-09-15T19:03:15.645+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","41d5bdd6-350c-4d30-8577-3849b6b0c702",NA,NA,NA,NA,"Mammals","665833088","41d5bdd6-350c-4d30-8577-3849b6b0c702",NA,"P. Hershkovitz","70686",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,150,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"La Tagua",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5923","Tres Troncos",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84784","South America, Colombia, Caqueta, La Tagua, Neotropics: Tres Troncos","published","2569911","FMNH","2","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","665833089","Aotus vociferans (Spix, 1823)",0.133333,-74.683333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:16.343+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1952,2,6,"1952-02-06T00:00:00",NA,"2021-09-15T19:03:16.343+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","7ed04ec8-84bb-4bdc-9a64-4c0cdf1908c0",NA,NA,NA,NA,"Mammals","665833089","7ed04ec8-84bb-4bdc-9a64-4c0cdf1908c0",NA,"P. Hershkovitz","70687",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,150,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"La Tagua",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5956","Tres Troncos",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84785","South America, Colombia, Caqueta, La Tagua, Neotropics: Tres Troncos","published","2569912","FMNH","6","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","665833090","Aotus vociferans (Spix, 1823)",0.466667,-75.333333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:15.727+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Putumayo",1952,2,18,"1952-02-18T00:00:00",NA,"2021-09-15T19:03:15.727+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","4e4b42bd-b3f4-4a91-9740-e47584fe2b0b",NA,NA,NA,NA,"Mammals","665833090","4e4b42bd-b3f4-4a91-9740-e47584fe2b0b",NA,"P. Hershkovitz","70688",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,185,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"San Antonio",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5985","Rio Mecaya",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84786","South America, Colombia, Putumayo, San Antonio, Neotropics: Rio Mecaya","published","2569913","FMNH","18","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","665833091","Aotus vociferans (Spix, 1823)",0.466667,-75.333333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:12.238+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Putumayo",1952,3,14,"1952-03-14T00:00:00",NA,"2021-09-15T19:03:12.238+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","5395cbd5-ccf8-4fe2-baa2-9f386047dd59",NA,NA,NA,NA,"Mammals","665833091","5395cbd5-ccf8-4fe2-baa2-9f386047dd59",NA,"P. Hershkovitz","70689",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,185,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"San Antonio",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-6115","Rio Mecaya",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84787","South America, Colombia, Putumayo, San Antonio, Neotropics: Rio Mecaya","published","2569914","FMNH","14","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","665833092","Aotus vociferans (Spix, 1823)",0.466667,-75.333333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:17.637+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Putumayo",1952,3,14,"1952-03-14T00:00:00",NA,"2021-09-15T19:03:17.637+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","8f9ff4e9-d4cc-4bed-9c6d-86733af9ccf4",NA,NA,NA,NA,"Mammals","665833092","8f9ff4e9-d4cc-4bed-9c6d-86733af9ccf4",NA,"P. Hershkovitz","70690",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,185,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"San Antonio",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-6116","Rio Mecaya",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84788","South America, Colombia, Putumayo, San Antonio, Neotropics: Rio Mecaya","published","2569915","FMNH","14","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","665833083","Aotus vociferans (Spix, 1823)",1.4,-75.55,"gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:09.800+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Caqueta",1951,12,24,"1951-12-24T00:00:00",NA,"2021-09-15T19:03:09.800+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","19df7d7b-002d-4e59-9dd8-4e13574cf922",NA,NA,NA,NA,"Mammals","665833083","19df7d7b-002d-4e59-9dd8-4e13574cf922",NA,"P. Hershkovitz","70681",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,400,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,"Florencia",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-5827","Montanita",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","84779","South America, Colombia, Caqueta, Florencia, Neotropics: Montanita","published","2569906","FMNH","24","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","665819304","Aotus vociferans (Spix, 1823)",-2.15,-77.699997,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:12.463+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Morona-Santiago",1942,12,26,"1942-12-26T00:00:00",NA,"2021-09-15T19:03:12.463+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","ECU","none","none","Ecuador","The Field Museum of Natural History","a20a6938-0f62-4528-96be-31ff0d3b7d08",NA,NA,NA,NA,"Mammals","665819304","a20a6938-0f62-4528-96be-31ff0d3b7d08",NA,"C. Velin","54292",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,900,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull",NA,"Macuma, oriente",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","7672","South America, Ecuador, Morona-Santiago, Neotropics: Macuma, oriente","not recorded","2553518","FMNH","26","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","665819305","Aotus vociferans (Spix, 1823)",-2.15,-77.699997,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-09-07T13:35:01.737+00:00","2021-09-15T19:03:16.386+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Morona-Santiago",1942,12,26,"1942-12-26T00:00:00",NA,"2021-09-15T19:03:16.386+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","ECU","none","none","Ecuador","The Field Museum of Natural History","48189bee-ab7c-4876-9c63-fa07fccac9a2",NA,NA,NA,NA,"Mammals","665819305","48189bee-ab7c-4876-9c63-fa07fccac9a2",NA,"C. Velin","54293",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,900,NA,NA,NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull",NA,"Macuma, oriente",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","7673","South America, Ecuador, Morona-Santiago, Neotropics: Macuma, oriente","not recorded","2553519","FMNH","26","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
