"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","individualCount","lifeStage","continent","vernacularName","locality","samplingProtocol","higherClassification","coordinatePrecision","organismQuantity","organismQuantityType","identificationReferences","acceptedNameUsage","http...rs.tdwg.org.dwc.terms.organismQuantity","preparations","http...rs.tdwg.org.dwc.terms.organismQuantityType","verbatimTaxonRank","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","eventID","footprintWKT","municipality","county","identificationVerificationStatus","originalNameUsage","datasetID","nameAccordingTo","associatedReferences","sex","recordNumber","habitat","verbatimCoordinateSystem","associatedSequences","locationRemarks","georeferencedDate","georeferencedBy","georeferenceProtocol","collectionID","georeferenceSources","infraspecificEpithet","fieldNumber","organismID","ownerInstitutionCode","georeferenceRemarks","bibliographicCitation","dynamicProperties","locationAccordingTo","identificationRemarks","otherCatalogNumbers","previousIdentifications","identificationQualifier","gadm","projectId","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"234","1319988249","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:04.717+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,26,"1966-06-26T00:00:00",NA,"2021-09-08T13:30:04.717+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/37b3bbca7-83a6-4f61-aaf2-782609ad7150",NA,"26 Jun 1966","NMNH Extant Biology",NA,"Mammals","1319988249","http://n2t.net/ark:/65665/37b3bbca7-83a6-4f61-aaf2-782609ad7150",NA,"Smithsonian Venezuelan Project","374808",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","177",NA,NA,"PhysicalObject","177",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","09916","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","1320054216","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:02.513+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,NA,"1966-06-01T00:00:00",NA,"2021-09-08T13:30:02.513+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/37e2274f5-2a05-4041-a6c0-97ece9d07c05",NA,"-- Jun 1966","NMNH Extant Biology",NA,"Mammals","1320054216","http://n2t.net/ark:/65665/37e2274f5-2a05-4041-a6c0-97ece9d07c05",NA,"Smithsonian Venezuelan Project","374801",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Subadult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","181",NA,NA,"PhysicalObject","181",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09550","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","1320187855","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:40.791+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,8,"1966-06-08T00:00:00",NA,"2021-09-08T13:28:40.791+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3840bec01-01c9-4cb7-9b54-bc7b1dac8a29",NA,"8 Jun 1966","NMNH Extant Biology",NA,"Mammals","1320187855","http://n2t.net/ark:/65665/3840bec01-01c9-4cb7-9b54-bc7b1dac8a29",NA,"Smithsonian Venezuelan Project","374796",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Subadult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","159",NA,NA,"PhysicalObject","159",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09107","Tropical humid forest","Degrees Minutes Seconds","https://www.ncbi.nlm.nih.gov/gquery?term=JQ317630|https://www.ncbi.nlm.nih.gov/gquery?term=JN409291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","1321156205","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:24.783+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,26,"1966-06-26T00:00:00",NA,"2021-09-08T13:29:24.783+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3aed8fce1-9697-4e3b-ad86-2fd87e941a0a",NA,"26 Jun 1966","NMNH Extant Biology",NA,"Mammals","1321156205","http://n2t.net/ark:/65665/3aed8fce1-9697-4e3b-ad86-2fd87e941a0a",NA,"Smithsonian Venezuelan Project","374807",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","177",NA,NA,"PhysicalObject","177",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09915","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","1321210612","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:20.642+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,6,"1966-06-06T00:00:00",NA,"2021-09-08T13:29:20.642+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3b142657c-796d-4aa8-8956-655b9bd2d336",NA,"6 Jun 1966","NMNH Extant Biology",NA,"Mammals","1321210612","http://n2t.net/ark:/65665/3b142657c-796d-4aa8-8956-655b9bd2d336",NA,"Smithsonian Venezuelan Project","374799",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Subadult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","157",NA,NA,"PhysicalObject","157",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","09149","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","1321398117","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:06.027+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,8,"1966-06-08T00:00:00",NA,"2021-09-08T13:30:06.027+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3b98ea5c9-b5e5-426a-b26d-bfcde033ce0f",NA,"8 Jun 1966","NMNH Extant Biology",NA,"Mammals","1321398117","http://n2t.net/ark:/65665/3b98ea5c9-b5e5-426a-b26d-bfcde033ce0f",NA,"Smithsonian Venezuelan Project","374797",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Subadult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","159",NA,NA,"PhysicalObject","159",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09108","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","1321653605","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:33.230+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,NA,"1966-06-01T00:00:00",NA,"2021-09-08T13:29:33.230+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3c4d5ede3-d9fd-4ec8-a22a-8db4b8c8e32e",NA,"-- Jun 1966","NMNH Extant Biology",NA,"Mammals","1321653605","http://n2t.net/ark:/65665/3c4d5ede3-d9fd-4ec8-a22a-8db4b8c8e32e",NA,"Smithsonian Venezuelan Project","374800",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","181",NA,NA,"PhysicalObject","181",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09547","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","1322014312","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:22.841+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,6,22,"1966-06-22T00:00:00",NA,"2021-09-08T13:29:22.841+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3d4e34f82-c259-4593-aa8d-e542e224baa6",NA,"22 Jun 1966","NMNH Extant Biology",NA,"Mammals","1322014312","http://n2t.net/ark:/65665/3d4e34f82-c259-4593-aa8d-e542e224baa6",NA,"Smithsonian Venezuelan Project","374802",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Juvenile","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado, Km 74",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","173",NA,NA,"PhysicalObject","173",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09867","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","1319220343","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:23.354+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,7,5,"1966-07-05T00:00:00",NA,"2021-09-08T13:29:23.354+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/359461fff-0ae7-41a5-8775-d2342a3c78de",NA,"5 Jul 1966","NMNH Extant Biology",NA,"Mammals","1319220343","http://n2t.net/ark:/65665/359461fff-0ae7-41a5-8775-d2342a3c78de",NA,"Smithsonian Venezuelan Project","374809",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","186",NA,NA,"PhysicalObject","186",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09935","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","1320248848","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:26.910+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,7,3,"1966-07-03T00:00:00",NA,"2021-09-08T13:29:26.910+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/386be07ae-5321-4a37-8f79-6fe9cfb44742",NA,"3 Jul 1966","NMNH Extant Biology",NA,"Mammals","1320248848","http://n2t.net/ark:/65665/386be07ae-5321-4a37-8f79-6fe9cfb44742",NA,"Smithsonian Venezuelan Project","374810",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","184",NA,NA,"PhysicalObject","184",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","09936","Tropical humid forest","Degrees Minutes Seconds","https://www.ncbi.nlm.nih.gov/gquery?term=JQ317632|https://www.ncbi.nlm.nih.gov/gquery?term=JQ317661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","1322288273","Cebus olivaceus Schomburgk, 1848",6.28,-61.32,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:07.955+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Bolivar",1966,7,3,"1966-07-03T00:00:00",NA,"2021-09-08T13:30:07.955+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3e0fd00ed-9208-4fa5-b24f-1aa734d9d4cc",NA,"3 Jul 1966","NMNH Extant Biology",NA,"Mammals","1322288273","http://n2t.net/ark:/65665/3e0fd00ed-9208-4fa5-b24f-1aa734d9d4cc",NA,"Smithsonian Venezuelan Project","374806",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"El Manaco, 59 Km SE El Dorado",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Bolivar","184",NA,NA,"PhysicalObject","184",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","09913","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
