"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","individualCount","lifeStage","continent","vernacularName","locality","samplingProtocol","higherClassification","coordinatePrecision","organismQuantity","organismQuantityType","identificationReferences","acceptedNameUsage","http...rs.tdwg.org.dwc.terms.organismQuantity","preparations","http...rs.tdwg.org.dwc.terms.organismQuantityType","verbatimTaxonRank","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","eventID","footprintWKT","municipality","county","identificationVerificationStatus","originalNameUsage","datasetID","nameAccordingTo","associatedReferences","sex","recordNumber","habitat","verbatimCoordinateSystem","associatedSequences","locationRemarks","georeferencedDate","georeferencedBy","georeferenceProtocol","collectionID","georeferenceSources","infraspecificEpithet","fieldNumber","organismID","ownerInstitutionCode","georeferenceRemarks","bibliographicCitation","dynamicProperties","locationAccordingTo","identificationRemarks","otherCatalogNumbers","previousIdentifications","identificationQualifier","gadm","projectId","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"245","1320812927","Cebus olivaceus Schomburgk, 1848",3.18,-65.55,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:47.239+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Amazonas",1966,11,11,"1966-11-11T00:00:00",NA,"2021-09-08T13:28:47.239+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/39fb4f273-43af-422f-af95-21959ae935a0",NA,"11 Nov 1966","NMNH Extant Biology",NA,"Mammals","1320812927","http://n2t.net/ark:/65665/39fb4f273-43af-422f-af95-21959ae935a0",NA,"Smithsonian Venezuelan Project","388177",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Esmeralda",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Amazonas","315",NA,NA,"PhysicalObject","315",NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","11252","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","1318413253","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:59.026+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,10,26,"1965-10-26T00:00:00",NA,"2021-09-08T13:29:59.026+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3358e4ce5-3fd8-466f-9e27-8a95bdeeb529",NA,"26 Oct 1965","NMNH Extant Biology",NA,"Mammals","1318413253","http://n2t.net/ark:/65665/3358e4ce5-3fd8-466f-9e27-8a95bdeeb529",NA,"Smithsonian Venezuelan Project","372765",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","299",NA,NA,"PhysicalObject","299",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","01948","Tropical humid forest","Degrees Minutes Seconds","https://www.ncbi.nlm.nih.gov/gquery?term=JQ317624|https://www.ncbi.nlm.nih.gov/gquery?term=JN409289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","1320038785","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:16.333+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,10,25,"1965-10-25T00:00:00",NA,"2021-09-08T13:29:16.333+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/37d741f7b-33cf-4523-97f9-885ecfa399bd",NA,"25 Oct 1965","NMNH Extant Biology",NA,"Mammals","1320038785","http://n2t.net/ark:/65665/37d741f7b-33cf-4523-97f9-885ecfa399bd",NA,"Smithsonian Venezuelan Project","372764",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","298",NA,NA,"PhysicalObject","298",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","01932","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","1320543267","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:44.741+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,10,17,"1965-10-17T00:00:00",NA,"2021-09-08T13:28:44.741+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/393c77c13-7e51-4ebd-a0ee-c94ebb17cfc1",NA,"17 Oct 1965","NMNH Extant Biology",NA,"Mammals","1320543267","http://n2t.net/ark:/65665/393c77c13-7e51-4ebd-a0ee-c94ebb17cfc1",NA,"Smithsonian Venezuelan Project","372761",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Subadult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","290",NA,NA,"PhysicalObject","290",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","01643","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","1322849243","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:16.117+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,10,31,"1965-10-31T00:00:00",NA,"2021-09-08T13:30:16.117+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3f9d5e8c2-ce6e-499e-8eb0-6b287deeaaed",NA,"31 Oct 1965","NMNH Extant Biology",NA,"Mammals","1322849243","http://n2t.net/ark:/65665/3f9d5e8c2-ce6e-499e-8eb0-6b287deeaaed",NA,"Smithsonian Venezuelan Project","372766",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","304",NA,NA,"PhysicalObject","304",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","05195","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","1319233384","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:02.258+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,11,2,"1965-11-02T00:00:00",NA,"2021-09-08T13:30:02.258+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/359d9ab84-32c4-4b62-9b7c-7196e18ccf4a",NA,"2 Nov 1965","NMNH Extant Biology",NA,"Mammals","1319233384","http://n2t.net/ark:/65665/359d9ab84-32c4-4b62-9b7c-7196e18ccf4a",NA,"Smithsonian Venezuelan Project","372767",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","306",NA,NA,"PhysicalObject","306",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","05199","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","1320898104","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:02.726+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,11,1,"1965-11-01T00:00:00",NA,"2021-09-08T13:30:02.726+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3a3784423-6bcc-4e40-a906-2bdd34c6dee4",NA,"1 Nov 1965","NMNH Extant Biology",NA,"Mammals","1320898104","http://n2t.net/ark:/65665/3a3784423-6bcc-4e40-a906-2bdd34c6dee4",NA,"Smithsonian Venezuelan Project","372768",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,NA,"SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","305",NA,NA,"PhysicalObject","305",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","05200","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","1321455214","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:43.867+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,11,10,"1965-11-10T00:00:00",NA,"2021-09-08T13:28:43.867+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3bc109784-da67-429a-9da3-152d48e0ef67",NA,"10 Nov 1965","NMNH Extant Biology",NA,"Mammals","1321455214","http://n2t.net/ark:/65665/3bc109784-da67-429a-9da3-152d48e0ef67",NA,"Smithsonian Venezuelan Project","372802",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Juvenile","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","314",NA,NA,"PhysicalObject","314",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","05283","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","1321585906","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:31.839+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,11,10,"1965-11-10T00:00:00",NA,"2021-09-08T13:29:31.839+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3c1d85be6-8262-4375-afda-06a2f7368d71",NA,"10 Nov 1965","NMNH Extant Biology",NA,"Mammals","1321585906","http://n2t.net/ark:/65665/3c1d85be6-8262-4375-afda-06a2f7368d71",NA,"Smithsonian Venezuelan Project","372801",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","314",NA,NA,"PhysicalObject","314",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","05282","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","1322737439","Cebus olivaceus Schomburgk, 1848",10.62,-68.4,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:16.991+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"Falcon",1965,11,10,"1965-11-10T00:00:00",NA,"2021-09-08T13:30:16.991+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)",NA,"http://n2t.net/ark:/65665/3f4de118b-ee31-4eec-b54e-a811c0b6def2",NA,"10 Nov 1965","NMNH Extant Biology",NA,"Mammals","1322737439","http://n2t.net/ark:/65665/3f4de118b-ee31-4eec-b54e-a811c0b6def2",NA,"Smithsonian Venezuelan Project","372800",NA,"USNM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,1,"Adult","SOUTH_AMERICA",NA,"Urama, 19 Km NW Urama, Km 40",NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cebidae, Cebinae",NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Venezuela, Falcon","314",NA,NA,"PhysicalObject","314",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","05281","Tropical humid forest","Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","1211791342","Cebus olivaceus Schomburgk, 1848",1.8,-58.266667,"cdround,gass84,incomis,inmafu","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2021-03-28T02:51:39.129+00:00","2021-03-30T12:39:31.456+00:00",132,"ff418020-1d67-11d9-8435-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,NA,"East Berbice-Corentyne",1964,10,29,"1964-10-29T00:00:00","2018-04-04T00:00:00.000+00:00","2021-03-30T12:39:31.456+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GUY","none","none","Guyana","Royal Ontario Museum; ROM","URI:catalog:ROM:Mammals:34246",NA,"19641029","Mammalogy","New River Tributary","Mammals","1211791342","URI:catalog:ROM:Mammals:34246",NA,"Brock, SE","34246",NA,"ROM",NA,NA,NA,NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,"Adult","SOUTH_AMERICA",NA,"New River Tributary",NA,"Animalia; Chordata; Mammalia; Primates; Cebidae; Cebus",NA,NA,NA,NA,NA,NA,"skin; skull",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"9384011e-4d9b-4488-a5dd-5cb67a3c17f7",NA,NA,NA,"South America; Guyana; East Berbice-Corentyne",NA,NA,"en","PhysicalObject",NA,"not-for-profit use only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","FN06728",NA,NA,NA,"ROM data parsed by Susan M. Woodward, 20060919.  ROMM Guyana Upload overwrote MaNIS-07 Upload.  Susan M. Woodward modified to reflect ROM Mammalogy Georeferencing source of coordinates, 20060915.","1990s","Burton K. Lim (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","urn:lsid:biocol.org:col:34909","Not recorded.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
