"","replicate","BSMreplicate","nodeStart","nodeEnd","nodeEndLabel","ageStart","ageEnd","rangeAncestor","rangeStart","rangeEnd","transitionCladog","transitionCladogType","transitionAnag","transitionAnagType","transitionTime","nodeOfInterest","BGBeventTypeClado","BGBeventTypeAnag"
"125",1,1,125,126,"inNode126",13.1,10.45,"ACD","ACD","ACD","ACD -> ACD","subset_sympatry","–","–","–","","subset (s)",""
"126",1,1,126,127,"inNode127",10.45,5.78,"ACD","ACD","ACD","ACD -> ACD","subset_sympatry","–","–","–","","vicariance (v)",""
"127",1,1,127,128,"inNode128",5.78,5.04,"ACD","AD","AD","ACD -> AD","allopatry","–","–","–","","subset (s)",""
"128",1,1,128,129,"inNode129",5.04,1.88,"AD","A","AD","AD -> A","subset_sympatry","A -> AD","dispersal","3.17","","vicariance (v)","d"
"129",1,1,129,130,"inNode130",1.88,1.08,"AD","A","A","AD -> A","allopatry","–","–","–","","sympatry (y)",""
"130",1,1,128,131,"inNode131",5.04,3.98,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"131",1,1,127,132,"inNode132",5.78,4.1,"ACD","C","C","ACD -> C","allopatry","–","–","–","","sympatry (y)",""
"132",1,1,132,133,"inNode133",4.1,1.69,"C","C","CE","C -> C","in_situ_speciation","C -> CE","dispersal","3.74","","subset (s)","d"
"133",1,1,133,134,"inNode134",1.69,1.55,"CE","CE","CE","CE -> CE","subset_sympatry","–","–","–","","subset (s)",""
"134",1,1,134,135,"inNode135",1.55,0.48,"CE","CE","BCE","CE -> CE","subset_sympatry","CE -> BCE","dispersal","1.05","","subset (s)","d"
"135",1,1,125,136,"inNode136",13.1,0.7,"ACD","C","CE","ACD -> C","subset_sympatry","C -> CE","dispersal","12.36","","vicariance (v)","d"
"136",1,1,136,137,"inNode137",0.7,0.34,"CE","C","C","CE -> C","allopatry","–","–","–","","sympatry (y)",""
"137",1,1,124,138,"inNode138",14.4,9.08,"ACD","A","A","ACD -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"138",1,1,138,139,"inNode139",9.08,8.07,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"139",1,1,139,140,"inNode140",8.07,6.65,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","7.48","","vicariance (v)","d"
"140",1,1,140,141,"inNode141",6.65,3.71,"AD","D","D","AD -> D","allopatry","–","–","–","","sympatry (y)",""
"141",1,1,141,142,"inNode142",3.71,1.58,"D","D","D","D -> D","in_situ_speciation","–","–","–","","sympatry (y)",""
"142",1,1,140,143,"inNode143",6.65,1.41,"AD","A","AG","AD -> A","allopatry","A -> AG","dispersal","6.26","","subset (s)","d"
"143",1,1,139,144,"inNode144",8.07,3.76,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"144",1,1,144,145,"inNode145",3.76,1.92,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"145",1,1,138,146,"inNode146",9.08,2.58,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"146",1,1,146,147,"inNode147",2.58,1.98,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"147",1,1,147,148,"inNode148",1.98,1.78,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"148",1,1,122,149,"inNode149",21.35,20.01,"AB","AB","AI","AB -> AB","subset_sympatry","AB -> AI","dispersal_and_extinction","20.8","","vicariance (v)","d"
"149",1,1,149,150,"inNode150",20.01,12.88,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"150",1,1,150,151,"inNode151",12.88,4.96,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"151",1,1,151,152,"inNode152",4.96,2.59,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"152",1,1,152,153,"inNode153",2.59,1.49,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"153",1,1,152,154,"inNode154",2.59,2.13,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"154",1,1,151,155,"inNode155",4.96,3.79,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"155",1,1,155,156,"inNode156",3.79,2.2,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"156",1,1,121,157,"inNode157",22.11,21.57,"AGI","AGI","AGI","AGI -> AGI","subset_sympatry","–","–","–","","subset (s)",""
"157",1,1,157,158,"inNode158",21.57,18.73,"AGI","A","A","AGI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"158",1,1,158,159,"inNode159",18.73,11.77,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"159",1,1,159,160,"inNode160",11.77,5.53,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"160",1,1,160,161,"inNode161",5.53,2.34,"A","A","ABE","A -> A","in_situ_speciation","A -> ABE","dispersal","4.26","","vicariance (v)","d"
"161",1,1,161,162,"inNode162",2.34,0.16,"ABE","AB","ABD","ABE -> AB","allopatry","AB -> ABD","dispersal","1.59","","vicariance (v)","d"
"162",1,1,161,163,"inNode163",2.34,1.72,"ABE","E","CE","ABE -> E","allopatry","E -> CE","dispersal","2.1","","vicariance (v)","d"
"163",1,1,160,164,"inNode164",5.53,1.66,"A","A","ADH","A -> A","in_situ_speciation","A -> ADH","dispersal","5.32","","subset (s)","d"
"164",1,1,164,165,"inNode165",1.66,1.26,"ADH","ADH","ADH","ADH -> ADH","subset_sympatry","–","–","–","","vicariance (v)",""
"165",1,1,158,166,"inNode166",18.73,15.78,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"166",1,1,166,167,"inNode167",15.78,14.01,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"167",1,1,167,168,"inNode168",14.01,12.51,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"168",1,1,168,169,"inNode169",12.51,2.94,"A","A","AF","A -> A","in_situ_speciation","A -> AF","dispersal","11.46","","subset (s)","d"
"169",1,1,169,170,"inNode170",2.94,1.12,"AF","AF","ADF","AF -> AF","subset_sympatry","AF -> ADF","dispersal","1.81","","subset (s)","d"
"170",1,1,170,171,"inNode171",1.12,0.96,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","vicariance (v)",""
"171",1,1,157,172,"inNode172",21.57,21.09,"AGI","AGI","AGI","AGI -> AGI","subset_sympatry","–","–","–","","subset (s)",""
"172",1,1,172,173,"inNode173",21.09,20.93,"AGI","AGI","AGI","AGI -> AGI","subset_sympatry","–","–","–","","vicariance (v)",""
"173",1,1,120,174,"inNode174",23.61,22.27,"AGI","A","AI","AGI -> A","subset_sympatry","A -> AI","dispersal","22.63","","vicariance (v)","d"
"174",1,1,119,175,"inNode175",25.78,16.99,"AGI","A","A","AGI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"175",1,1,175,176,"inNode176",16.99,15.98,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"176",1,1,176,177,"inNode177",15.98,12.51,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"177",1,1,177,178,"inNode178",12.51,5.08,"A","A","ABD","A -> A","in_situ_speciation","A -> ABD","dispersal","12.24","","vicariance (v)","d"
"178",1,1,178,179,"inNode179",5.08,4.68,"ABD","AB","ABG","ABD -> AB","allopatry","AB -> ABG","dispersal","4.84","","subset (s)","d"
"179",1,1,179,180,"inNode180",4.68,3.73,"ABG","ABG","ABG","ABG -> ABG","subset_sympatry","–","–","–","","subset (s)",""
"180",1,1,180,181,"inNode181",3.73,3.19,"ABG","ABG","ABG","ABG -> ABG","subset_sympatry","–","–","–","","vicariance (v)",""
"181",1,1,181,182,"inNode182",3.19,1.44,"ABG","AG","A","ABG -> AG","allopatry","AG -> A","extinction","1.84","","sympatry (y)","e"
"182",1,1,182,183,"inNode183",1.44,0.68,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"183",1,1,183,184,"inNode184",0.68,0.06,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","0.08","","vicariance (v)","d"
"184",1,1,180,185,"inNode185",3.73,2.53,"ABG","B","B","ABG -> B","subset_sympatry","–","–","–","","sympatry (y)",""
"185",1,1,179,186,"inNode186",4.68,2.47,"ABG","G","FG","ABG -> G","subset_sympatry","G -> FG","dispersal","3.81","","subset (s)","d"
"186",1,1,178,187,"inNode187",5.08,1.26,"ABD","D","BDJ","ABD -> D","allopatry","D -> BDJ","dispersal","3.46","","vicariance (v)","d"
"187",1,1,175,188,"inNode188",16.99,12.33,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"188",1,1,188,189,"inNode189",12.33,10.73,"A","A","AG","A -> A","in_situ_speciation","A -> AG","dispersal","11.1","","subset (s)","d"
"189",1,1,189,190,"inNode190",10.73,3.53,"AG","AG","ADG","AG -> AG","subset_sympatry","AG -> ADG","dispersal","7.24","","subset (s)","d"
"190",1,1,190,191,"inNode191",3.53,2.26,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"191",1,1,191,192,"inNode192",2.26,1.78,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"192",1,1,192,193,"inNode193",1.78,1.16,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","vicariance (v)",""
"193",1,1,190,194,"inNode194",3.53,1.56,"ADG","D","AD","ADG -> D","subset_sympatry","D -> AD","dispersal","2.06","","vicariance (v)","d"
"194",1,1,189,195,"inNode195",10.73,7.83,"AG","A","ABC","AG -> A","subset_sympatry","A -> ABC","dispersal","9.61","","subset (s)","d"
"195",1,1,195,196,"inNode196",7.83,1.87,"ABC","C","BC","ABC -> C","subset_sympatry","C -> BC","dispersal","2.91","","vicariance (v)","d"
"196",1,1,196,197,"inNode197",1.87,1.76,"BC","C","C","BC -> C","allopatry","–","–","–","","sympatry (y)",""
"197",1,1,195,198,"inNode198",7.83,0.6,"ABC","ABC","A","ABC -> ABC","subset_sympatry","ABC -> A","extinction","5.19","","sympatry (y)","e"
"198",1,1,118,199,"inNode199",26.83,26.43,"AGI","A","A","AGI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"199",1,1,199,200,"inNode200",26.43,22.52,"A","A","AI","A -> A","in_situ_speciation","A -> AI","dispersal","25.81","","subset (s)","d"
"200",1,1,200,201,"inNode201",22.52,21.56,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"201",1,1,201,202,"inNode202",21.56,20.01,"AI","I","I","AI -> I","allopatry","–","–","–","","sympatry (y)",""
"202",1,1,202,203,"inNode203",20.01,17.29,"I","I","AI","I -> I","in_situ_speciation","I -> AI","dispersal","19.49","","subset (s)","d"
"203",1,1,203,204,"inNode204",17.29,16.43,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"204",1,1,204,205,"inNode205",16.43,14.24,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"205",1,1,205,206,"inNode206",14.24,6.5,"A","A","ADH","A -> A","in_situ_speciation","A -> ADH","dispersal","7.95","","vicariance (v)","d"
"206",1,1,206,207,"inNode207",6.5,3.9,"ADH","A","A","ADH -> A","allopatry","–","–","–","","sympatry (y)",""
"207",1,1,207,208,"inNode208",3.9,1.3,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","2.11","","vicariance (v)","d"
"208",1,1,206,209,"inNode209",6.5,1.64,"ADH","DH","D","ADH -> DH","allopatry","DH -> D","extinction","1.75","","sympatry (y)","e"
