"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","projectId","sex","lifeStage","elevation","elevationAccuracy","continent","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","institutionID","county","locality","language","type","preparations","disposition","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","accessRights","collectionID","programmeAcronym","eventID","habitat","verbatimSRS","samplingEffort","municipality","verbatimCoordinateSystem","fieldNumber","verbatimElevation","identificationRemarks","individualCount","georeferencedBy","eventRemarks","datasetID","higherClassification","previousIdentifications","footprintWKT","parentEventID","locationAccordingTo","locationRemarks","fieldNotes","recordNumber","identifiedByIDs.type","identifiedByIDs.value","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","collectionKey","recordedByIDs.type","recordedByIDs.value","georeferenceRemarks","taxonRemarks","locationID","ownerInstitutionCode","institutionKey","dynamicProperties","identificationVerificationStatus","georeferencedDate","nomenclaturalCode","georeferenceProtocol","organismID","identificationQualifier","georeferenceSources","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","originalNameUsage","verbatimTaxonRank","higherGeographyID","bibliographicCitation","download"
"Aotus lemurinus","2985654326","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.332+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.332+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:348-307",NA,NA,NA,NA,NA,"FCP","2985654326","FUCEP:145:348-307",NA,NA,"348-307",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654327","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.333+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.333+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:602-015",NA,NA,NA,NA,NA,"FCP","2985654327","FUCEP:145:602-015",NA,NA,"602-015",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654328","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.334+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.334+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:368-801",NA,NA,NA,NA,NA,"FCP","2985654328","FUCEP:145:368-801",NA,NA,"368-801",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654329","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.334+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.334+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:348-114",NA,NA,NA,NA,NA,"FCP","2985654329","FUCEP:145:348-114",NA,NA,"348-114",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654330","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.335+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.335+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:356-594",NA,NA,NA,NA,NA,"FCP","2985654330","FUCEP:145:356-594",NA,NA,"356-594",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654331","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.336+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.336+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:376-604",NA,NA,NA,NA,NA,"FCP","2985654331","FUCEP:145:376-604",NA,NA,"376-604",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654332","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.340+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.340+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:348-078",NA,NA,NA,NA,NA,"FCP","2985654332","FUCEP:145:348-078",NA,NA,"348-078",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654333","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.341+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.341+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:825-775",NA,NA,NA,NA,NA,"FCP","2985654333","FUCEP:145:825-775",NA,NA,"825-775",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654334","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.342+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.342+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:346-541",NA,NA,NA,NA,NA,"FCP","2985654334","FUCEP:145:346-541",NA,NA,"346-541",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654335","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.344+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.344+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:365-357",NA,NA,NA,NA,NA,"FCP","2985654335","FUCEP:145:365-357",NA,NA,"365-357",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654336","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.345+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.345+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:344-088",NA,NA,NA,NA,NA,"FCP","2985654336","FUCEP:145:344-088",NA,NA,"344-088",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654337","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.346+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.346+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:379-300",NA,NA,NA,NA,NA,"FCP","2985654337","FUCEP:145:379-300",NA,NA,"379-300",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654338","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.347+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.347+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:340-823",NA,NA,NA,NA,NA,"FCP","2985654338","FUCEP:145:340-823",NA,NA,"340-823",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2985654339","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.598139,-75.281333,"colmafu,inmano","f47a39b7-84de-40b4-ae45-2cb4b33ade63","17f4782d-46d3-43df-bfb1-e190f972073a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-25T19:33:41.730+00:00","2021-03-30T13:15:20.348+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","LIVING_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Sucre",2002,1,1,"2002-01-01T00:00:00",NA,"2021-03-30T13:15:20.348+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FUCEP:145:372-332",NA,NA,NA,NA,NA,"FCP","2985654339","FUCEP:145:372-332",NA,NA,"372-332",NA,"Fundación Centro de Primates - FCP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,25,NA,NA,NA,NA,NA,"800.125.073-7","San Marcos",NA,NA,"Objeto físico",NA,NA,NA,NA,"Cebo",NA,"RNC:145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75da0e0a-5187-48d8-9b8e-fd9c5c41832f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
