"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","projectId","sex","lifeStage","elevation","elevationAccuracy","continent","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","institutionID","county","locality","language","type","preparations","disposition","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","accessRights","collectionID","programmeAcronym","eventID","habitat","verbatimSRS","samplingEffort","municipality","verbatimCoordinateSystem","fieldNumber","verbatimElevation","identificationRemarks","individualCount","georeferencedBy","eventRemarks","datasetID","higherClassification","previousIdentifications","footprintWKT","parentEventID","locationAccordingTo","locationRemarks","fieldNotes","recordNumber","identifiedByIDs.type","identifiedByIDs.value","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","collectionKey","recordedByIDs.type","recordedByIDs.value","georeferenceRemarks","taxonRemarks","locationID","ownerInstitutionCode","institutionKey","dynamicProperties","identificationVerificationStatus","georeferencedDate","nomenclaturalCode","georeferenceProtocol","organismID","identificationQualifier","georeferenceSources","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","originalNameUsage","verbatimTaxonRank","higherGeographyID","bibliographicCitation","download"
"Aotus lemurinus","2818857489","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.362733,-75.71263,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:06:19.294+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU","2020-07-16T01:11:24",31407,"Quindío",2016,7,31,"2016-07-31T09:40:00","2020-07-16T13:03:58.000+00:00","2021-09-08T00:06:19.294+00:00","https://www.inaturalist.org/observations/53213381","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none",NA,"Colombia","patriciass","53213381","patriciass","Coordinate uncertainty increased to 31407m to protect threatened taxon","2016/07/31 9:40 AM -0500","iNaturalist research-grade observations","Colombia","Observations","2818857489","https://www.inaturalist.org/observations/53213381","43417","patriciass","53213381","https://www.inaturalist.org/observations/53213381","iNaturalist","© patriciass some rights reserved","14:40:00Z","Yemay Toro López","117373133","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0001-9257-5925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2422214440","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",5.059061,-75.523569,"cdround","1a58ec89-e5d4-4b2b-9ed3-1c8b5f70f4fc","f7f9717e-9e50-4a00-a30f-7b134390a566","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-05-14T17:50:08.572+00:00","2021-05-14T17:50:11.808+00:00",173,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Caldas",2016,12,31,"2016-12-31T00:00:00",NA,"2021-05-14T17:50:11.808+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","Universidad de Caldas","MHNUCA:Mammal:1503",NA,NA,"12/31/2016","Colección de Vertebrados e Invertebrados",NA,"MHN-UCa","2422214440","MHNUCA:Mammal:1503",NA,"Sebastian Bustamante","MHNUCA:Mammal:1503",NA,"Universidad de Caldas (UCaldas)",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,"Universidad de Caldas","MALE",NA,2029,0,"SOUTH_AMERICA",1,"Individuo","1","890.801.063-0","Manizales","Barrio Nogales","es","Objeto físico","Piel I Cráneo","En colección",NA,"Individuo",NA,"Solo para uso académico","RNC:086",NA,NA,NA,NA,NA,NA,"Grados, minutos, segundos",NA,"2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIP01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1316534459","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",3.465523,-76.181834,"cdround,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.216+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU","2015-05-15T00:00:00",5,"Valle del Cauca",2015,4,27,"2015-04-27T00:00:00",NA,"2021-03-09T12:28:33.216+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"PANTHERA:MLF-Primates:valle2015.1",NA,NA,NA,NA,NA,"MLF-Primates","1316534459","PANTHERA:MLF-Primates:valle2015.1",NA,"Manuel L Fonseca","valle2015.1",NA,"PANTHERA",NA,"9:00:00","Manuel L Fonseca",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"900305399-8","Pradera","Reserva Natural Nirvana","es","Evento",NA,NA,"mico nocturno, marteja",NA,"Observación ad hoc",NA,NA,NA,NA,"Bosque Secundario",NA,"-","La Buitrera",NA,NA,NA,NA,3,"Manuel L Fonseca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1705719729","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",6.932186,-76.973044,"cdround,colmano,inmano","3ef2f45d-6292-4b2b-be3b-75933dec5a6b","e1050db2-9faf-4d72-b860-295debaf9d2a","2ec3e654-1407-4d5b-aa68-19e9c82b57a6","CO","DWC_ARCHIVE","2021-02-26T19:31:56.538+00:00","2021-03-09T11:36:32.239+00:00",86,"e1050db2-9faf-4d72-b860-295debaf9d2a","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Chocó",2015,7,5,"2015-07-05T00:00:00","2018-04-14T00:00:00.000+00:00","2021-03-09T11:36:32.239+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"IIAP_LagMontaño_Mamma_11",NA,NA,"2015-07-05/2015-07-09",NA,"Margen izquierda del brazo de Montaño del rio Atrato",NA,"1705719729","IIAP_LagMontaño_Mamma_11",NA,"Bonilla-U. N.",NA,NA,"IIAP",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,10,0,"SOUTH_AMERICA",2,"Individuos","2","818000156-8","Carmen del Darién",NA,"es","Evento",NA,NA,"Marteja","Individuos","Búsqueda de individuos y rastros",NA,NA,NA,NA,"Humedal",NA,NA,NA,"grados minutos segundos",NA,"10",NA,NA,NA,NA,NA,"Animalia | Chordata | Mammalia | Primates |  Aotidae | Aotus","Aotus lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,"SA | Colombia | Chocó | Carmen del Darién","190","Requiere verificación","186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1639428146","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",3.346214,-76.605444,"cdround,osiic,colmafu,inmano","11bca344-8615-4dc9-b85c-8ee96a74c798","acdeb4a9-78c7-423b-bb21-fb5c4e515854","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-04T03:17:34.860+00:00","2021-03-09T11:45:59.521+00:00",150,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,8,28,"2015-08-28T00:00:00",NA,"2021-03-09T11:45:59.521+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","Corporación para la Gestión Ambiental Biodiversa","BIODIVERSA:ECO_PANCE:2015:MAMIF090_050",NA,NA,NA,NA,NA,"Mamiferos","1639428146","BIODIVERSA:ECO_PANCE:2015:MAMIF090_050",NA,"Andrea Borrero | Alex Cortes","MAMIF090_050",NA,"900425123-7",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"900425123-7","Cali","Corregimiento Pance, cuenca río Pance, Parcelacion Chorro de Plata","es","Evento",NA,NA,"Mico nocturno o marteja",NA,"Registro Visual","Solo para uso no comercial",NA,NA,NA,NA,NA,NA,NA,"Grados, minutos, segundos",NA,"1414 m",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dfcfc1a4-6201-46f1-872d-0f6bec5cf0ba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","2563491904","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",5.730187,-75.811723,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:19:53.688+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU","2020-01-17T11:52:01",31373,"Antioquia",2015,8,12,"2015-08-12T01:45:00","2020-01-17T17:02:14.000+00:00","2021-09-08T00:19:53.688+00:00","https://www.inaturalist.org/observations/37677669","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","douglasknapp","37677669","douglasknapp","Coordinate uncertainty increased to 31373m to protect threatened taxon","2015/08/12 1:45 AM HST","iNaturalist research-grade observations","Colombia","Observations","2563491904","https://www.inaturalist.org/observations/37677669","43417","douglasknapp","37677669","https://www.inaturalist.org/observations/37677669","iNaturalist","© douglasknapp some rights reserved","11:45:00Z","douglasknapp","83976979","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","In solo individuo en Myrcia antioquensis con frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1639428142","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",3.347617,-76.571925,"cdround,osiic,colmafu,inmano","11bca344-8615-4dc9-b85c-8ee96a74c798","acdeb4a9-78c7-423b-bb21-fb5c4e515854","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-04T03:17:34.860+00:00","2021-03-09T11:45:59.434+00:00",150,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,9,8,"2015-09-08T00:00:00",NA,"2021-03-09T11:45:59.434+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","Corporación para la Gestión Ambiental Biodiversa","BIODIVERSA:ECO_PANCE:2015:MAMIF090_048",NA,NA,NA,NA,NA,"Mamiferos","1639428142","BIODIVERSA:ECO_PANCE:2015:MAMIF090_048",NA,"Andrea Borrero | Alex Cortes","MAMIF090_048",NA,"900425123-7",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"900425123-7","Cali","Corregimiento Pance, cuenca río Pance, Ecoparque Río Pance","es","Evento",NA,NA,"Mico nocturno o marteja",NA,"Registro Visual","Solo para uso no comercial",NA,NA,NA,NA,NA,NA,NA,"Grados, minutos, segundos",NA,"1189 m",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dfcfc1a4-6201-46f1-872d-0f6bec5cf0ba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1316534474","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",5.087222,-75.497861,"cdround,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.226+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU","2015-12-12T00:00:00",5,"Caldas",2015,12,12,"2015-12-12T00:00:00",NA,"2021-03-09T12:28:33.226+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"SIPCE:SIPCE :ML2",NA,NA,NA,NA,NA,"SIPCE","1316534474","SIPCE:SIPCE :ML2",NA,"Sebastián Bustamante Manrique | Andres Link Ospina | Vanessa Bustamante Manrique | Nicolás Botero Henao | Jhonatan Londoño Suárez | Andrea C. de Greiff | Jenny P. Rivera | M. Silvana Cárdenas Ortega | Juan F.Cataudela | Alejandra M. Patiño","ML2",NA,"SIPCE",NA,"21:50:00","Sebastián Bustamante Manrique ;Andres Link Ospina; Vanessa Bustamante Manrique; Nicolás Botero Henao ; Jhonatan Londoño Suárez; Andrea C. de Greiff; Jenny P. Rivera; M. Silvana Cárdenas Ortega; Juan F.Cataudela; Alejandra M. Patiño",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,"Unknown",2125.5,168.5,"SOUTH_AMERICA",NA,NA,NA,"890801063-0","Manizales","Reserva natural Monteleón","es","Evento",NA,NA,"Mono nocturno andino",NA,"Observación ad hoc",NA,NA,NA,NA,"Bosque de niebla",NA,NA,"Manizales",NA,NA,NA,NA,3,"Sebastian Bustamante Manrique.",NA,NA,NA,NA,NA,NA,NA,"Cerca a un pinar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1986456174","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.20356,-76.4236,"colmano,inmano","b538fc74-76ff-4dbe-b9eb-8b2c341fe731","005015df-170c-4f12-8e01-19877f1deba8","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-02-26T11:22:48.523+00:00","2021-03-09T10:53:00.636+00:00",34,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,NA,NA,"2015-01-01T00:00:00",NA,"2021-03-09T10:53:00.636+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FEDENA:Mamiferos:Mamiferos-102",NA,NA,NA,NA,"Trujillo-Venecia-La Devora- Reserva Natural de la Sociedad Civil Las Nieves",NA,"1986456174","FEDENA:Mamiferos:Mamiferos-102",NA,"Jhonatan Granobles Cardona",NA,NA,"Fundación Ecológica Fedena (FEDENA)",NA,NA,"Jhonatan Granobles Cardona",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"8903999010-6","Trujillo","La Devora, Reserva Natural de la Sociedad Civil Las Nieves","es","Evento",NA,NA,"Marteja",NA,NA,NA,NA,NA,NA,"Bosque Secundario",NA,NA,"Venecia",NA,NA,NA,NA,NA,"Wilfredo Aranzazu",NA,NA,NA,"Aotus lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1986456191","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.23017,-76.39789,"colmano,inmano","b538fc74-76ff-4dbe-b9eb-8b2c341fe731","005015df-170c-4f12-8e01-19877f1deba8","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-02-26T11:22:48.523+00:00","2021-03-09T10:53:00.611+00:00",34,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,NA,NA,"2015-01-01T00:00:00",NA,"2021-03-09T10:53:00.611+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FEDENA:Mamiferos:Mamiferos-180",NA,NA,NA,NA,"Trujillo-La Sonora-Reserva Natural de la Sociedad Civil Villa Stella",NA,"1986456191","FEDENA:Mamiferos:Mamiferos-180",NA,"Jhonatan Granobles Cardona",NA,NA,"Fundación Ecológica Fedena (FEDENA)",NA,NA,"Jhonatan Granobles Cardona",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"8903999010-6","Trujillo","La Sonora, Reserva Natural de la Sociedad Civil Villa Stella","es","Evento",NA,NA,"Marteja",NA,NA,NA,NA,NA,NA,"Agroecosistema Cafetero",NA,NA,"La Sonora",NA,NA,NA,NA,NA,"Wilfredo Aranzazu",NA,NA,NA,"Aotus lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1986456261","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.173275,-76.398263,"colmano,inmano","b538fc74-76ff-4dbe-b9eb-8b2c341fe731","005015df-170c-4f12-8e01-19877f1deba8","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-02-26T11:22:48.523+00:00","2021-03-09T10:53:00.646+00:00",34,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,NA,NA,"2015-01-01T00:00:00",NA,"2021-03-09T10:53:00.646+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FEDENA:Mamiferos:Mamiferos-157",NA,NA,NA,NA,"Trujillo-Andinapolis-La Arauca-Reserva Natural de la Sociedad Civil El Silencio",NA,"1986456261","FEDENA:Mamiferos:Mamiferos-157",NA,"Jhonatan Granobles Cardona",NA,NA,"Fundación Ecológica Fedena (FEDENA)",NA,NA,"Jhonatan Granobles Cardona",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"8903999010-6","Trujillo","La Arauca, Reserva Natural de la Sociedad Civil El Silencio","es","Evento",NA,NA,"Marteja",NA,NA,NA,NA,NA,NA,"Bosque Secundario",NA,NA,"Andinápolis",NA,NA,NA,NA,NA,"Wilfredo Aranzazu",NA,NA,NA,"Aotus lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1986456262","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.012796,-76.498199,"colmano,inmano","b538fc74-76ff-4dbe-b9eb-8b2c341fe731","005015df-170c-4f12-8e01-19877f1deba8","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-02-26T11:22:48.523+00:00","2021-03-09T10:53:00.644+00:00",34,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Valle del Cauca",2015,NA,NA,"2015-01-01T00:00:00",NA,"2021-03-09T10:53:00.644+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FEDENA:Mamiferos:Mamiferos-219",NA,NA,NA,NA,"Darién-Cristalina Alta-Reserva Natural de la Sociedad Civil La Palmera",NA,"1986456262","FEDENA:Mamiferos:Mamiferos-219",NA,"Jhonatan Granobles Cardona",NA,NA,"Fundación Ecológica Fedena (FEDENA)",NA,NA,"Jhonatan Granobles Cardona",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"8903999010-6","Calima","Cristalina Alta, Reserva Natural de la Sociedad Civil La Palmera","es","Evento",NA,NA,"Marteja",NA,NA,NA,NA,NA,NA,"Bosque Secundario",NA,NA,"Darién",NA,NA,NA,NA,NA,"Wilfredo Aranzazu",NA,NA,NA,"Aotus lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
