"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","establishmentMeans","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","institutionKey","collectionKey","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","institutionID","nomenclaturalCode","verbatimEventDate","higherGeography","endDayOfYear","georeferenceVerificationStatus","locality","verbatimLocality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","vernacularName","institutionCode","rights","startDayOfYear","occurrenceRemarks","accessRights","behavior","name","individualCount","sex","dateIdentified","coordinateUncertaintyInMeters","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","eventTime","identificationRemarks","identifiedBy","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","collectionID","higherClassification","georeferenceSources","elevation","rightsHolder","higherGeographyID","locationRemarks","georeferenceRemarks","disposition","ownerInstitutionCode","county","fieldNumber","lifeStage","waterBody","habitat","datasetName","elevationAccuracy","eventRemarks","bibliographicCitation","eventID","locationID","identificationID","originalNameUsage","verbatimTaxonRank","recordedByIDs.type","recordedByIDs.value","nameAccordingTo","projectId","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","associatedReferences","taxonID","taxonConceptID","lithostratigraphicTerms","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","datasetID","parentNameUsage","download"
"Aotus trivirgatus","735672920","Aotus trivirgatus (Humboldt, 1811)",34.419444,-119.663056,"cdround,colmafu","75018539-6328-41de-b875-7c2e61dc1635","78678140-1815-11da-9544-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-28T06:54:30.131+00:00","2021-03-30T11:01:28.242+00:00",129,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT","NATIVE",5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","NORTH_AMERICA","California",1978,1,18,"1978-01-18T00:00:00","2014-10-10T00:00:00.000+00:00","2021-03-30T11:01:28.242+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","e329699d-6a66-4a0b-bd6a-8089f2eb2aa1","9c963d06-c0ae-42b7-935e-504bd59fd7de",FALSE,"WGS84","Mammalia","US","none","none","United States of America","urn:catalog:SBMNH:MAM:1450","urn:lsid:biocol.org:col:34834","ICZN",NA,"North America;United States;California;Santa Barbara County;;;;","18","requires verification","Santa Barbara; Childs Estate","North America; United States; California; Santa Barbara County; ; ; ;","en","MAM","735672920","urn:catalog:SBMNH:MAM:1450","PhysicalObject",NA,"1450",NA,"SBMNH",NA,"18",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia:Chordata:Mammalia:Primates:Cebidae:Aotus",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1147061863","Aotus trivirgatus (Humboldt, 1811)",-12.5,-69,"colmafu,inmafu","7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1","e2e717bf-551a-4917-bdc9-4fa0f342c530","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-03T18:23:04.512+00:00","2021-03-09T21:28:09.072+00:00",143,"2053a639-84c3-4be5-b8bc-96b6d88a976c","MACHINE_OBSERVATION","PRESENT","NATIVE",5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Madre de Dios",1977,6,25,"1977-06-25T00:00:00","2015-11-04T00:00:00.000+00:00","2021-03-09T21:28:09.072+00:00","http://macaulaylibrary.org/audio/11497","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","8d313059-3f5e-411e-b176-6553050ff8c6","ee382c8a-0a71-492b-a9fa-5e383ae0ec56",FALSE,"WGS84","Mammalia","PE","none","none","Peru","24abdcb5-576f-469c-bd0c-b34f0955f5d9","urn:lsid:biocol.org:col:34939","ICZN","25-Jun-1977","| Peru | Madre de Dios |  |  |  |  |","176","requires verification","Puerto Maldonado; Tambopata Reserve","Peru | Madre de Dios | Puerto Maldonado; Tambopata Reserve","en","ML","1147061863","24abdcb5-576f-469c-bd0c-b34f0955f5d9","Sound","Theodore A Parker, III","11497","northern night monkey","CLO","http://creativecommons.org/publicdomain/zero/1.0","176","NOTES: Number/Sex of Animals: 3 adults, male and female;","http://vertnet.org/resources/norms.html",NA,"Aotus trivirgatus (Humboldt, 1811)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","45849738","Aotus trivirgatus (Humboldt, 1811)",-4.417,-78.175,"incomis","847e2306-f762-11e1-a439-00145eb45e9a","c361e830-181e-11da-9544-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-29T02:25:52.861+00:00","2021-03-30T11:31:24.890+00:00",110,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT","NATIVE",5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1977,8,12,"1977-08-12T00:00:00",NA,"2021-03-30T11:31:24.890+00:00","http://portal.vertnet.org/o/lsumz/mammals?id=22693","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","07bba8b3-fc1d-4983-b9de-39c13d9d1232",NA,FALSE,"WGS84","Mammalia","PE","none","none","Peru","urn:catalog:LSUMZ:Mammals:22693","http://grbio.org/cool/ew6z-dwdm","ICZN","1977-08-12","South America | Peru | Amazonas Department |  |  |  |  |","224","requires verification","Pagáat, Rio Cenepa","South America | Peru | Amazonas Department | Pagáat, Rio Cenepa","en","Mammals","45849738","urn:catalog:LSUMZ:Mammals:22693","PhysicalObject","Patton, J. L.","22693",NA,"LSUMZ",NA,"224",NA,"http://vertnet.org/resources/norms.html",NA,"Aotus trivirgatus (Humboldt, 1811)",NA,NA,NA,NA,NA,NA,NA,"Skin-1, Skull-1",NA,NA,NA,"2003-11-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia | Chordata | Mammalia | Primates | Cebidae | Aotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1145325430","Aotus trivirgatus (Humboldt, 1811)",35.0869604051458,-106.619233790173,"cdrep,cdround,cdumi,osiic,incomis,inmafu","b15d4952-7d20-46f1-8a3e-556a512b04c5","939ed180-aa7b-11db-8edf-b8a03c50a862",NA,"a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-24T00:50:00.056+00:00","2021-08-24T00:57:56.206+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","NORTH_AMERICA","New Mexico",1976,10,7,"1976-10-07T00:00:00","2021-07-17T16:24:58.534+00:00","2021-08-24T00:57:56.206+00:00","http://arctos.database.museum/guid/MSB:Mamm:38130","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","8827b228-5892-444f-9ce9-f1e1d97ed133",NA,FALSE,"WGS84","Mammalia","US","none","none","United States of America","http://arctos.database.museum/guid/MSB:Mamm:38130?seid=937346","MSB","ICZN","07-Oct-1976","North America, United States, New Mexico, Bernalillo County","281","unverified","MALARIA PROJECT COLONY UNM","MALARIA PROJECT COLONY UNM","en","Mammal specimens","1145325430","http://arctos.database.museum/guid/MSB:Mamm:38130?seid=937346","PhysicalObject","Collector(s): David J. Hafner","MSB:Mamm:38130",NA,"MSB",NA,NA,"NATURE: ALCOHLIC FETUS","http://vertnet.org/resources/norms.html",NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,"2005-02-15T00:00:00",NA,"sex=unknown","unknown","Dusty J. Wells","whole organism","1976-10-07","Former nature_of_id: legacy.","unknown","2002-10-03 00:00:00",NA,"Dusty J. Wells","not recorded","decimal degrees",NA,"http://arctos.database.museum/guid/MSB:Mamm:38130","[{\"scientific_name\":\"Aotus trivirgatus\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"2005-02-15\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"unknown\",\"concept_label\":null}]","A","14","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotus,","USGS Map",NA,NA,NA,NA,NA,NA,NA,"Bernalillo County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1919830453","Aotus trivirgatus (Humboldt, 1811)",-1,-74,"gass84,colmano,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862",NA,"60277b56-f762-11e1-a439-00145eb45e9a","GB","DWC_ARCHIVE","2021-09-07T15:45:13.377+00:00","2021-09-07T16:22:40.614+00:00",247,"19456090-b49a-11d8-abeb-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1975,NA,NA,"1975-01-01T00:00:00",NA,"2021-09-07T16:22:40.614+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e",NA,FALSE,"WGS84","Mammalia","CO","none","none","Colombia","4087132",NA,NA,NA,"South America; Colombia; Amazonas; El Encanto",NA,NA,"San Jose del Encanto, L. bank of R.  Caraparana",NA,NA,"ZOO","1919830453","b9f3936d-8ca2-49a9-8edc-07d3cbab3c9c",NA,"Hereward Hill","1976.543",NA,"NHMUK",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,"{\"determinationfiledas\": \"Yes\", \"gbifissue\": [\"GEODETIC_DATUM_ASSUMED_WGS84\"], \"created\": 1180346525000, \"donorname\": \"Hill, Hereward (191 Mortlake Rd Richmond)\", \"gbifid\": 1919830453, \"determinationnames\": \"Aotus trivirgatus Humboldt, 1811\", \"subdepartment\": \"LS Mammals\", \"registrationcode\": \"MA\"}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087132",NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Aotidae",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"Adult","Caraparana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1919830575","Aotus trivirgatus (Humboldt, 1811)",-1,-74,"gass84,colmano,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862",NA,"60277b56-f762-11e1-a439-00145eb45e9a","GB","DWC_ARCHIVE","2021-09-07T15:45:13.377+00:00","2021-09-07T16:23:02.805+00:00",247,"19456090-b49a-11d8-abeb-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1975,NA,NA,"1975-01-01T00:00:00",NA,"2021-09-07T16:23:02.805+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e",NA,FALSE,"WGS84","Mammalia","CO","none","none","Colombia","4087135",NA,NA,NA,"South America; Colombia; Amazonas; El Encanto",NA,NA,"San Jose del Encanto, L. bank of R.  Caraparana",NA,NA,"ZOO","1919830575","0cbef0ba-5f25-4865-a86a-f0312e1ef5df",NA,"Hereward Hill","1976.544",NA,"NHMUK",NA,NA,NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,"{\"determinationfiledas\": \"Yes\", \"gbifissue\": [\"GEODETIC_DATUM_ASSUMED_WGS84\"], \"created\": 1180346526000, \"donorname\": \"Hill, Hereward (191 Mortlake Rd Richmond)\", \"gbifid\": 1919830575, \"determinationnames\": \"Aotus trivirgatus Humboldt, 1811\", \"subdepartment\": \"LS Mammals\", \"registrationcode\": \"MA\"}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087135",NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Aotidae",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"Adult","Caraparana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","919428225","Aotus trivirgatus (Humboldt, 1811)",8.88333,-79.78333,"txmathi","22a66350-7947-4a49-84a3-39c7c1b0881f","311e2740-f15a-11d8-b22f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-28T02:25:02.699+00:00","2021-03-30T09:54:53.023+00:00",127,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT","NATIVE",5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","NORTH_AMERICA","Panama Province",1973,2,12,"1973-02-12T00:00:00","2015-04-09T00:00:00.000+00:00","2021-03-30T09:54:53.023+00:00","http://portal.vertnet.org/o/msu/mr?id=mr-22865","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","d207ceed-42b6-4765-84e0-2b5e958a5c3e","b947a3e0-3920-4b26-a0b2-1004446a57c0",FALSE,"WGS84","Mammalia","PA","none","none","Panama","urn:catalog:MSU:MR:MR.22865","http://grbio.org/cool/53w1-8r3k","ICZN",NA,"Central America | Panama | Panama Province |  |  |  |  |","43","requires verification","Distrito de Chorrera","Central America | Panama | Panama Province | Distrito de Chorrera","en","MR","919428225","urn:catalog:MSU:MR:MR.22865","PhysicalObject","G. M. L.","MR.22865",NA,"MSU",NA,"43",NA,"http://vertnet.org/resources/norms.html",NA,"Aotus trivirgatus (Humboldt, 1811)",NA,"FEMALE",NA,22600,NA,NA,NA,"skull, skin",NA,NA,NA,NA,"4",NA,"VertNet Georeferencing Guidelines","decimal degrees",NA,NA,NA,NA,"http://grbio.org/cool/qxfg-723q","Animalia | Chordata | Mammalia | Primates | Cebidae | Aotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","919434618","Aotus trivirgatus (Humboldt, 1811)",4,-72,"gass84,gdativ,txmathi","22a66350-7947-4a49-84a3-39c7c1b0881f","311e2740-f15a-11d8-b22f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-28T02:25:02.699+00:00","2021-03-30T09:54:54.548+00:00",127,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT","NATIVE",5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA",NA,1973,7,17,"1973-07-17T00:00:00","2015-04-09T00:00:00.000+00:00","2021-03-30T09:54:54.548+00:00","http://portal.vertnet.org/o/msu/mr?id=mr-22866","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","d207ceed-42b6-4765-84e0-2b5e958a5c3e","b947a3e0-3920-4b26-a0b2-1004446a57c0",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","urn:catalog:MSU:MR:MR.22866","http://grbio.org/cool/53w1-8r3k","ICZN",NA,"South America | Colombia |  |  |  |  |  |","198","requires verification","unspecified","South America | Colombia | unspecified","en","MR","919434618","urn:catalog:MSU:MR:MR.22866","PhysicalObject","G. M. L.","MR.22866",NA,"MSU",NA,"198",NA,"http://vertnet.org/resources/norms.html",NA,"Aotus trivirgatus (Humboldt, 1811)",NA,"MALE",NA,2006720,NA,NA,NA,"skeleton | skin",NA,NA,NA,NA,"64",NA,"VertNet Georeferencing Guidelines","degrees minutes seconds",NA,NA,NA,NA,"http://grbio.org/cool/qxfg-723q","Animalia | Chordata | Mammalia | Primates | Cebidae | Aotus",NA,NA,NA,NA,NA,"Confirmed by the Atlas de Colombia, Instituto Geografico Agustin Codazzi, 1977. Datum Bogota Observatory. Georeferenced based upon a centroid, Republic of Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1319007460","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:22.520+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,2,10,"1968-02-10T00:00:00",NA,"2021-09-08T13:29:22.520+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VE","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/34fd6cf1a-c3f3-4d0b-a9c3-e57f2577f8bf","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Feb 1968","South America, Venezuela, Tachira","41",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1319007460","http://n2t.net/ark:/65665/34fd6cf1a-c3f3-4d0b-a9c3-e57f2577f8bf","PhysicalObject","Smithsonian Venezuelan Project","443734",NA,"USNM",NA,"41",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"22206",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1321922562","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:07.128+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,2,10,"1968-02-10T00:00:00",NA,"2021-09-08T13:30:07.128+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VE","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3d0cbb46f-0757-446c-95fe-46c198c4cb9e","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Feb 1968","South America, Venezuela, Tachira","41",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1321922562","http://n2t.net/ark:/65665/3d0cbb46f-0757-446c-95fe-46c198c4cb9e","PhysicalObject","Smithsonian Venezuelan Project","443733",NA,"USNM",NA,"41",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"22205",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus trivirgatus","1317342399","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:54.012+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,4,"1968-03-04T00:00:00",NA,"2021-09-08T13:29:54.012+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VE","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3062fae9c-42b9-4ec6-b0bd-39b39f97b4da","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"4 Mar 1968","South America, Venezuela, Zulia","64",NA,"El Rosario, 48 Km WNW Encontrados",NA,NA,"Mammals","1317342399","http://n2t.net/ark:/65665/3062fae9c-42b9-4ec6-b0bd-39b39f97b4da","PhysicalObject","Smithsonian Venezuelan Project","443604",NA,"USNM",NA,"64",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41330",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,54,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
