"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","sex","occurrenceRemarks","year","month","day","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","preparationType","individualCount","coordinatePrecision","geoFlag","scientificNameAuthorship","previousCatalogNumber","typeStatus","relationshipType"
"282","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","813","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena; Rio Gregório","-70.7656021118164","-8.16139030456543",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Tarauacá","0.0","0.0",NA,NA,"171116","auto",NA,NA,NA,NA
"283","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8343","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringais Macuripe e Nova Vida","-68.5044021606445","-10.6517000198364",NA,"Artigo: Malária simiana no Estado do Acre, Brasil: Encontro de macacos zogue-zogue, Callicebus moloch cupreus, infetados com Plasmodium brasilianum - Ferreira Neto J.A.- Deane L.M. - Almeida F.B. 1972",NA,NA,NA,NA,NA,"Xapuri","0.0","0.0",NA,NA,"103965","auto",NA,NA,NA,NA
"284","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7719","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Morada Nova","-38.2672222222222","-10.5758333333333",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-38.2672222222222","-10.5758333333333",NA,NA,NA,NA,NA,NA,NA,NA
"285","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8546","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Floresta Estadual do Antimary; Rio Antimari","-68.0333333333333","-9.53333333333333",NA,"Artigo: Conteúdos estomacais de Alouatta seniculus (Primates: Atelidae) no Acre, Brasil - Diógenes M.B. - Calouro A.M. 2004",NA,NA,NA,NA,NA,"Bujari","-68.0333333333333","-9.53333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"286","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","3955","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.7744444444444","-7.45888888888889",NA,"Artigo : Riqueza de mamíferos de grande e médio porte do Parque Nacional da Serra do Divisor (Acre, Brasil) - Calouro A.M. 1999",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.7744444444444","-7.45888888888889",NA,NA,NA,NA,NA,NA,NA,NA
"287","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","406","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.7013888888889","-7.50611111111111",NA,"Livro: The status of conservation areas in the Brasilian Amazon - Rylands A.B. 1991",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.7013888888889","-7.50611111111111",NA,NA,NA,NA,NA,NA,NA,NA
"288","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","3956","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.2766666666667","-7.55666666666667",NA,"Artigo : Riqueza de mamíferos de grande e médio porte do Parque Nacional da Serra do Divisor (Acre, Brasil) - Calouro A.M. 1999",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.2766666666667","-7.55666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"289","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7439","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Bom Jardim","-66.8022222222222","-9.97666666666667",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista de Porto Dias/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,"Porto Dias","-66.8022222222222","-9.97666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"290","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7404","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Colocação Brasília","-66.7202777777778","-9.9575",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista de Porto Dias/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,"Porto Dias","-66.7202777777778","-9.9575",NA,NA,NA,NA,NA,NA,NA,NA
"291","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7372","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Colocação Limoeiro","-66.8180555555556","-10.005",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista de Porto Dias/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,"Porto Dias","-66.8180555555556","-10.005",NA,NA,NA,NA,NA,NA,NA,NA
"292","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7392","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Colocacão Olho D'água","-66.8786111111111","-9.91694444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista de Porto Dias/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,"Porto Dias","-66.8786111111111","-9.91694444444444",NA,NA,NA,NA,NA,NA,NA,NA
"293","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7427","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Palestina","-66.8391666666667","-10.0294444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista de Porto Dias/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,"Porto Dias","-66.8391666666667","-10.0294444444444",NA,NA,NA,NA,NA,NA,NA,NA
"294","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","54","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus","jurua","Alouatta seniculus jurua",NA,NA,NA,NA,"Brasil","Acre","Seringal Oriente; Margem direita","-72.7636111111111","-8.8225",NA,"Artigo: Alguns mamíferos do Acre Ocidental - Carvalho C.T. 1957",NA,NA,NA,NA,NA,NA,"-72.7636111111111","-8.8225",NA,NA,NA,NA,NA,NA,NA,NA
"295","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8221","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus","jurua","Alouatta seniculus jurua",NA,NA,NA,NA,"Brasil","Acre",NA,"-72.8166666666667","-8.36666666666667",NA,"Artigo: Primate community structure at twenty western Amazonian flooded and unflooded forests - Peres C.A. 1997",NA,NA,NA,NA,NA,NA,"-72.8166666666667","-8.36666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"296","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8210","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus","jurua","Alouatta seniculus jurua",NA,NA,NA,NA,"Brasil","Acre",NA,"-72.7833333333333","-8.66666666666667",NA,"Artigo: Primate community structure at twenty western Amazonian flooded and unflooded forests - Peres C.A. 1997",NA,NA,NA,NA,NA,NA,"-72.7833333333333","-8.66666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"297","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","522","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus","jurua","Alouatta seniculus jurua",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.6744444444444","-7.44333333333333",NA,"Artigo : Riqueza de mamíferos de grande e médio porte do Parque Nacional da Serra do Divisor (Acre, Brasil) - Calouro A.M. 1999",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.6744444444444","-7.44333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"298","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","90","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus","puruensis","Alouatta seniculus puruensis",NA,NA,NA,NA,"Brasil","Acre","Iquiri; Iquiri","-67.5333333333333","-10.0777777777778",NA,"Artigo: Resultados de uma expedição científica ao território do Acre: mamíferos - Vieira C.C. 1952",NA,NA,NA,NA,NA,NA,"-67.5333333333333","-10.0777777777778",NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-05-25 14:08:14-03","MCZ","HU-ZOO","20109","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","bogotensis","Alouatta seniculus bogotensis","[no agent data]","Brother Niceforo Maria",NA,"South America","Colombia","Tolima","Espinal","-74.884292","4.149245",NA,"sex: unknown","1922","08","01",NA,NA,NA,NA,NA,"skin (dry)","1",NA,NA,NA,NA,NA,NA
"300","2021-05-25 14:04:38-03","MCZ","HU-ZOO","20110","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","bogotensis","Alouatta seniculus bogotensis","[no agent data]","Brother Niceforo Maria",NA,"South America","Colombia","Tolima","Espinal","-74.884292","4.149245",NA,"sex: unknown","1922","08","01",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"301","2021-03-01 16:12:37-03","MCZ","HU-ZOO","60648","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","bogotensis","Alouatta seniculus bogotensis","[no agent data]","[no agent data]",NA,"South America","Colombia",NA,"[no specific locality data]","-71.58325","3.982707",NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,NA,"skin (dry)","1",NA,NA,NA,NA,NA,NA
"302","2021-03-02 13:26:26-03","MCZ","HU-ZOO","27893","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Thomas E. Penard",NA,"South America","Suriname",NA,"near Paramaribo","-55.162338","5.829003",NA,"sex: unknown","1921","01","01",NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"303","2021-03-02 13:26:26-03","MCZ","HU-ZOO","28665","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Thomas E. Penard",NA,"South America","Suriname",NA,"near Lelydorp","-55.216682","5.695046",NA,"sex: unknown","1921","01","01",NA,NA,NA,NA,NA,"skin (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"304","2021-03-30 11:42:55-03","MCZ","HU-ZOO","39570","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Oliver P. Pearson, G. P. Gardner, Jr.","542","South America","Peru","Madre de Dios","La Pampa, road to Madre de Dios","-70.0696","-12.500805",NA,"sex: male","1940","01","25","762","762",NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"305","2021-03-05 10:20:57-03","MCZ","HU-ZOO","4097","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","Thayer Expedition","Thayer Expedition",NA,"South America","Brazil","Para","Santarem","-54.741692","-2.453393",NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,NA,"skin (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"306","2021-01-12 10:13:59-03","MCZ","HU-ZOO","41089","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Oliver P. Pearson, G. P. Gardner, Jr.","651","South America","Peru",NA,"Urubamba River","-73.269036","-13.318266",NA,"ear from notch: 40mm; hind foot with claw: 130mm; sex: female; tail length: 590mm; total length: 1150mm; weight: 4989.5g","1915","01","01",NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"307","2018-06-13 11:20:29-03","MCZ","HU-ZOO","41571","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","William Clarke-Macintyre","143","South America","Ecuador","Oriente","Rio Pucuno, Napo watershed [VERBATIM ELEVATION:600]",NA,NA,NA,"sex: male","1939","03","01",NA,NA,NA,NA,NA,"skull (dry); hide (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"308","2021-03-05 09:55:26-03","MCZ","HU-ZOO","57568","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Russell Alan Mittermeier, Anders G. J. Rhodin",NA,"South America","Brazil",NA,"10 kilometers up Rio Cuijeras",NA,NA,NA,"sex: unknown","1971","07","01",NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"309","2021-03-05 09:55:26-03","MCZ","HU-ZOO","57569","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Russell Alan Mittermeier, Anders G. J. Rhodin",NA,"South America","Brazil",NA,"10 kilometers up Rio Cuijeras",NA,NA,NA,"sex: unknown","1971","07","01",NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"310","2021-03-30 11:46:02-03","MCZ","HU-ZOO","8850","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","Charles Sarkady","Charles Sarkady",NA,"South America","Peru","Ucayali","Ucayali River","-74.668671","-8.112918",NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,NA,"whole animal (ethanol)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"311","2021-03-17 17:37:29-03","MCZ","HU-ZOO","BOM-9323","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","B. F. Stevens",NA,"South America","Brazil",NA,"[no specific locality data]","-54.033203","-12.499641",NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"312","2021-03-17 17:36:04-03","MCZ","HU-ZOO","BOM-9501","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus","[no agent data]","Francis W. Cragin, Sr.",NA,"South America","Brazil",NA,"[no specific locality data]","-54.033203","-12.499641",NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,"(Linnaeus, 1766)",NA,NA,NA
"313","2021-03-05 09:55:15-03","MCZ","HU-ZOO","30432","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconelli","Alouatta seniculus macconelli","[no agent data]","Alfonso M. Olalla","7090","South America","Brazil",NA,"Rio Amazonas, Lago Cuipeuz o Cuiteua",NA,NA,NA,"sex: male",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry)","1",NA,NA,NA,NA,NA,NA
"314","2021-03-05 09:55:15-03","MCZ","HU-ZOO","30435","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconelli","Alouatta seniculus macconelli","[no agent data]","Alfonso M. Olalla","7042","South America","Brazil",NA,"Rio Amazonas, Boca do Igarape Piaba","-55.308481","-1.953973",NA,"sex: male","1933","03","16",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"315","2021-03-05 09:55:26-03","MCZ","HU-ZOO","30436","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconelli","Alouatta seniculus macconelli","[no agent data]","Alfonso M. Olalla","7044","South America","Brazil",NA,"Rio Amazonas, Boca do Igarape Piaba","-55.308481","-1.953973",NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,NA,"hide (dry); tissue (dry); skeleton (dry) sample","1",NA,NA,NA,NA,NA,NA
"316","2021-03-05 09:55:26-03","MCZ","HU-ZOO","30437","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconelli","Alouatta seniculus macconelli","[no agent data]","Alfonso M. Olalla","7043","South America","Brazil",NA,"Rio Amazonas, Boca do Igarape Piaba","-55.308481","-1.953973",NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,NA,"hide (dry); tissue (dry); skeleton (dry) sample","1",NA,NA,NA,NA,NA,NA
"317","2021-03-05 09:55:26-03","MCZ","HU-ZOO","30716","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","7089","South America","Brazil",NA,"Rio Amazonas Cuiteua Lago",NA,NA,NA,"sex: male","1933","04","06",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"318","2021-03-05 09:55:26-03","MCZ","HU-ZOO","30717","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","7091","South America","Brazil",NA,"Rio Amazonas Cuiteua Lago",NA,NA,NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"319","2021-03-05 09:55:15-03","MCZ","HU-ZOO","31694","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","7078","South America","Brazil",NA,"Rio Amazonas, Lago Cuipeuz o Cuiteua",NA,NA,NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,NA,"hide (dry); tissue (dry); skeleton (dry) sample","1",NA,NA,NA,NA,NA,NA
"320","2021-03-05 09:55:26-03","MCZ","HU-ZOO","31695","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","6921","South America","Brazil",NA,"Rio Amazonas, Boca do Igarape Piaba","-55.308481","-1.953973",NA,"sex: female","1933","03","03",NA,NA,NA,NA,NA,"hide (dry); tissue (dry); skeleton (dry) sample","1",NA,NA,NA,NA,NA,NA
"321","2021-03-05 09:55:15-03","MCZ","HU-ZOO","31696","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","7089","South America","Brazil",NA,"Rio Amazonas, Lago Cuipeuz o Cuiteua",NA,NA,NA,"sex: male",NA,NA,NA,NA,NA,NA,NA,NA,"skin (dry)","1",NA,NA,NA,NA,NA,NA
"322","2021-03-05 09:55:26-03","MCZ","HU-ZOO","32160","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","macconnelli","Alouatta seniculus macconnelli","[no agent data]","Alfonso M. Olalla","7045","South America","Brazil",NA,"Rio Amazonas, Boca do Igarape Piaba","-55.308481","-1.953973",NA,"sex: female","1933","03","25",NA,NA,NA,NA,NA,"hide (dry); tissue (dry); skeleton (dry) sample","1",NA,NA,NA,NA,NA,NA
"323","2021-03-01 16:13:27-03","MCZ","HU-ZOO","16040","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Melbourne A. Carriker, Jr.","13775","South America","Colombia",NA,"Santa Marta, Don Diego","-73.798273","10.991976",NA,"sex: female","1914","01","26",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"324","2021-03-01 16:13:27-03","MCZ","HU-ZOO","16041","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Melbourne A. Carriker, Jr.","13774","South America","Colombia",NA,"Santa Marta, Don Diego","-73.798273","10.991976",NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"325","2021-03-01 16:13:27-03","MCZ","HU-ZOO","16042","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Melbourne A. Carriker, Jr.","13776","South America","Colombia",NA,"Santa Marta, Don Diego","-73.798273","10.991976",NA,"sex: male",NA,NA,NA,NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"326","2021-03-01 16:13:27-03","MCZ","HU-ZOO","BANGS-8039","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","52","South America","Colombia",NA,"Santa Marta Mountains","-73.6925","10.8284",NA,"ear from notch: 24mm; hind foot with claw: 140mm; sex: male; tail length: 650mm; total length: 1200mm","1898","01","27",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"327","2021-03-01 16:12:37-03","MCZ","HU-ZOO","BANGS-8040","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","49","South America","Colombia",NA,"Santa Marta Mountains","-73.6925","10.8284",NA,"ear from notch: 30mm; hind foot with claw: 150mm; sex: female; tail length: 615mm; total length: 1075mm","1898","01","26",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"328","2021-03-01 16:13:27-03","MCZ","HU-ZOO","BANGS-8041","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","53","South America","Colombia",NA,"Santa Marta Mountains","-73.6925","10.8284",NA,"ear from notch: 25mm; hind foot with claw: 130mm; sex: female; tail length: 600mm; total length: 1075mm","1898","01","27",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"329","2021-03-01 16:20:45-03","MCZ","HU-ZOO","BANGS-8296","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","290","South America","Colombia","La Guajira","Macotama","-73.499916","10.916548",NA,"sex: female","1898","06","12",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"330","2021-03-01 16:13:27-03","MCZ","HU-ZOO","BANGS-8297","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","288","South America","Colombia",NA,"Palomina","-73.646899","11.035672",NA,"sex: male","1898","06","24",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:13:27-03","MCZ","HU-ZOO","BANGS-8298","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","rubicunda","Alouatta seniculus rubicunda","[no agent data]","Wilmot W. Brown, Jr.","289","South America","Colombia",NA,"Palomina","-73.646899","11.035672",NA,"age class: juvenile; sex: female","1898","06","22",NA,NA,NA,NA,NA,"skull (dry); skin (dry)","1",NA,NA,NA,NA,NA,NA
"332","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1977,62","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"indeterminate",NA,"1964","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087216",NA,NA
"333","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.2","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074491","paratype",NA
"334","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1842.4.29.17","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4070776",NA,NA
"335","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1842.4.29.17","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4070777",NA,NA
"336","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1846.10.13.6","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4071040",NA,NA
"337","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1851.4.23.2","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4071634",NA,NA
