"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","recordedByIDs","identifiedByIDs","lifeStage","identificationRemarks","occurrenceRemarks","elevation","elevationAccuracy","continent","institutionKey","institutionID","municipality","county","locality","language","type","collectionID","individualCount","vernacularName","higherClassification","eventID","habitat","samplingProtocol","parentEventID","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","eventRemarks","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","collectionKey","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","accessRights","behavior","sex","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","associatedSequences","georeferenceSources","locationRemarks","infraspecificEpithet","fieldNumber","ownerInstitutionCode","datasetID","higherGeographyID","disposition","georeferenceRemarks","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","download"
"Pithecia monachus","1586204917","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-3.289549,-75.134311,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.593+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,6,24,"2013-06-24T00:00:00",NA,"2021-03-09T11:47:24.593+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-259:77",NA,NA,NA,NA,NA,"1586204917","SERFOR:INFFS:SB-259:77",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-259","BHAG","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205357","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-2.584498,-73.948491,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.404+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,14,"2013-10-14T00:00:00",NA,"2021-03-09T11:47:24.404+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-446:2712",NA,NA,NA,NA,NA,"1586205357","SERFOR:INFFS:SB-446:2712",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-446","BHTA","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205446","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-2.32242,-73.347126,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.306+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,21,"2013-10-21T00:00:00",NA,"2021-03-09T11:47:24.306+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-586:1017",NA,NA,NA,NA,NA,"1586205446","SERFOR:INFFS:SB-586:1017",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-586","BHTA","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205464","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-2.289781,-73.354509,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.305+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,21,"2013-10-21T00:00:00",NA,"2021-03-09T11:47:24.305+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-586:1028",NA,NA,NA,NA,NA,"1586205464","SERFOR:INFFS:SB-586:1028",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-586","BHTA","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205658","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-2.574515,-72.409044,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:23.786+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,19,"2013-10-19T00:00:00",NA,"2021-03-09T11:47:23.786+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-586:974",NA,NA,NA,NA,NA,"1586205658","SERFOR:INFFS:SB-586:974",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-586","BHTA","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205757","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-2.009872,-73.357766,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.194+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,22,"2013-10-22T00:00:00",NA,"2021-03-09T11:47:24.194+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-587:3011",NA,NA,NA,NA,NA,"1586205757","SERFOR:INFFS:SB-587:3011",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-587","BHCO","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205810","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-1.990005,-73.254098,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.536+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,26,"2013-10-26T00:00:00",NA,"2021-03-09T11:47:24.536+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-628:2165",NA,NA,NA,NA,NA,"1586205810","SERFOR:INFFS:SB-628:2165",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-628","NBRI","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586205816","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-1.990674,-73.25425,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.522+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,10,27,"2013-10-27T00:00:00",NA,"2021-03-09T11:47:24.522+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:SB-628:2168",NA,NA,NA,NA,NA,"1586205816","SERFOR:INFFS:SB-628:2168",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:SB-628","NBRI","Registro oportunista","SERFOR:INFFS:SB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586204342","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-4.435775,-73.31857,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:23.902+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,11,17,"2013-11-17T00:00:00",NA,"2021-03-09T11:47:23.902+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:HI-149:2321",NA,NA,NA,NA,NA,"1586204342","SERFOR:INFFS:HI-149:2321",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:HI-149","BHTA","Registro oportunista","SERFOR:INFFS:HI","ha",0.5,"0.5","ha","Se incluyen registros oportunistas dentro de la Unidad de muestreo y del recorrido hacia la unidad de muestreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1586204490","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-3.182795,-76.37533,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.200+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,11,23,"2013-11-23T00:00:00",NA,"2021-03-09T11:47:24.200+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"SERFOR:INFFS:HI-47:2283",NA,NA,NA,NA,NA,"1586204490","SERFOR:INFFS:HI-47:2283",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huapo negro  yana huapo",NA,"SERFOR:INFFS:HI-47","BHTA","Registro oportunista","SERFOR:INFFS:HI","ha",0.5,"0.5","ha","Se incluyen registros oportunistas dentro de la Unidad de muestreo y del recorrido hacia la unidad de muestreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","3333368434","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-0.521693,-76.411381,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:20:48.137+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC","2021-06-10T23:19:58",212,"Orellana",2013,11,3,"2013-11-03T05:56:00","2021-07-26T16:00:05.000+00:00","2021-09-08T00:20:48.137+00:00","https://www.inaturalist.org/observations/82484179","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC",NA,NA,NA,NA,"Ecuador","matthewlh","82484179","matthewlh","2013/11/03 5:56 AM AEDT","iNaturalist research-grade observations","Francisco de Orellana, Ecuador","Observations","3333368434","https://www.inaturalist.org/observations/82484179","852369","matthewlh","82484179","https://www.inaturalist.org/observations/82484179","iNaturalist","© matthewlh some rights reserved","18:56:00Z","matthewlh","182147165","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,"Kestrel44 photo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","2836371253","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-3.572794,-72.230244,"cdround,osiic","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+00:00","2021-08-30T10:26:55.722+00:00",80,"396d5f30-dea9-11db-8ab4-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,100,NA,2008,6,4,"2008-06-04T00:00:00","2018-03-27T00:00:00.000+00:00","2021-08-30T10:26:55.722+00:00","https://data.biodiversitydata.nl/obsint/observation/OBS.121426465","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru","Stichting Natuurinformatie","121426465@OBS",NA,NA,NA,NA,"Observations","2836371253","https://observation.org/observation/121426465",NA,NA,"OBS.121426465",NA,NA,NA,NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none","Unknown",NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,NA,"Peru - Loreto",NA,NA,NA,1,"Monk Saki","Animalia|TITIS_AND_SAKIS_PITHECIIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1147100655","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-12.566667,-70.1,"cdround,colmafu,inmafu","7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1","e2e717bf-551a-4917-bdc9-4fa0f342c530","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-03T18:23:04.512+00:00","2021-03-09T21:28:09.571+00:00",143,"2053a639-84c3-4be5-b8bc-96b6d88a976c","MACHINE_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,"Madre de Dios",2007,7,19,"2007-07-19T00:00:00","2015-11-04T00:00:00.000+00:00","2021-03-09T21:28:09.571+00:00","http://macaulaylibrary.org/audio/136667","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"51bd77f0-2e3d-4330-a0db-d1b2210ad5e4",NA,"19-Jul-2007",NA,"Peru | Madre de Dios | CICRA; Los Amigos field station","ML","1147100655","51bd77f0-2e3d-4330-a0db-d1b2210ad5e4",NA,"Jessie H Barry","136667",NA,"CLO","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,"SOUTH_AMERICA","8d313059-3f5e-411e-b176-6553050ff8c6","urn:lsid:biocol.org:col:34939",NA,NA,"CICRA; Los Amigos field station","en","Sound",NA,NA,"monk saki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","NATIVE","ee382c8a-0a71-492b-a9fa-5e383ae0ec56","ICZN","| Peru | Madre de Dios |  |  |  |  |","200","requires verification","200","http://vertnet.org/resources/norms.html","call; Social context: troop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Pithecia monachus","1147160786","Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)",-12.566667,-70.1,"cdround,colmafu,inmafu","7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1","e2e717bf-551a-4917-bdc9-4fa0f342c530","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-03-03T18:23:04.512+00:00","2021-03-09T21:28:09.453+00:00",143,"2053a639-84c3-4be5-b8bc-96b6d88a976c","MACHINE_OBSERVATION","PRESENT",2436375,1,44,359,798,5486,2436370,2436375,2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus","Pithecia","monachus","SPECIES","ACCEPTED","LC",NA,NA,"Madre de Dios",2007,7,19,"2007-07-19T00:00:00","2015-11-04T00:00:00.000+00:00","2021-03-09T21:28:09.453+00:00","http://macaulaylibrary.org/audio/136671","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE",NA,NA,NA,NA,"Peru",NA,"97c8948c-b752-4ddc-affe-2d164424df14",NA,"19-Jul-2007",NA,"Peru | Madre de Dios | CICRA; Los Amigos field station","ML","1147160786","97c8948c-b752-4ddc-affe-2d164424df14",NA,"Jessie H Barry","136671",NA,"CLO","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,NA,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","none","none",NA,NA,NA,NA,NA,"SOUTH_AMERICA","8d313059-3f5e-411e-b176-6553050ff8c6","urn:lsid:biocol.org:col:34939",NA,NA,"CICRA; Los Amigos field station","en","Sound",NA,NA,"monk saki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","NATIVE","ee382c8a-0a71-492b-a9fa-5e383ae0ec56","ICZN","| Peru | Madre de Dios |  |  |  |  |","200","requires verification","200","http://vertnet.org/resources/norms.html","call; Social context: troop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
