"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","infraspecificEpithet","informationWithheld","occurrenceRemarks","individualCount","lifeStage","continent","vernacularName","locality","higherClassification","identifiedByIDs.type","identifiedByIDs.value","projectId","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","language","type","taxonRemarks","http...rs.tdwg.org.dwc.terms.organismQuantityType","nomenclaturalCode","georeferencedBy","endDayOfYear","georeferenceVerificationStatus","verbatimSRS","verbatimCoordinateSystem","pointRadiusSpatialFit","footprintSRS","locationID","startDayOfYear","footprintSpatialFit","samplingProtocol","recordedByIDs.type","recordedByIDs.value","municipality","locationRemarks","collectionID","originalNameUsage","sex","download"
"Saguinus graellsi","1123024511","Leontocebus nigricollis (Spix, 1823)",-3.770358,-70.23877,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.670+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-05-17T00:00:00",25,"Amazonas",2009,5,17,"2009-05-17T00:00:00",NA,"2021-03-09T12:45:15.670+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:877",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024511","ENTROPIKA:877",NA,"Hannah Parathian","PRI877",NA,"ENTROPIKA",NA,"07:09:00","Hannah Parathian",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,1,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Bacaba",NA,NA,NA,NA,122,73,NA,NA,NA,"Rainforest","900.136.118-1","0 km walked","Leticia","en","Evento",NA,NA,NA,"Hannah Parathian",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024534","Leontocebus nigricollis (Spix, 1823)",-3.770358,-70.23877,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.667+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-05-17T00:00:00",25,"Amazonas",2009,5,17,"2009-05-17T00:00:00",NA,"2021-03-09T12:45:15.667+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:878",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024534","ENTROPIKA:878",NA,"Hannah Parathian","PRI878",NA,"ENTROPIKA",NA,"07:09:00","Hannah Parathian",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,1,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Bacaba",NA,NA,NA,NA,122,73,NA,NA,NA,"Rainforest","900.136.118-1","0 km walked","Leticia","en","Evento",NA,NA,NA,"Hannah Parathian",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024501","Leontocebus nigricollis (Spix, 1823)",-3.888216,-69.933594,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.674+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-06-22T00:00:00",25,"Amazonas",2009,6,22,"2009-06-22T00:00:00",NA,"2021-03-09T12:45:15.674+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:895",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024501","ENTROPIKA:895",NA,"Xyomara Carretero","PRI895",NA,"ENTROPIKA",NA,"13:11:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","7 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024506","Leontocebus nigricollis (Spix, 1823)",-3.89938,-69.933099,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.674+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-06-22T00:00:00",25,"Amazonas",2009,6,22,"2009-06-22T00:00:00",NA,"2021-03-09T12:45:15.674+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:891",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024506","ENTROPIKA:891",NA,"Xyomara Carretero","PRI891",NA,"ENTROPIKA",NA,"09:15:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,1,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","7 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024521","Leontocebus nigricollis (Spix, 1823)",-3.888216,-69.933594,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.671+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-06-22T00:00:00",25,"Amazonas",2009,6,22,"2009-06-22T00:00:00",NA,"2021-03-09T12:45:15.671+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:894",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024521","ENTROPIKA:894",NA,"Xyomara Carretero","PRI894",NA,"ENTROPIKA",NA,"13:10:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,1,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","7 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024531","Leontocebus nigricollis (Spix, 1823)",-3.899819,-69.932953,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.666+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-06-22T00:00:00",25,"Amazonas",2009,6,22,"2009-06-22T00:00:00",NA,"2021-03-09T12:45:15.666+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:890",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024531","ENTROPIKA:890",NA,"Xyomara Carretero","PRI890",NA,"ENTROPIKA",NA,"09:05:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","7 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024532","Leontocebus nigricollis (Spix, 1823)",-3.890868,-69.942118,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.666+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-06-18T00:00:00",25,"Amazonas",2009,6,18,"2009-06-18T00:00:00",NA,"2021-03-09T12:45:15.666+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:882",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024532","ENTROPIKA:882",NA,"Xyomara Carretero","PRI882",NA,"ENTROPIKA",NA,"10:23:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,7,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","5 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","2999208357","Saguinus nigricollis graellsi (Jiménez de la Espada, 1870)",-0.594638,-76.293544,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:30:45.336+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5786442,1,44,359,798,9620,5428933,8628111,9147205,"Leontocebus nigricollis graellsi (Jiménez de la Espada, 1870)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Saguinus","nigricollis","SUBSPECIES","SYNONYM","NT","2019-09-13T20:37:30",31451,"Sucumbios",2009,6,29,"2009-06-29T13:11:00","2019-09-22T05:32:21.000+00:00","2021-09-07T23:30:45.336+00:00","https://www.inaturalist.org/observations/32660927","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Andreas Bennetsen Boe","32660927","andreas_boe","2009/06/29 1:11 PM CEST","iNaturalist research-grade observations","Ecuador","Observations","2999208357","https://www.inaturalist.org/observations/32660927","147827","Andreas Bennetsen Boe","32660927","https://www.inaturalist.org/observations/32660927","iNaturalist","© Andreas Bennetsen Boe some rights reserved","11:11:00Z","Jane Widness","70773910","Saguinus nigricollis graellsi (Jiménez de la Espada, 1870)","graellsi","Coordinate uncertainty increased to 31451m to protect threatened taxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Saguinus graellsi","1123024499","Leontocebus nigricollis (Spix, 1823)",-3.783551,-70.195794,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.598+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-09T00:00:00",25,"Amazonas",2009,8,9,"2009-08-09T00:00:00",NA,"2021-03-09T12:45:15.598+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:898",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024499","ENTROPIKA:898",NA,"Casimiro del Aguila","PRI898",NA,"ENTROPIKA",NA,"07:47:00","Casimiro del Aguila",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,7,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","16 km walked","Leticia","en","Evento",NA,NA,NA,"Casimiro del Aguila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024503","Leontocebus nigricollis (Spix, 1823)",-3.765151,-70.187803,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.674+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-10T00:00:00",25,"Amazonas",2009,8,10,"2009-08-10T00:00:00",NA,"2021-03-09T12:45:15.674+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:900",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024503","ENTROPIKA:900",NA,"Casimiro del Aguila","PRI900",NA,"ENTROPIKA",NA,"15:09:00","Casimiro del Aguila",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","16 km walked","Leticia","en","Evento",NA,NA,NA,"Casimiro del Aguila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024513","Leontocebus nigricollis (Spix, 1823)",-3.79818,-70.215515,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.670+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-12T00:00:00",25,"Amazonas",2009,8,12,"2009-08-12T00:00:00",NA,"2021-03-09T12:45:15.670+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:904",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024513","ENTROPIKA:904",NA,"Xyomara Carretero","PRI904",NA,"ENTROPIKA",NA,"10:11:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,5,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","4 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024517","Leontocebus nigricollis (Spix, 1823)",-3.776135,-70.199853,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.670+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-11T00:00:00",25,"Amazonas",2009,8,11,"2009-08-11T00:00:00",NA,"2021-03-09T12:45:15.670+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:901",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024517","ENTROPIKA:901",NA,"Casimiro del Aguila","PRI901",NA,"ENTROPIKA",NA,"06:21:00","Casimiro del Aguila",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,8,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","16 km walked","Leticia","en","Evento",NA,NA,NA,"Casimiro del Aguila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024525","Leontocebus nigricollis (Spix, 1823)",-3.771386,-70.198935,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.671+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-10T00:00:00",25,"Amazonas",2009,8,10,"2009-08-10T00:00:00",NA,"2021-03-09T12:45:15.671+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:899",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024525","ENTROPIKA:899",NA,"Casimiro del Aguila","PRI899",NA,"ENTROPIKA",NA,"06:37:00","Casimiro del Aguila",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","16 km walked","Leticia","en","Evento",NA,NA,NA,"Casimiro del Aguila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024560","Leontocebus nigricollis (Spix, 1823)",-3.763113,-70.199747,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.665+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-08-11T00:00:00",25,"Amazonas",2009,8,11,"2009-08-11T00:00:00",NA,"2021-03-09T12:45:15.665+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:903",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024560","ENTROPIKA:903",NA,"Casimiro del Aguila","PRI903",NA,"ENTROPIKA",NA,"09:15:00","Casimiro del Aguila",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,5,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","16 km walked","Leticia","en","Evento",NA,NA,NA,"Casimiro del Aguila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024527","Leontocebus nigricollis (Spix, 1823)",-3.891156,-69.938056,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.672+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2009-09-28T00:00:00",25,"Amazonas",2009,9,28,"2009-09-28T00:00:00",NA,"2021-03-09T12:45:15.672+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:913",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024527","ENTROPIKA:913",NA,"Xyomara Carretero","PRI913",NA,"ENTROPIKA",NA,"10:19:00","Xyomara Carretero",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,2,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Calderón",NA,NA,NA,NA,99,15,NA,NA,NA,"Rainforest","900.136.118-1","6 km walked","Leticia","en","Evento",NA,NA,NA,"Xyomara Carretero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Leticia",NA,"fe-primates-1.0",NA,NA,"succeded"
