"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","identificationRemarks","elevation","elevationAccuracy","continent","institutionKey","institutionID","municipality","county","locality","language","type","collectionID","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","sex","collectionKey","fieldNumber","preparations","locationRemarks","recordNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","higherClassification","typeStatus","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","verbatimSRS","verbatimCoordinateSystem","eventRemarks","http...rs.tdwg.org.dwc.terms.organismQuantityType","download"
"Aotus nancymaae","2626590233","Aotus nancymaae Hershkovitz, 1983",-4.372439,-73.291997,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:44:11.283+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU","2020-05-16T04:05:27",31407,"Loreto",2013,6,25,"2013-06-25T10:47:00","2020-05-18T12:42:33.000+00:00","2021-09-07T23:44:11.283+00:00","https://www.inaturalist.org/observations/46046874","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none",NA,"Peru","edu_bal","46046874","edu_bal","Coordinate uncertainty increased to 31407m to protect threatened taxon","2013/06/25 10:47 AM -0300","iNaturalist research-grade observations","Maynas, PE-LO, PE","Observations","2626590233","https://www.inaturalist.org/observations/46046874","43419","edu_bal","46046874","https://www.inaturalist.org/observations/46046874","iNaturalist","© edu_bal some rights reserved","13:47:00Z","Diego Balbuena","103197604","Aotus nancymaae Hershkovitz, 1983","ORCID","https://orcid.org/0000-0002-4497-9244",NA,"Aunque parece nigriceps.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","2005402483","Aotus nancymaae Hershkovitz, 1983",-4.362409,-73.309145,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:19:25.305+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU","2017-09-08T01:48:23",31407,"Loreto",2013,9,23,"2013-09-23T09:22:00","2020-03-04T14:59:56.000+00:00","2021-09-08T00:19:25.305+00:00","https://www.inaturalist.org/observations/3827760","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","ecocher","3827760","ecocher","Coordinate uncertainty increased to 31407m to protect threatened taxon","2013/09/23 9:22 AM EDT","iNaturalist research-grade observations","Maynas, PE-LO, PE","Observations","2005402483","http://www.inaturalist.org/observations/3827760","43419","ecocher","3827760","http://www.inaturalist.org/observations/3827760","iNaturalist","© ecocher some rights reserved","13:22:00Z","max kirsch","16519969","Aotus nancymaae Hershkovitz, 1983",NA,NA,"The local common name is owl-faced monkey.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","2579238615","Aotus nancymaae Hershkovitz, 1983",-4.221648,-73.065052,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:19:58.313+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU","2020-03-04T14:56:58",31407,"Loreto",2013,9,12,"2013-09-12T09:59:00","2020-03-06T20:15:36.000+00:00","2021-09-08T00:19:58.313+00:00","https://www.inaturalist.org/observations/9361453","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none",NA,"Peru","Linda Terrill","9361453","lszterrill","Coordinate uncertainty increased to 31407m to protect threatened taxon","2013/09/12 9:59 AM PDT","iNaturalist research-grade observations","Maynas, PE-LO, PE","Observations","2579238615","https://www.inaturalist.org/observations/9361453","43419","Linda Terrill","9361453","https://www.inaturalist.org/observations/9361453","iNaturalist","© Linda Terrill some rights reserved","16:59:00Z","Diego Balbuena","89249668","Aotus nancymaae Hershkovitz, 1983","ORCID","https://orcid.org/0000-0002-4497-9244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","1316534743","Aotus nancymaae Hershkovitz, 1983",-9.291667,-76.011389,"cdround,colmano,inmafu","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.094+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Huínuco",2009,NA,NA,"2009-01-01T00:00:00",NA,"2021-03-09T12:28:33.094+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"NPC:NPC:NPC-Primates-PE-3",NA,NA,NA,NA,NA,"NPC","1316534743","NPC:NPC:NPC-Primates-PE-3",NA,"Sam Shanee","NPC-Primates-PE-3",NA,"NPC",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,600,0,"SOUTH_AMERICA","0e2b2658-0918-46bd-a310-964ec808250b","NPC","Rupa-Rupa","Leoncio Prado",NA,"es","Evento","NPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","1316534757","Aotus nancymaae Hershkovitz, 1983",-7.044167,-77.199722,"cdround,colmano,inmafu","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.169+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"San Martín",2009,NA,NA,"2009-01-01T00:00:00",NA,"2021-03-09T12:28:33.169+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"NPC:NPC:NPC-Primates-PE-17",NA,NA,NA,NA,NA,"NPC","1316534757","NPC:NPC:NPC-Primates-PE-17",NA,"Sam Shanee","NPC-Primates-PE-17",NA,"NPC",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,500,0,"SOUTH_AMERICA","0e2b2658-0918-46bd-a310-964ec808250b","NPC","Huicungo","Mariscal Cíceres",NA,"es","Evento","NPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","1316534783","Aotus nancymaae Hershkovitz, 1983",-7.238889,-76.890278,"cdround,colmano,inmafu","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.170+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"San Martín",2009,NA,NA,"2009-01-01T00:00:00",NA,"2021-03-09T12:28:33.170+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"NPC:NPC:NPC-Primates-PE-16",NA,NA,NA,NA,NA,"NPC","1316534783","NPC:NPC:NPC-Primates-PE-16",NA,"Sam Shanee","NPC-Primates-PE-16",NA,"NPC",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,900,0,"SOUTH_AMERICA","0e2b2658-0918-46bd-a310-964ec808250b","NPC","Pachiza","Mariscal Cíceres",NA,"es","Evento","NPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732332","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.506+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,26,"1980-11-26T00:00:00",NA,"2021-03-30T10:22:13.506+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","87d3bdd3-4faf-4d65-ba98-15efac0c26d9",NA,NA,NA,NA,NA,"Mammals","665732332","87d3bdd3-4faf-4d65-ba98-15efac0c26d9",NA,"P. Hershkovitz","122782",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","157919","skin,skull","degrees minutes seconds","PH-9097","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621550","FMNH","26","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732333","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.882+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,23,"1980-11-23T00:00:00",NA,"2021-03-30T10:22:16.882+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","5a77e2b2-e8dd-4641-8d3c-f6d763122428",NA,NA,NA,NA,NA,"Mammals","665732333","5a77e2b2-e8dd-4641-8d3c-f6d763122428",NA,"P. Hershkovitz","122777",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","157920","skin,skull","degrees minutes seconds","PH-9077","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621545","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732334","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.344+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,23,"1980-11-23T00:00:00",NA,"2021-03-30T10:22:16.344+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","2862deb7-93c7-42f8-b64e-e22328ced6c7",NA,NA,NA,NA,NA,"Mammals","665732334","2862deb7-93c7-42f8-b64e-e22328ced6c7",NA,"P. Hershkovitz","122778",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","157921","skin,skull","degrees minutes seconds","PH-9078","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621546","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732335","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.064+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,22,"1980-11-22T00:00:00",NA,"2021-03-30T10:22:12.064+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","17eb9816-0260-4a95-96b3-97f24a268ad0",NA,NA,NA,NA,NA,"Mammals","665732335","17eb9816-0260-4a95-96b3-97f24a268ad0",NA,"P. Hershkovitz","122776",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","157922","skin,skull","degrees minutes seconds","PH-9074","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621544","FMNH","22","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae","HOLOTYPE",NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732363","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.733+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,21,"1980-11-21T00:00:00",NA,"2021-03-30T10:22:14.733+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","6c47db7d-6cd5-4784-ba11-3a21d3b440c1",NA,NA,NA,NA,NA,"Mammals","665732363","6c47db7d-6cd5-4784-ba11-3a21d3b440c1",NA,"P. Hershkovitz","122775",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","157947","skin,skull","degrees minutes seconds","PH-9067","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621543","FMNH","21","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732364","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.187+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,26,"1980-11-26T00:00:00",NA,"2021-03-30T10:22:17.187+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","770b53e9-1934-441b-8752-1b311b10dcb6",NA,NA,NA,NA,NA,"Mammals","665732364","770b53e9-1934-441b-8752-1b311b10dcb6",NA,"P. Hershkovitz","122781",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","83238","skin,carc","degrees minutes seconds","PH-9096","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621549","FMNH","26","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732365","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.039+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,24,"1980-11-24T00:00:00",NA,"2021-03-30T10:22:14.039+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","205725d4-6f70-460b-90a7-d642465f680e",NA,NA,NA,NA,NA,"Mammals","665732365","205725d4-6f70-460b-90a7-d642465f680e",NA,"P. Hershkovitz","122780",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","83291","skin,skull","degrees minutes seconds","PH-9086","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621548","FMNH","24","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665732366","Aotus nancymaae Hershkovitz, 1983",-3.30578,-74.622963,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.025+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,11,24,"1980-11-24T00:00:00",NA,"2021-03-30T10:22:15.025+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","eebdc7fe-4b40-47c0-a713-d7bb4e2758fa",NA,NA,NA,NA,NA,"Mammals","665732366","eebdc7fe-4b40-47c0-a713-d7bb4e2758fa",NA,"P. Hershkovitz","122779",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Samiria, Biological Station \"Pithecia\"","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","143463","skin,carc","degrees minutes seconds","PH-9085","South America, Peru, Loreto, Loreto, Neotropics: Rio Samiria, Biological Station \"Pithecia\"","MaNIS georeferencing guidelines","2621547","FMNH","24","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
