"","replication","_","A","B","C","D","E","F","G","H","I","J","AB","AC","AD","AE","AF","AG","AH","AI","AJ","BC","BD","BE","BF","BG","BH","BI","BJ","CD","CE","CF","CG","CH","CI","CJ","DE","DF","DG","DH","DI","DJ","EF","EG","EH","EI","EJ","FG","FH","FI","FJ","GH","GI","GJ","HI","HJ","IJ","ABC","ABD","ABE","ABF","ABG","ABH","ABI","ABJ","ACD","ACE","ACF","ACG","ACH","ACI","ACJ","ADE","ADF","ADG","ADH","ADI","ADJ","AEF","AEG","AEH","AEI","AEJ","AFG","AFH","AFI","AFJ","AGH","AGI","AGJ","AHI","AHJ","AIJ","BCD","BCE","BCF","BCG","BCH","BCI","BCJ","BDE","BDF","BDG","BDH","BDI","BDJ","BEF","BEG","BEH","BEI","BEJ","BFG","BFH","BFI","BFJ","BGH","BGI","BGJ","BHI","BHJ","BIJ","CDE","CDF","CDG","CDH","CDI","CDJ","CEF","CEG","CEH","CEI","CEJ","CFG","CFH","CFI","CFJ","CGH","CGI","CGJ","CHI","CHJ","CIJ","DEF","DEG","DEH","DEI","DEJ","DFG","DFH","DFI","DFJ","DGH","DGI","DGJ","DHI","DHJ","DIJ","EFG","EFH","EFI","EFJ","EGH","EGI","EGJ","EHI","EHJ","EIJ","FGH","FGI","FGJ","FHI","FHJ","FIJ","GHI","GHJ","GIJ","HIJ","most_likely"
"1","1","0","0.627403473609251","5.75280715341768e-07","5.52777669468893e-07","5.46913089940933e-07","5.47622438845113e-07","5.43843644796619e-07","9.27694545042541e-07","5.4296255701699e-07","9.13495107471887e-06","8.04856866383614e-07","0.0128830025250793","0.0126047449739139","0.0125340741125531","0.0125424812151467","0.0124968010427922","0.0172214360120259","0.0124859674775916","0.108078294695473","0.0156233924560458","2.35645150343024e-07","2.34320252267518e-07","2.34483437873483e-07","2.33650201258955e-07","3.16138470942771e-07","2.33450916814856e-07","2.58911104077217e-06","2.93926269906611e-07","2.29494187821681e-07","2.29660168393659e-07","2.28817216746666e-07","3.11295973443754e-07","2.28626182503447e-07","2.51827596094761e-06","2.88253802199128e-07","2.28347595108038e-07","2.27511092087447e-07","3.09962067495859e-07","2.27320630307146e-07","2.50358427261591e-06","2.86925115766075e-07","2.2767220672462e-07","3.10126566399107e-07","2.27481509224294e-07","2.50509665229712e-06","2.87055704659995e-07","3.09275920177009e-07","2.26645494480898e-07","2.49531009564254e-06","2.86199468505872e-07","3.09084044076557e-07","3.67095361866814e-06","3.71300324251019e-07","2.49266787620663e-06","2.85984761237272e-07","3.10478590684629e-06","0.000747551446825764","0.000742855830650015","0.000743475894465959","0.000740774468625192","0.000977847810097521","0.000740075370982858","0.0144303320194764","0.000971007797937681","0.000729176013225169","0.000729839593921089","0.000726986858992103","0.000963914132711993","0.00072641638097125","0.0133870623389085","0.00094413526249095","0.000725335769255977","0.000722583654181007","0.000959077965979366","0.000722021658848327","0.013173865764659","0.000939379646813491","0.000723171373437983","0.000959718098594157","0.00072260579192819","0.013195529584743","0.000939491645883349","0.00095674564052153","0.000719861262997114","0.013053168284282","0.000936431878190992","0.00095616185226639","0.0303420487017054","0.00121425446745143","0.013014365847912","0.000935491817032597","0.0218499415727089","3.78228607229502e-08","3.78482511370851e-08","3.77349792464401e-08","4.77336081564751e-08","3.77087133007832e-08","5.32656473427041e-07","4.6678516905442e-08","3.76621880608241e-08","3.755074720966e-08","4.75414837081395e-08","3.75246370075912e-08","5.28665868098827e-07","4.64878614979772e-08","3.75747527686473e-08","4.75664447750858e-08","3.75485794272861e-08","5.29074067833765e-07","4.65031875088965e-08","4.74509882649222e-08","3.74372774825653e-08","5.26417907242075e-07","4.63861440978495e-08","4.74244781806679e-08","8.47243300467279e-07","5.71303975402175e-08","5.25694516159254e-07","4.63531348757596e-08","6.91776043656095e-07","3.70821231718524e-08","3.69679168196792e-08","4.69559257007251e-08","3.69441596085755e-08","5.09313523430355e-07","4.56662298853999e-08","3.69927179337513e-08","4.69816823227562e-08","3.6968893374069e-08","5.09722497673947e-07","4.5682351451404e-08","4.68634603115836e-08","3.68548301376254e-08","5.07063508441955e-07","4.55625425393479e-08","4.68393032182944e-08","8.27885231169626e-07","5.63040641549961e-08","5.06342575582254e-07","4.55318863082231e-08","6.72178752207229e-07","3.6811992232345e-08","4.67930642097944e-08","3.67883276255369e-08","5.05735596517557e-07","4.54952065885992e-08","4.66766774473887e-08","3.66760954285741e-08","5.03078425697187e-07","4.5377228716024e-08","4.66526760976876e-08","8.23892201292582e-07","5.61108579201166e-08","5.02357661208933e-07","4.53467324377734e-08","6.68187271347493e-07","4.67010492142722e-08","3.66994485482062e-08","5.03486019294918e-07","4.53919696361666e-08","4.66769847252786e-08","8.24300670421835e-07","5.61265501389321e-08","5.02765187458085e-07","4.53614060093374e-08","6.68586109630005e-07","4.65607368693164e-08","8.21639526035328e-07","5.60045608166436e-08","5.00108151334873e-07","4.52435670432056e-08","6.65923348877611e-07","8.20918357455601e-07","5.59736604469214e-08","9.8749321329074e-07","6.65195580137181e-07","A"
"2","2","0","0.926313156906181","2.08199200745136e-11","2.16129532004157e-11","2.36463285006528e-11","2.08467810841285e-11","2.04338367176065e-11","3.2148567820881e-11","2.04190860981696e-11","1.2468087291318e-10","5.97255930152633e-11","0.00475985691016088","0.00481657499156537","0.00496105084994534","0.00476179735027012","0.00473226816856096","0.00556906206404598","0.00473122536128394","0.01195616288458","0.00752223309754388","9.73029973708623e-12","1.02192021701437e-11","9.53880166749591e-12","9.43660615980569e-12","1.22806471733015e-11","9.43298855051542e-12","3.57126714187068e-11","1.91199108586261e-11","1.04171405225556e-11","9.74094275404361e-12","9.63170489743241e-12","1.24878126447983e-11","9.62809706194245e-12","3.6284936549419e-11","1.95232169548633e-11","1.02264406466577e-11","1.01239408479843e-11","1.29885661365322e-11","1.01203245418674e-11","3.84260582243391e-11","1.9821412996156e-11","9.44369021027469e-12","1.22896221283383e-11","9.4400999676253e-12","3.57006300967175e-11","1.9160956910433e-11","1.21817376172776e-11","9.33868049968017e-12","3.53965867164891e-11","1.89618215932757e-11","1.21782581443651e-11","4.69907951333076e-11","2.20867192747172e-11","3.53837739158616e-11","1.89578338827468e-11","7.1247892325224e-11","0.000344109129155536","0.000347686607902534","0.000341952807650519","0.000340902982151093","0.000364580584280806","0.000340869246583573","0.000656484917493696","0.00043611859336514","0.000349888515057764","0.000344619447938094","0.000342790818387706","0.000367802822910456","0.000342758110410383","0.000700082639812739","0.000461031971092631","0.000347820478855175","0.000346737027106335","0.000372690872703377","0.0003467033789933","0.000886380850742623","0.000443519297961485","0.000341019777615573","0.000364906505282117","0.000340989059227779","0.000654486713697238","0.000439991165407548","0.000363227488491638","0.000340025070305206","0.000631114764991979","0.000428220972386035","0.000363208991868098","0.00162246259877891","0.000482956985346509","0.000630064305447538","0.000428146198801512","0.00362025815770215","2.41919313556898e-12","2.28401040022576e-12","2.25980362898326e-12","2.83437472498338e-12","2.25906228622929e-12","8.19729675037071e-12","4.3582392084035e-12","2.37807817846991e-12","2.35640705682271e-12","2.9341831448431e-12","2.3556624561353e-12","8.91441025335196e-12","4.38182045642578e-12","2.21969928283685e-12","2.79044084097652e-12","2.21896461884644e-12","8.00805512547999e-12","4.2525619472474e-12","2.76674295893713e-12","2.19770008729238e-12","7.9105367070343e-12","4.19452479517797e-12","2.76604999649473e-12","1.17735133447214e-11","4.87025081492801e-12","7.90633136655169e-12","4.19364026624938e-12","1.9778266228868e-11","2.42232189194679e-12","2.39800044144724e-12","2.98031776288777e-12","2.39725942448662e-12","9.09794397885817e-12","4.50176746604316e-12","2.26287423124918e-12","2.83815685991231e-12","2.26214315098555e-12","8.19317025187732e-12","4.3740903577559e-12","2.81180897481393e-12","2.23822829057915e-12","8.09300052719925e-12","4.31340287683413e-12","2.81111927030497e-12","1.19605213304466e-11","4.99367110738433e-12","8.08879909623677e-12","4.31252193163232e-12","2.00391055021798e-11","2.35819663966055e-12","2.9366845861373e-12","2.35746246436016e-12","8.9090027354305e-12","4.39639026055676e-12","2.91287202484087e-12","2.33608325354906e-12","8.81136963772776e-12","4.33823875502364e-12","2.91217938819181e-12","1.26820975506521e-11","5.02171148890409e-12","8.80716494883184e-12","4.33735487768173e-12","2.06844317450138e-11","2.76918608322278e-12","2.19944177850868e-12","7.90507054631094e-12","4.20903660809374e-12","2.76850322037404e-12","1.17687593682477e-11","4.88547448630013e-12","7.90087563121533e-12","4.20816250455215e-12","1.97855835473712e-11","2.7450975749641e-12","1.16690991843594e-11","4.82529622037482e-12","7.80364912360574e-12","4.15041758911217e-12","1.96515743196525e-11","1.16649459708119e-11","4.8244634925879e-12","2.36203067346916e-11","1.96472295396188e-11","A"
"3","3","0","0.844778654679716","4.06784832732317e-10","4.07271137638224e-10","4.05973788730939e-10","4.05505925942685e-10","4.05458052426496e-10","5.7763962510376e-10","4.05229644899622e-10","1.09159589985851e-09","4.17553246606171e-10","0.0103199476528437","0.0103251521695662","0.0103110900694562","0.0103060375595345","0.0103055334853692","0.0121586346646048","0.01030307685933","0.0174015149615758","0.0104340341506541","2.04176995490302e-10","2.03817666464178e-10","2.03695249966889e-10","2.03682419396921e-10","2.48317093473801e-10","2.03622606728495e-10","3.92407638387469e-10","2.06890777945721e-10","2.03946585926883e-10","2.03826244533165e-10","2.03810199014003e-10","2.48472784695255e-10","2.03750269438334e-10","3.92920656598502e-10","2.07031680400879e-10","2.03486190588804e-10","2.03473067750728e-10","2.48110459921018e-10","2.03413532737005e-10","3.91194433468652e-10","2.06692400967006e-10","2.03351674191819e-10","2.47939190809375e-10","2.03292153791502e-10","3.90641520660794e-10","2.06559667405483e-10","2.4795801287557e-10","2.03279264767912e-10","3.90576344872575e-10","2.06542686628373e-10","2.47849522953656e-10","6.07053370646468e-10","2.51236968786003e-10","3.9034381636537e-10","2.06483034707407e-10","4.02796746709977e-10","0.00125591279634327","0.00125474724742209","0.00125443134296586","0.00125439456712695","0.00136453317863036","0.00125423974084514","0.00184788661045043","0.00126316805642952","0.00125509931478659","0.00125481368910439","0.00125473020795006","0.0013652742117844","0.00125457366546244","0.00185382419222854","0.00126369444127045","0.00125392824948957","0.00125388742830838","0.00136406502220104","0.00125373664736885","0.00183277970875695","0.00126282052475182","0.00125358647935997","0.00136303909888159","0.00125343582100657","0.00182620320807085","0.00126235469745897","0.00136346275654583","0.00125339830965088","0.00182540541753877","0.00126225773183037","0.00136259987277888","0.00443471456521536","0.00137326045296204","0.00182273880145942","0.00126210523468503","0.00196519957519449","5.73164576572269e-11","5.72869422316092e-11","5.72825216764665e-11","6.81326719802437e-11","5.72676854166035e-11","1.08200284218341e-10","5.80994585335836e-11","5.71960724232927e-11","5.71926601931248e-11","6.8034126480725e-11","5.71779627606133e-11","1.07631705839862e-10","5.80088590732676e-11","5.71627830857227e-11","6.79870640085369e-11","5.71480856532112e-11","1.07453100798693e-10","5.79750728799129e-11","6.79946629793606e-11","5.71447574501245e-11","1.0743175061336e-10","5.79703308298508e-11","6.79630907169286e-11","1.77490549803037e-10","6.88314484944033e-11","1.07357434140044e-10","5.79555895571231e-11","1.11351394751368e-10","5.72293836809709e-11","5.72248608319903e-11","6.80759354336608e-11","5.72101232126139e-11","1.07796691187169e-10","5.80455825611137e-11","5.71956997814542e-11","6.80295963250416e-11","5.71809621620779e-11","1.07618802202867e-10","5.80125087712738e-11","6.80360846770526e-11","5.71765233401784e-11","1.07596334092018e-10","5.80066597557503e-11","6.80044685744043e-11","1.77664770822576e-10","6.88773930410759e-11","1.07521981085189e-10","5.79918782961577e-11","1.11520508385709e-10","5.71124837442318e-11","6.79376926182909e-11","5.70978849522071e-11","1.07056880230561e-10","5.79285547570772e-11","6.79451892952766e-11","5.70944544552823e-11","1.07035420444687e-10","5.79237140665284e-11","6.79137120199799e-11","1.77095154892311e-10","6.87857596823257e-11","1.06961206265209e-10","5.79090714342873e-11","1.10958849454701e-10","6.78984848515216e-11","5.70649317229619e-11","1.06857173431952e-10","5.78902822482554e-11","6.78670075762249e-11","1.76899715208087e-10","6.87351461526181e-11","1.06782959252474e-10","5.78756396160143e-11","1.10776678742608e-10","6.78745846269405e-11","1.76889266623205e-10","6.87413130097097e-11","1.0676157984033e-10","5.78708792991954e-11","1.10753896443542e-10","1.76798166653753e-10","6.87097918941967e-11","1.80834023898444e-10","1.10679631117146e-10","A"
"4","4","0","0.814542778598365","9.67418450105742e-10","9.68766319182207e-10","9.62997282272623e-10","9.64784109780942e-10","9.61813752313503e-10","1.96456537475214e-09","9.60681725761971e-10","2.78194646991011e-09","1.02772101175059e-09","0.0110566898016717","0.0110666872291797","0.0110253288368024","0.0110381944508475","0.0110168111253078","0.018227816849722","0.0110087122635911","0.0238775242982223","0.0114804041734858","4.41420537182895e-10","4.39582140741024e-10","4.40020869832004e-10","4.39304146839376e-10","6.76240527952392e-10","4.39012490774264e-10","8.96542422355614e-10","4.55968873781488e-10","4.39920320240471e-10","4.40492296378948e-10","4.39602977997529e-10","6.77603336948615e-10","4.39286979036846e-10","8.99603598808954e-10","4.55524640509544e-10","4.38884977248605e-10","4.38167042025645e-10","6.7534197041007e-10","4.37879350281347e-10","8.92499798015677e-10","4.54119600029616e-10","4.38619040124306e-10","6.75859953154331e-10","4.38311887168743e-10","8.9521532500969e-10","4.54503090733069e-10","6.74744701249546e-10","4.37603191106686e-10","8.90938052193194e-10","4.53777259631464e-10","6.73799816850779e-10","2.52449024006061e-09","6.90705384473035e-10","8.90090080694967e-10","4.53497398239846e-10","9.5378190729417e-10","0.0011216023390327","0.00111466507087667","0.00111569927803834","0.0011140878469619","0.00161543254844348","0.00111331555832936","0.00225635859487762","0.00115637539051161","0.00111550545008172","0.00111767562236455","0.00111459237680432","0.00162500920232287","0.00111361244971559","0.00228041511094564","0.00115054413037321","0.00111270885827372","0.00111108677730956","0.00161446526380211","0.00111034843089983","0.00222858313801553","0.00114730223584034","0.00111223421682588","0.00161617542964411","0.00111132986958553","0.00224903092245023","0.00114786530571077","0.00161116599729342","0.00110978639166368","0.00221706105883881","0.00114617602739051","0.00160482361125311","0.0146266651880951","0.00164742343699453","0.00221154565375769","0.00114550460350107","0.00265282986679802","9.55462091296317e-11","9.56678253185437e-11","9.54871047102359e-11","1.37041901785053e-10","9.54194327710663e-11","1.87187201865527e-10","9.86287306656974e-11","9.52220685679398e-11","9.50909593050146e-11","1.36406758617422e-10","9.50314944928176e-11","1.85150016030815e-10","9.8241529554542e-11","9.51778549238297e-11","1.365127550547e-10","9.51127548787413e-11","1.85892245004874e-10","9.8308578997055e-11","1.36266623152976e-10","9.49843157988431e-11","1.84730535191716e-10","9.81751845161404e-11","1.36016870941749e-10","6.3033723133837e-10","1.39420330458023e-10","1.84508860856e-10","9.81179885404418e-11","2.01468798646763e-10","9.53271066879968e-11","9.51460174961424e-11","1.36769878936861e-10","9.50795086428312e-11","1.86004933281211e-10","9.80814578155936e-11","9.52714833354308e-11","1.36914445594613e-10","9.51993310584827e-11","1.86785740666488e-10","9.81870856693253e-11","1.36618341954705e-10","9.50209202404007e-11","1.85574050924402e-10","9.80037112594815e-11","1.36361529320872e-10","6.31488915679057e-10","1.39556902948184e-10","1.8534531616608e-10","9.79394630519232e-11","2.02097241784591e-10","9.49422481300492e-11","1.36346212626821e-10","9.48783029800738e-11","1.84815456840871e-10","9.78667947580097e-11","1.36099720332296e-10","9.47495035073744e-11","1.83653403016403e-10","9.77330316935485e-11","1.35851123016181e-10","6.29329179910449e-10","1.39047225619841e-10","1.83432859003563e-10","9.76769906129628e-11","2.0018540711873e-10","1.36209558229205e-10","9.4834605352929e-11","1.84399465259347e-10","9.78039307864379e-11","1.35955325680199e-10","6.30094326590365e-10","1.39137225531194e-10","1.84173302395107e-10","9.77422544729608e-11","2.00911680520591e-10","1.35711503568701e-10","6.28817160028898e-10","1.38888439827934e-10","1.83013918753666e-10","9.76111697822721e-11","1.99747251379933e-10","6.28406312235537e-10","1.38642111348318e-10","6.45368756394417e-10","1.99528968012847e-10","A"
"5","5","0","0.822855041064649","8.11109088141272e-07","8.15672546685182e-07","8.16982416077215e-07","8.11398458441132e-07","8.10039465645593e-07","9.68782624420535e-07","8.0981735391254e-07","2.42934545162715e-06","1.64358668073778e-06","0.0122486324142403","0.0122802201360366","0.0122896892407669","0.0122507094151255","0.0122412749270767","0.0133373602192393","0.0122397517930942","0.0232233507591367","0.0179837078377538","3.54929223315386e-07","3.55108418096452e-07","3.5389567306807e-07","3.53598467673386e-07","3.87386411746812e-07","3.53547649600494e-07","7.21844777172986e-07","5.35510904200249e-07","3.56128190901746e-07","3.54908513134965e-07","3.54607434210256e-07","3.88419103655089e-07","3.54555427667925e-07","7.25342486751242e-07","5.38858558507404e-07","3.55165838777342e-07","3.54864231643992e-07","3.88679114358051e-07","3.5481592256214e-07","7.28774170249518e-07","5.38830651484266e-07","3.53658881536567e-07","3.87417399987016e-07","3.53610704506875e-07","7.22120370030823e-07","5.36017808424951e-07","3.87138593859953e-07","3.53311012129845e-07","7.21070071167885e-07","5.34914116472002e-07","3.87070278875867e-07","9.24475427293361e-07","5.69707307613127e-07","7.20846154721979e-07","5.34864332807697e-07","1.72262060275223e-06","0.000815889038278307","0.000815406748576223","0.000813086168854529","0.000812499938960575","0.000872174590349373","0.000812382025889486","0.00165460723706788","0.00116972362771464","0.000817588140391371","0.000815200761292248","0.000814577210288637","0.000874480746453807","0.000814447758323741","0.00168071398430595","0.00119438332555124","0.000815473007068004","0.000814844137355529","0.00087477850400259","0.000814750293695741","0.00171163587587059","0.00119190102102103","0.000812595134834482","0.000871985460668069","0.000812502733536419","0.00165678051559832","0.00117413040337757","0.000871577182152043","0.000811892434231164","0.00164892270921105","0.00116575677237809","0.000871290242316205","0.0033461367707752","0.00123510525371463","0.00164713363978534","0.00116564895583908","0.00992014927147016","6.71274225051079e-08","6.69747206886337e-08","6.69358313275254e-08","7.08506936790964e-08","6.69280897696477e-08","1.20480770317766e-07","9.05740648146801e-08","6.69736532670074e-08","6.69346098450458e-08","7.08503525443499e-08","6.69278806870611e-08","1.21352963829957e-07","9.04945253969973e-08","6.67858585890238e-08","7.06860851595325e-08","6.67791679462525e-08","1.19705283004052e-07","8.99035754746547e-08","7.06533252195157e-08","6.67406527329307e-08","1.19460271225592e-07","8.9643900404266e-08","7.06410938881994e-08","1.70040033985656e-07","9.3829673264169e-08","1.19405216479235e-07","8.96367750898015e-08","3.67941929270891e-07","6.71107509199129e-08","6.70706510806716e-08","7.0992919357547e-08","6.70635917922871e-08","1.22173690012804e-07","9.12738917429099e-08","6.69199850683302e-08","7.0826748220757e-08","6.69129697973323e-08","1.20524105434926e-07","9.06810325664213e-08","7.07929208591138e-08","6.68733926645575e-08","1.2027802623484e-07","9.04202955765796e-08","7.07803648995709e-08","1.70864380598555e-07","9.46126325292672e-08","1.2022265236243e-07","9.04128401317151e-08","3.69403240481706e-07","6.69402660792308e-08","7.08479095793906e-08","6.69342687102992e-08","1.21417812444844e-07","9.0623001144292e-08","7.08139336590675e-08","6.68945375166712e-08","1.21171579183905e-07","9.0362110093597e-08","7.08023900994176e-08","1.71758868917086e-07","9.45553218918445e-08","1.21117217711388e-07","9.0355672550799e-08","3.70218618552074e-07","7.06517020783829e-08","6.67478605799952e-08","1.19525934162132e-07","8.97732014775606e-08","7.06402025361197e-08","1.70097608727399e-07","9.3950886142666e-08","1.19471616707002e-07","8.97667969478025e-08","3.68130411720542e-07","7.0606749322263e-08","1.69857636939711e-07","9.36962675695691e-08","1.19225922659049e-07","8.95064396079207e-08","3.67663497291615e-07","1.69797773293862e-07","9.36843168490927e-08","4.18536812003271e-07","3.67608717653925e-07","A"
"6","6","0","0.162274253466119","3.41950013245331e-10","4.15420646375127e-10","5.40939442701289e-10","3.6636323285051e-10","3.22553123513214e-10","3.27986137652753e-10","3.22506418375724e-10","3.18707540155606e-08","9.51453336179524e-09","0.0032647017374074","0.00385356676718849","0.00484572306334401","0.0034604565296911","0.00310932383703735","0.00314807162332616","0.00310899121748087","0.217773481756425","0.0765004473812515","1.38702972271282e-10","1.61974527413456e-10","1.29446860476319e-10","1.21252465114987e-10","1.22270057800476e-10","1.21243715405746e-10","6.88345647198457e-09","1.82205686163182e-09","1.75833976802096e-10","1.43450957716863e-10","1.34953834422269e-10","1.3597885610617e-10","1.34945039688795e-10","7.18594727762106e-09","1.84590625777774e-09","1.66573242519231e-10","1.58320991018752e-10","1.593495996332e-10","1.58312166269124e-10","7.68403631751524e-09","1.87121455913096e-09","1.25803657143042e-10","1.26823523552288e-10","1.25794899929763e-10","6.98393807287127e-09","1.82992121435866e-09","1.18651827908325e-10","1.17627691701003e-10","6.80358660467937e-09","1.81582478742473e-09","1.18643003158697e-10","6.82694061419988e-09","1.81716470859282e-09","6.80338441585795e-09","1.81581350135037e-09","4.5131695437151e-08","0.000111892165986088","0.000132241641920752","0.00010255622778337","9.49325028832733e-05","9.56733273354468e-05","9.49261608279526e-05","0.0152414660473923","0.00152913456357945","0.000146211867875201","0.000117962016515598","0.000107310330021911","0.000108087129507493","0.000107303806989826","0.0181927840125903","0.00164303296716242","0.000136822447104226","0.000128613136473325","0.000129410653864191","0.00012860645607014","0.0230524458748801","0.00168451926238101","9.90332553954493e-05","9.97848912421771e-05","9.90269290772385e-05","0.0162222047555172","0.00156640545357113","9.24108670660877e-05","9.16746378500275e-05","0.0144626065111666","0.00149973776803905","9.24040450289126e-05","0.0146687510693541","0.00150215171481266","0.0144608248185235","0.00149971850581644","0.389118063553192","1.14249975632435e-11","9.66300422881168e-12","9.11127634208846e-12","9.17241362220034e-12","9.11075481139187e-12","8.94216082127231e-10","1.00265109367325e-10","1.08545395956759e-11","1.03694954117425e-11","1.04316016508644e-11","1.0368967315012e-11","1.0244613423157e-09","1.02049862451436e-10","8.57090581808878e-12","8.63058356265409e-12","8.57039648145524e-12","8.41185700284279e-10","9.7863982040234e-11","8.16742209386582e-12","8.10849006315624e-12","7.93874716717623e-10","9.57878996577967e-11","8.16689118312073e-12","8.00167783752088e-10","9.59368323158568e-11","7.93820207379781e-10","9.57866915075499e-11","1.08375398261142e-08","1.17447821766981e-11","1.11773164446019e-11","1.12415191245635e-11","1.11767761538083e-11","1.10385359255937e-09","1.0562042668913e-10","9.41812962068122e-12","9.47994132628023e-12","9.41760808998463e-12","9.20650529591221e-10","1.01473867441239e-10","8.93429921502368e-12","8.87328293753745e-12","8.73208015232482e-10","9.9315383208741e-11","8.93375704822039e-12","8.79534520263839e-10","9.94683905598695e-11","8.73153265765398e-10","9.9314145042339e-11","1.09212642480054e-08","1.06357002501615e-11","1.06984490226056e-11","1.06351721534309e-11","1.05082741297814e-09","1.03217993659289e-10","1.02195440804153e-11","1.01575288277638e-11","1.00349727910447e-09","1.0112616029941e-10","1.02189934715683e-11","1.00983819189032e-09","1.01279873030186e-10","1.00344246960507e-09","1.0112491462897e-10","1.10517379911673e-08","8.42133250271611e-12","8.3617654427231e-12","8.20224158430089e-10","9.69431164148746e-11","8.42080159197102e-12","8.26527611054252e-10","9.70933247595307e-11","8.20169649092247e-10","9.6941900760589e-11","1.08653016479934e-08","7.96504567147332e-12","7.79208583158003e-10","9.50222400669341e-11","7.72870852084601e-10","9.48732548806023e-11","1.08154364096839e-08","7.79153773658609e-10","9.50210019005321e-11","1.08231685712632e-08","1.08153710945302e-08","AIJ"
"7","7","0","0.914366268443259","4.89006850898832e-07","4.89990700295935e-07","4.89496299639446e-07","4.88994608662363e-07","4.8835718704668e-07","5.45908972335047e-07","4.88219049226751e-07","1.62287928502014e-06","7.60189720385476e-07","0.00679623224904654","0.00680199601502282","0.00679908258062758","0.00679623675639041","0.00679248157552707","0.00713187668123473","0.00679170124161924","0.0123191984497315","0.00833871349561116","1.83482186906997e-07","1.83307649066556e-07","1.8320716644026e-07","1.83098757309734e-07","1.94256300677807e-07","1.83052797340519e-07","4.15122477852459e-07","2.36305511524253e-07","1.83501908599735e-07","1.83398021531275e-07","1.83276046214549e-07","1.9445007877472e-07","1.83244924798807e-07","4.16518024033279e-07","2.36612014483931e-07","1.83298364224291e-07","1.8317561517071e-07","1.94349355430291e-07","1.83146591441554e-07","4.15941400940282e-07","2.36414264537827e-07","1.83077419366675e-07","1.94237610634209e-07","1.83048137725234e-07","4.15258449209193e-07","2.36345161239558e-07","1.94120501262597e-07","1.82924546158188e-07","4.14319407773097e-07","2.36141427728438e-07","1.94085322026902e-07","5.04208304150758e-07","2.47517233666361e-07","4.14179860032676e-07","2.36106764317313e-07","7.84077074800229e-07","0.000233669756224356","0.000232637187127811","0.000232478496931256","0.000232502090059336","0.000246270757897744","0.000232245840517489","0.0006585580124645","0.000304122287605939","0.000232914054246509","0.00023271553744121","0.000232581796097259","0.000246541761948046","0.000232497829210832","0.000672791922703193","0.000305703203255409","0.000232553167420948","0.00023241012968026","0.000246366891091263","0.000232350583442077","0.000667087879033214","0.000304400827371777","0.000232277849701705","0.000246077329461113","0.000232215275091858","0.000660161570474202","0.000304606580576808","0.000245999771454254","0.000232062641638631","0.000650534658663399","0.00030352284608459","0.000245868723952539","0.00157903341083987","0.00031982731741447","0.000649191118053312","0.000303397767292143","0.0043999603481474","1.5794224877877e-08","1.57843640315079e-08","1.57798054318678e-08","1.66080939595454e-08","1.57714275811383e-08","3.89289493338033e-08","1.99820895783236e-08","1.57548395226648e-08","1.57500627722168e-08","1.65782771501124e-08","1.57422577016874e-08","3.8769624019649e-08","1.99258625508909e-08","1.57417536980968e-08","1.65662842288527e-08","1.57338777016889e-08","3.86021787670505e-08","1.9925469234656e-08","1.65630409818669e-08","1.57288763526259e-08","3.83752632400334e-08","1.98986592526142e-08","1.65535605561185e-08","6.06246640156892e-08","2.07818626789738e-08","3.83373845224203e-08","1.98893185293535e-08","1.28687097078505e-07","1.57699123464631e-08","1.57614495996064e-08","1.65941441288221e-08","1.57576797817051e-08","3.91125441939906e-08","1.99724114198232e-08","1.57522077427217e-08","1.65812184247977e-08","1.5748366998942e-08","3.89441661586274e-08","1.99710874700927e-08","1.65742902560378e-08","1.57396796534703e-08","3.87135624859326e-08","1.99405914916422e-08","1.65688450829174e-08","6.09674423382739e-08","2.08282761439564e-08","3.86797200955822e-08","1.99352870956442e-08","1.29060562664485e-07","1.57428487506742e-08","1.65717842083337e-08","1.57395797124598e-08","3.88052245120765e-08","1.99352419609943e-08","1.65646378887658e-08","1.57306752908149e-08","3.85744016139393e-08","1.99045310556395e-08","1.65597644212109e-08","6.08282083911332e-08","2.07921383342682e-08","3.85411309291544e-08","1.98997962159379e-08","1.28894914200806e-07","1.65532639569905e-08","1.57229142803008e-08","3.84075753508251e-08","1.99047567288891e-08","1.65483195635572e-08","6.06576982808794e-08","2.07886823096471e-08","3.83742315908927e-08","1.9899953112578e-08","1.28736005844846e-07","1.65409486453744e-08","6.04284099608389e-08","2.07595016838509e-08","3.81431894673132e-08","1.98690143847047e-08","1.28483157237557e-07","6.03934628462004e-08","2.07530947128338e-08","1.50791942316869e-07","1.28448347676137e-07","A"
