"","replicate","BSMreplicate","nodeStart","nodeEnd","nodeEndLabel","ageStart","ageEnd","rangeAncestor","rangeStart","rangeEnd","transitionCladog","transitionCladogType","transitionAnag","transitionAnagType","transitionTime","nodeOfInterest","BGBeventTypeClado","BGBeventTypeAnag"
"79",1,1,200,79,"Brachyteles_hypoxanthus",2.98,0.06,"C","C","C","C -> C","in_situ_speciation","–","–","–","","",""
"80",1,1,190,80,"Solimoea_acrensis",12.09,7.59,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"81",1,1,176,81,"Mohanamico_hershkovitzi",18.94,12.61,"AIJ","A","A","AIJ -> A","subset_sympatry","–","–","–","","",""
"82",1,1,209,82,"Cacajao_hosomi",2.14,0.04,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"83",1,1,209,83,"Cacajao_melanocephalus",2.14,0.04,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"84",1,1,208,84,"Cacajao_calvus",3.88,0.05,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"85",1,1,210,85,"Chiropotes_chiropotes",2.62,0.05,"D","D","D","D -> D","in_situ_speciation","–","–","–","","",""
"86",1,1,210,86,"Chiropotes_utahicki",2.62,0.05,"D","D","D","D -> D","in_situ_speciation","–","–","–","","",""
"87",1,1,212,87,"Pithecia_irrorata",0.68,0.05,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"88",1,1,212,88,"Pithecia_monachus",0.68,0.05,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"89",1,1,211,89,"Pithecia_pithecia",3.32,0.06,"AD","AD","D","AD -> AD","subset_sympatry","AD -> D","extinction","1.1","","","e"
"90",1,1,205,90,"Cebupithecia_sarmientoi",15.65,12.58,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"91",1,1,213,91,"Proteropithecia_neuquenensis",15.79,15.69,"AI","I","I","AI -> I","allopatry","–","–","–","","",""
"92",1,1,213,92,"Nuciruptor_rubricae",15.79,12.58,"AI","A","A","AI -> A","allopatry","–","–","–","","",""
"93",1,1,214,93,"Mazzonicebus_almendrae",20.1,20,"I","I","I","I -> I","in_situ_speciation","–","–","–","","",""
"94",1,1,214,94,"Soriacebus_ameghinorum",20.1,17.09,"I","I","I","I -> I","in_situ_speciation","–","–","–","","",""
"95",1,1,216,95,"Insulacebus_toussentiana",0.11,0.01,"J","J","J","J -> J","in_situ_speciation","–","–","–","","",""
"96",1,1,216,96,"Xenothrix_mcgregori",0.11,0.01,"J","J","J","J -> J","in_situ_speciation","–","–","–","","",""
"97",1,1,215,97,"Antillothrix_bernensis",2.53,1.42,"J","J","J","J -> J","in_situ_speciation","–","–","–","","",""
"98",1,1,225,98,"Callicebus_hoffmannsi",3.23,0.03,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"99",1,1,225,99,"Callicebus_moloch",3.23,0.03,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"100",1,1,224,100,"Callicebus_cupreus",5.24,0.04,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"101",1,1,223,101,"Callicebus_brunneus",5.58,0.05,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"102",1,1,226,102,"Callicebus_caligatus",1.92,0.05,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"103",1,1,226,103,"Callicebus_donacophilus",1.92,0.05,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"104",1,1,228,104,"Callicebus_coimbrai",3.8,0.05,"CE","E","E","CE -> E","allopatry","–","–","–","","",""
"105",1,1,228,105,"Callicebus_personatus",3.8,0.05,"CE","C","C","CE -> C","allopatry","–","–","–","","",""
"106",1,1,227,106,"Callicebus_nigrifrons",5.46,0.06,"C","C","BC","C -> C","in_situ_speciation","C -> BC","dispersal","1.39","","","d"
"107",1,1,229,107,"Callicebus_lugens",3.3,0.07,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","0.27","","","d"
"108",1,1,229,108,"Callicebus_torquatus",3.3,0.07,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"109",1,1,219,109,"Miocallicebus_villaviejai",17.52,12.59,"AI","AI","A","AI -> AI","subset_sympatry","AI -> A","extinction","14.02","","","e"
"110",1,1,218,110,"Carlocebus_carmenensis",19.34,17.1,"AI","I","I","AI -> I","subset_sympatry","–","–","–","","",""
"111",1,1,217,111,"Homunculus_patagonicus",24.73,16.61,"I","I","I","I -> I","in_situ_speciation","–","–","–","","",""
"112",1,1,119,112,"Lagonimico_conclucatus",28.46,12.64,"AI","AI","A","AI -> AI","subset_sympatry","AI -> A","extinction","27.36","","","e"
"113",1,1,231,113,"Szalatavus_attricuspis",28.03,26.55,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"114",1,1,231,114,"Branisella_boliviana",28.03,26.55,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"115",1,1,230,115,"Canaanimico_amazonensis",30.73,26.7,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"116",1,1,117,116,"Perupithecus_ucayaliensis",39.73,37.66,"AC","A","A","AC -> A","subset_sympatry","–","–","–","","",""
"117",1,1,117,118,"inNode118",39.73,33,"AC","AC","A","AC -> AC","subset_sympatry","AC -> A","extinction","34.74","","sympatry (y)","e"
"118",1,1,118,119,"inNode119",33,28.46,"A","A","AI","A -> A","in_situ_speciation","A -> AI","dispersal","31.8","","subset (s)","d"
"119",1,1,119,120,"inNode120",28.46,28.32,"AI","I","I","AI -> I","subset_sympatry","–","–","–","","sympatry (y)",""
"120",1,1,120,121,"inNode121",28.32,25.33,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"121",1,1,121,122,"inNode122",25.33,23.86,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"122",1,1,122,123,"inNode123",23.86,22.77,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"123",1,1,123,124,"inNode124",22.77,22.2,"I","I","AI","I -> I","in_situ_speciation","I -> AI","dispersal","22.51","","subset (s)","d"
"124",1,1,124,125,"inNode125",22.2,19.2,"AI","A","A","AI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"125",1,1,125,126,"inNode126",19.2,16.61,"A","A","AC","A -> A","in_situ_speciation","A -> AC","dispersal","16.74","","subset (s)","d"
"126",1,1,126,127,"inNode127",16.61,14.12,"AC","AC","AC","AC -> AC","subset_sympatry","–","–","–","","subset (s)",""
"127",1,1,127,128,"inNode128",14.12,12.56,"AC","AC","AC","AC -> AC","subset_sympatry","–","–","–","","subset (s)",""
"128",1,1,128,129,"inNode129",12.56,7.2,"AC","AC","ABC","AC -> AC","subset_sympatry","AC -> ABC","dispersal","10.96","","vicariance (v)","d"
"129",1,1,129,130,"inNode130",7.2,5.7,"ABC","A","A","ABC -> A","allopatry","–","–","–","","sympatry (y)",""
"130",1,1,130,131,"inNode131",5.7,2.75,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","4.07","","vicariance (v)","d"
"131",1,1,131,132,"inNode132",2.75,1.56,"AD","A","AD","AD -> A","allopatry","A -> AD","dispersal","2.09","","subset (s)","d"
"132",1,1,132,133,"inNode133",1.56,0.79,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"133",1,1,129,134,"inNode134",7.2,5.94,"ABC","BC","BC","ABC -> BC","allopatry","–","–","–","","subset (s)",""
"134",1,1,134,135,"inNode135",5.94,1.89,"BC","BC","BCE","BC -> BC","subset_sympatry","BC -> BCE","dispersal","4.01","","subset (s)","d"
"135",1,1,135,136,"inNode136",1.89,1.49,"BCE","BCE","BCE","BCE -> BCE","subset_sympatry","–","–","–","","subset (s)",""
"136",1,1,136,137,"inNode137",1.49,0.9,"BCE","BCE","BCE","BCE -> BCE","subset_sympatry","–","–","–","","subset (s)",""
"137",1,1,126,138,"inNode138",16.61,0.65,"AC","C","CE","AC -> C","subset_sympatry","C -> CE","dispersal","2.83","","vicariance (v)","d"
"138",1,1,138,139,"inNode139",0.65,0.19,"CE","C","C","CE -> C","allopatry","–","–","–","","sympatry (y)",""
"139",1,1,125,140,"inNode140",19.2,9.03,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"140",1,1,140,141,"inNode141",9.03,8.01,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"141",1,1,141,142,"inNode142",8.01,6.72,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","7.47","","subset (s)","d"
"142",1,1,142,143,"inNode143",6.72,4.96,"AD","D","D","AD -> D","subset_sympatry","–","–","–","","sympatry (y)",""
"143",1,1,143,144,"inNode144",4.96,3.15,"D","D","D","D -> D","in_situ_speciation","–","–","–","","sympatry (y)",""
"144",1,1,142,145,"inNode145",6.72,1.54,"AD","AD","AG","AD -> AD","subset_sympatry","AD -> AG","dispersal_and_extinction","6.42","","subset (s)","d"
"145",1,1,141,146,"inNode146",8.01,2.3,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"146",1,1,146,147,"inNode147",2.3,1.43,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"147",1,1,140,148,"inNode148",9.03,3.96,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"148",1,1,148,149,"inNode149",3.96,2.36,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"149",1,1,149,150,"inNode150",2.36,1.76,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"150",1,1,124,151,"inNode151",22.2,20.09,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"151",1,1,151,152,"inNode152",20.09,12.58,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"152",1,1,152,153,"inNode153",12.58,6.51,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"153",1,1,153,154,"inNode154",6.51,3.94,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"154",1,1,154,155,"inNode155",3.94,3.69,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"155",1,1,155,156,"inNode156",3.69,1.98,"A","A","AG","A -> A","in_situ_speciation","A -> AG","dispersal","3.47","","subset (s)","d"
"156",1,1,153,157,"inNode157",6.51,4.56,"A","A","AB","A -> A","in_situ_speciation","A -> AB","dispersal","4.58","","subset (s)","d"
"157",1,1,157,158,"inNode158",4.56,1.9,"AB","AB","ABD","AB -> AB","subset_sympatry","AB -> ABD","dispersal","3.19","","subset (s)","d"
"158",1,1,123,159,"inNode159",22.77,21.49,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"159",1,1,159,160,"inNode160",21.49,20.26,"I","I","AI","I -> I","in_situ_speciation","I -> AI","dispersal","20.95","","vicariance (v)","d"
"160",1,1,160,161,"inNode161",20.26,18.76,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"161",1,1,161,162,"inNode162",18.76,12.57,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"162",1,1,162,163,"inNode163",12.57,9.82,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"163",1,1,163,164,"inNode164",9.82,5.38,"A","A","ADE","A -> A","in_situ_speciation","A -> ADE","dispersal","8.09","","subset (s)","d"
"164",1,1,164,165,"inNode165",5.38,2.66,"ADE","ADE","ADE","ADE -> ADE","subset_sympatry","–","–","–","","vicariance (v)",""
"165",1,1,165,166,"inNode166",2.66,0.82,"ADE","AD","ABD","ADE -> AD","allopatry","AD -> ABD","dispersal","1.45","","vicariance (v)","d"
"166",1,1,165,167,"inNode167",2.66,1.82,"ADE","E","CE","ADE -> E","allopatry","E -> CE","dispersal","1.97","","vicariance (v)","d"
"167",1,1,164,168,"inNode168",5.38,2.02,"ADE","A","AH","ADE -> A","subset_sympatry","A -> AH","dispersal","2.14","","subset (s)","d"
"168",1,1,168,169,"inNode169",2.02,1.74,"AH","AH","AH","AH -> AH","subset_sympatry","–","–","–","","vicariance (v)",""
"169",1,1,161,170,"inNode170",18.76,14.31,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"170",1,1,170,171,"inNode171",14.31,12.61,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"171",1,1,171,172,"inNode172",12.61,2.66,"A","A","ADF","A -> A","in_situ_speciation","A -> ADF","dispersal","11.2","","subset (s)","d"
"172",1,1,172,173,"inNode173",2.66,2.09,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","subset (s)",""
"173",1,1,173,174,"inNode174",2.09,1.73,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","vicariance (v)",""
"174",1,1,159,175,"inNode175",21.49,21.29,"I","I","GI","I -> I","in_situ_speciation","I -> GI","dispersal","21.49","","vicariance (v)","d"
"175",1,1,121,176,"inNode176",25.33,18.94,"I","I","AIJ","I -> I","in_situ_speciation","I -> AIJ","dispersal","21.47","","subset (s)","d"
"176",1,1,176,177,"inNode177",18.94,18.09,"AIJ","AIJ","AIJ","AIJ -> AIJ","subset_sympatry","–","–","–","","subset (s)",""
"177",1,1,177,178,"inNode178",18.09,18.03,"AIJ","AIJ","AIJ","AIJ -> AIJ","subset_sympatry","–","–","–","","vicariance (v)",""
"178",1,1,178,179,"inNode179",18.03,15.17,"AIJ","A","A","AIJ -> A","allopatry","–","–","–","","sympatry (y)",""
"179",1,1,179,180,"inNode180",15.17,12.79,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"180",1,1,180,181,"inNode181",12.79,5.06,"A","A","ADF","A -> A","in_situ_speciation","A -> ADF","dispersal","7.44","","subset (s)","d"
"181",1,1,181,182,"inNode182",5.06,3.93,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","vicariance (v)",""
"182",1,1,182,183,"inNode183",3.93,3.49,"ADF","A","AB","ADF -> A","allopatry","A -> AB","dispersal","3.53","","vicariance (v)","d"
"183",1,1,183,184,"inNode184",3.49,1.86,"AB","A","A","AB -> A","allopatry","–","–","–","","sympatry (y)",""
"184",1,1,184,185,"inNode185",1.86,0.46,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","0.51","","subset (s)","d"
"185",1,1,185,186,"inNode186",0.46,0.07,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"186",1,1,182,187,"inNode187",3.93,3.11,"ADF","DF","CD","ADF -> DF","allopatry","DF -> CD","dispersal_and_extinction","3.56","","vicariance (v)","e"
"187",1,1,181,188,"inNode188",5.06,2.39,"ADF","F","F","ADF -> F","subset_sympatry","–","–","–","","sympatry (y)",""
"188",1,1,178,189,"inNode189",18.03,17.66,"AIJ","IJ","IJ","AIJ -> IJ","allopatry","–","–","–","","vicariance (v)",""
"189",1,1,177,190,"inNode190",18.09,12.09,"AIJ","A","A","AIJ -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"190",1,1,190,191,"inNode191",12.09,10.51,"A","A","AC","A -> A","in_situ_speciation","A -> AC","dispersal","10.86","","subset (s)","d"
"191",1,1,191,192,"inNode192",10.51,3.77,"AC","A","ADG","AC -> A","subset_sympatry","A -> ADG","dispersal","10.14","","subset (s)","d"
"192",1,1,192,193,"inNode193",3.77,2.49,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"193",1,1,193,194,"inNode194",2.49,2.31,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"194",1,1,194,195,"inNode195",2.31,1.63,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","vicariance (v)",""
"195",1,1,192,196,"inNode196",3.77,1.32,"ADG","D","AD","ADG -> D","subset_sympatry","D -> AD","dispersal","2.39","","vicariance (v)","d"
"196",1,1,191,197,"inNode197",10.51,8.53,"AC","AC","AC","AC -> AC","subset_sympatry","–","–","–","","vicariance (v)",""
"197",1,1,197,198,"inNode198",8.53,4.03,"AC","A","AB","AC -> A","allopatry","A -> AB","dispersal","7.05","","vicariance (v)","d"
"198",1,1,198,199,"inNode199",4.03,0.43,"AB","A","A","AB -> A","allopatry","–","–","–","","sympatry (y)",""
"199",1,1,197,200,"inNode200",8.53,2.98,"AC","C","C","AC -> C","allopatry","–","–","–","","sympatry (y)",""
"200",1,1,120,201,"inNode201",28.32,25.5,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"201",1,1,201,202,"inNode202",25.5,22.85,"I","I","I","I -> I","in_situ_speciation","–","–","–","","sympatry (y)",""
"202",1,1,202,203,"inNode203",22.85,21.28,"I","I","AI","I -> I","in_situ_speciation","I -> AI","dispersal","21.54","","subset (s)","d"
"203",1,1,203,204,"inNode204",21.28,17.31,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","subset (s)",""
"204",1,1,204,205,"inNode205",17.31,15.65,"AI","A","A","AI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"205",1,1,205,206,"inNode206",15.65,14.43,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","14.83","","subset (s)","d"
"206",1,1,206,207,"inNode207",14.43,6.77,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"207",1,1,207,208,"inNode208",6.77,3.88,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
