"","replicate","BSMreplicate","nodeStart","nodeEnd","nodeEndLabel","ageStart","ageEnd","rangeAncestor","rangeStart","rangeEnd","transitionCladog","transitionCladogType","transitionAnag","transitionAnagType","transitionTime","nodeOfInterest","BGBeventTypeClado","BGBeventTypeAnag"
"6287",3,8,181,186,"inNode186",4.34,3.95,"CEF","CEF","CEF","CEF -> CEF","subset_sympatry","–","–","–","","subset (s)",""
"6288",3,8,180,187,"inNode187",5.23,2.93,"CEF","F","FG","CEF -> F","subset_sympatry","F -> FG","dispersal","4.55","","subset (s)","d"
"6289",3,8,175,188,"inNode188",21.35,18.74,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6290",3,8,188,189,"inNode189",18.74,14.89,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6291",3,8,189,190,"inNode190",14.89,5.92,"A","A","AB","A -> A","in_situ_speciation","A -> AB","dispersal","13.46","","subset (s)","d"
"6292",3,8,190,191,"inNode191",5.92,3.99,"AB","AB","A","AB -> AB","subset_sympatry","AB -> A","extinction","4.56","","sympatry (y)","e"
"6293",3,8,191,192,"inNode192",3.99,2.89,"A","A","ADG","A -> A","in_situ_speciation","A -> ADG","dispersal","3.53","","subset (s)","d"
"6294",3,8,192,193,"inNode193",2.89,2.27,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"6295",3,8,193,194,"inNode194",2.27,1.94,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","vicariance (v)",""
"6296",3,8,191,195,"inNode195",3.99,0.81,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","2.26","","vicariance (v)","d"
"6297",3,8,189,196,"inNode196",14.89,11.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6298",3,8,196,197,"inNode197",11.5,4.14,"A","A","C","A -> A","in_situ_speciation","A -> C","dispersal_and_extinction","9.89","","sympatry (y)","d"
"6299",3,8,196,198,"inNode198",11.5,0.44,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6300",3,8,118,199,"inNode199",33.59,28.37,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6301",3,8,199,200,"inNode200",28.37,24.03,"A","A","AIJ","A -> A","in_situ_speciation","A -> AIJ","dispersal","27.54","","vicariance (v)","d"
"6302",3,8,200,201,"inNode201",24.03,23.66,"AIJ","AI","AI","AIJ -> AI","allopatry","–","–","–","","subset (s)",""
"6303",3,8,201,202,"inNode202",23.66,22.54,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","subset (s)",""
"6304",3,8,202,203,"inNode203",22.54,17.47,"AI","AI","ADI","AI -> AI","subset_sympatry","AI -> ADI","dispersal","20.68","","subset (s)","d"
"6305",3,8,203,204,"inNode204",17.47,17.01,"ADI","ADI","ADI","ADI -> ADI","subset_sympatry","–","–","–","","vicariance (v)",""
"6306",3,8,204,205,"inNode205",17.01,13.84,"ADI","AD","AD","ADI -> AD","allopatry","–","–","–","","subset (s)",""
"6307",3,8,205,206,"inNode206",13.84,7.18,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"6308",3,8,206,207,"inNode207",7.18,3.66,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"6309",3,8,207,208,"inNode208",3.66,2.05,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"6310",3,8,206,209,"inNode209",7.18,2.32,"AD","D","D","AD -> D","subset_sympatry","–","–","–","","sympatry (y)",""
"6311",3,8,203,210,"inNode210",17.47,15.88,"ADI","A","A","ADI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"6312",3,8,210,211,"inNode211",15.88,3.77,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","14.04","","vicariance (v)","d"
"6313",3,8,211,212,"inNode212",3.77,0.16,"AD","A","A","AD -> A","allopatry","–","–","–","","sympatry (y)",""
"6314",3,8,199,213,"inNode213",28.37,19.16,"A","A","AI","A -> A","in_situ_speciation","A -> AI","dispersal","20.55","","subset (s)","d"
"6315",3,8,213,214,"inNode214",19.16,13.11,"AI","A","AC","AI -> A","subset_sympatry","A -> AC","dispersal","14.14","","subset (s)","d"
"6316",3,8,214,215,"inNode215",13.11,10.22,"AC","AC","AC","AC -> AC","subset_sympatry","–","–","–","","vicariance (v)",""
"6317",3,8,215,216,"inNode216",10.22,6.73,"AC","A","A","AC -> A","allopatry","–","–","–","","sympatry (y)",""
"6318",3,8,216,217,"inNode217",6.73,3.76,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","6","","subset (s)","d"
"6319",3,8,217,218,"inNode218",3.76,3.55,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"6320",3,8,218,219,"inNode219",3.55,2.8,"AD","A","A","AD -> A","allopatry","–","–","–","","sympatry (y)",""
"6321",3,8,216,220,"inNode220",6.73,2.12,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6322",3,8,215,221,"inNode221",10.22,4.85,"AC","C","C","AC -> C","allopatry","–","–","–","","sympatry (y)",""
"6323",3,8,221,222,"inNode222",4.85,2.22,"C","C","CE","C -> C","in_situ_speciation","C -> CE","dispersal","4.38","","vicariance (v)","d"
"6324",3,8,214,223,"inNode223",13.11,5.42,"AC","A","A","AC -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"6325",3,8,213,224,"inNode224",19.16,17.4,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","subset (s)",""
"6326",3,8,224,225,"inNode225",17.4,17,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"6327",3,8,117,226,"inNode226",33.79,27.02,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6328",3,8,226,227,"inNode227",27.02,26.97,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"6329",3,9,129,1,"Mico_humeralifer",0.77,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"6330",3,9,129,2,"Mico_mauesi",0.77,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"6331",3,9,128,3,"Mico_emiliae",1.65,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"6332",3,9,127,4,"Mico_argentatus",2.68,0,"AD","D","D","AD -> D","subset_sympatry","–","–","–","","",""
"6333",3,9,126,5,"Cebuella_pygmaea",6,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"6334",3,9,133,6,"Callithrix_jacchus",0.43,0,"BCE","B","B","BCE -> B","subset_sympatry","–","–","–","","",""
"6335",3,9,133,7,"Callithrix_penicillata",0.43,0,"BCE","BCE","BCE","BCE -> BCE","subset_sympatry","–","–","–","","",""
"6336",3,9,132,8,"Callithrix_kuhlii",0.97,0,"BCE","E","E","BCE -> E","subset_sympatry","–","–","–","","",""
