"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","infraspecificEpithet","informationWithheld","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","individualCount","continent","vernacularName","locality","higherClassification","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","depth","depthAccuracy","gadm","sex","recordNumber","habitat","verbatimCoordinateSystem","preparations","georeferencedBy","georeferenceProtocol","georeferenceSources","county","fieldNumber","locationRemarks","organismID","ownerInstitutionCode","datasetID","collectionID","disposition","organismRemarks","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","otherCatalogNumbers","previousIdentifications","identificationQualifier"
"44","665836323","Aotus infulatus (Kuhl, 1820)",-2.433333,-54.700001,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.100+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1951,1,26,"1951-01-26T00:00:00",NA,"2021-03-30T10:22:14.100+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BRA","none","none","Brazil","The Field Museum of Natural History","ab26f03c-3432-4fcc-bb9f-21e494b8f6ed",NA,NA,NA,NA,"Mammals","665836323","ab26f03c-3432-4fcc-bb9f-21e494b8f6ed",NA,"W. A. Riffler","74180",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Santarem","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Santarem",NA,NA,"en","PhysicalObject","26","http://fieldmuseum.org/about/copyright-information",NA,15,NA,NA,NA,NA,"FEMALE","4",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"37308","decimal degrees","2573053","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","665842058","Aotus azarae boliviensis Elliot, 1907",-14,-69,"gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.204+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Puno",1951,10,31,"1951-10-31T00:00:00",NA,"2021-03-30T10:22:13.204+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PER","none","none","Peru","The Field Museum of Natural History","be7ffad8-cb42-40e4-ac15-296d059d01b8",NA,NA,NA,NA,"Mammals","665842058","be7ffad8-cb42-40e4-ac15-296d059d01b8",NA,"H. H. Heller","79876",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Pampa Grande, below San Ignacio","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Peru, Puno, Sandia, Neotropics: Pampa Grande, below San Ignacio",NA,NA,"en","PhysicalObject","31","http://fieldmuseum.org/about/copyright-information",NA,914,NA,NA,NA,NA,"MALE","157",NA,NA,"skin,skull",NA,"not recorded",NA,"Sandia","69454","decimal degrees","2578749","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","665819387","Aotus azarae azarae",-22.3333,-57.966701,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.841+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",7262068,1,44,359,798,3239574,2436667,5707409,7262068,"Aotus azarae azarae","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Alto Paraguay",1945,6,6,"1945-06-06T00:00:00",NA,"2021-03-30T10:22:13.841+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PRY","none","none","Paraguay","The Field Museum of Natural History","a360b030-3139-4ac2-a734-cf4e6b0ae189",NA,NA,NA,NA,"Mammals","665819387","a360b030-3139-4ac2-a734-cf4e6b0ae189",NA,"P. Willim","54333",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae azarae",NA,"azarae",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Puerto Casado, 30 km W on RR","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Paraguay, Alto Paraguay, Neotropics: Puerto Casado, 30 km W on RR",NA,NA,"en","PhysicalObject","6","http://fieldmuseum.org/about/copyright-information",NA,150,NA,NA,NA,NA,"FEMALE","31",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"7704","decimal degrees","2553559","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","665819382","Aotus azarae azarae",-22.3333,-57.916698,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.503+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",7262068,1,44,359,798,3239574,2436667,5707409,7262068,"Aotus azarae azarae","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Alto Paraguay",1945,7,24,"1945-07-24T00:00:00",NA,"2021-03-30T10:22:14.503+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PRY","none","none","Paraguay","The Field Museum of Natural History","41e41ffc-2347-4922-8861-7505e1242e51",NA,NA,NA,NA,"Mammals","665819382","41e41ffc-2347-4922-8861-7505e1242e51",NA,"P. Willim","54331",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae azarae",NA,"azarae",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Puerto Casado, 7 km SW Laguna General Diaz","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Paraguay, Alto Paraguay, Neotropics: Puerto Casado, 7 km SW Laguna General Diaz",NA,NA,"en","PhysicalObject","24","http://fieldmuseum.org/about/copyright-information",NA,150,NA,NA,NA,NA,"FEMALE","53",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"7702","decimal degrees","2553557","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","665819385","Aotus azarae azarae",-22.3333,-57.916698,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.749+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",7262068,1,44,359,798,3239574,2436667,5707409,7262068,"Aotus azarae azarae","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Alto Paraguay",1945,7,24,"1945-07-24T00:00:00",NA,"2021-03-30T10:22:11.749+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PRY","none","none","Paraguay","The Field Museum of Natural History","181b61a8-bb58-4bb0-8d7b-255fa4f87d1d",NA,NA,NA,NA,"Mammals","665819385","181b61a8-bb58-4bb0-8d7b-255fa4f87d1d",NA,"P. Willim","54332",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae azarae",NA,"azarae",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Puerto Casado, 7 km SW Laguna General Diaz","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Paraguay, Alto Paraguay, Neotropics: Puerto Casado, 7 km SW Laguna General Diaz",NA,NA,"en","PhysicalObject","24","http://fieldmuseum.org/about/copyright-information",NA,150,NA,NA,NA,NA,"FEMALE","54",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"7703","decimal degrees","2553558","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","665826497","Aotus azarae azarae",-22.5,-60,"gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.989+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",7262068,1,44,359,798,3239574,2436667,5707409,7262068,"Aotus azarae azarae","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Boqueron",1945,12,19,"1945-12-19T00:00:00",NA,"2021-03-30T10:22:12.989+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PRY","none","none","Paraguay","The Field Museum of Natural History","9416ea37-6abd-438a-bbe0-45f6b113b44a",NA,NA,NA,NA,"Mammals","665826497","9416ea37-6abd-438a-bbe0-45f6b113b44a",NA,"J. Unger","63864",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae azarae",NA,"azarae",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Colonia Mennonita, Orloff","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Paraguay, Boqueron, Neotropics: Colonia Mennonita, Orloff",NA,NA,"en","PhysicalObject","19","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,"MALE","14",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"21163","decimal degrees","2563089","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","665816797","Aotus azarae boliviensis Elliot, 1907",-17.1,-65.48333,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.181+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Cochabamba",1940,2,20,"1940-02-20T00:00:00",NA,"2021-03-30T10:22:13.181+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","62ef03d3-a2a0-4a57-bf2b-84d656fc7c11",NA,NA,NA,NA,"Mammals","665816797","62ef03d3-a2a0-4a57-bf2b-84d656fc7c11",NA,"F. B. Steinbach","51886",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Palmar","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, Cochabamba, Chapare, Neotropics: Palmar",NA,NA,"en","PhysicalObject","20","http://fieldmuseum.org/about/copyright-information",NA,1200,NA,NA,NA,NA,"FEMALE","390",NA,NA,"skin,skull",NA,"not recorded",NA,"Chapare","57398","decimal degrees","2551112","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","382059868","Aotus azarae (Humboldt, 1812)",-26.66935,-60.82363,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.336+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","PRESERVED_SPECIMEN","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Chaco",1934,7,28,"1934-07-28T00:00:00",NA,"2021-03-30T12:17:37.336+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"3709751",NA,NA,NA,NA,"ZV-M","382059868",NA,NA,"Strada A.","33",NA,"APN-AR-MFA",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin localidad precisa",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,108,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","665790541","Aotus azarae boliviensis Elliot, 1907",-17.083332,-65.633331,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.766+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Cochabamba",1915,3,5,"1915-03-05T00:00:00",NA,"2021-03-30T10:22:17.766+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","a4bec1c4-7ecf-4102-8f84-2e882636d746",NA,NA,NA,NA,"Mammals","665790541","a4bec1c4-7ecf-4102-8f84-2e882636d746",NA,"R. H. Becker","21539",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Junction of Rio San Antonio and Rio Espirito Santo","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, Cochabamba, Chapare, Neotropics: Junction of Rio San Antonio and Rio Espirito Santo",NA,NA,"en","PhysicalObject","5","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,"FEMALE","680",NA,NA,"skin,skull",NA,"not recorded",NA,"Chapare","38242","decimal degrees","2520765","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","665790545","Aotus azarae boliviensis Elliot, 1907",-17.083332,-65.633331,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.207+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Cochabamba",1915,3,5,"1915-03-05T00:00:00",NA,"2021-03-30T10:22:15.207+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","c4cf0290-497b-4135-a115-2390f1b8ef26",NA,NA,NA,NA,"Mammals","665790545","c4cf0290-497b-4135-a115-2390f1b8ef26",NA,"R. H. Becker","21543",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Junction of Rio San Antonio and Rio Espirito Santo, colonias","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, Cochabamba, Chapare, Neotropics: Junction of Rio San Antonio and Rio Espirito Santo, colonias",NA,NA,"en","PhysicalObject","5","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,"FEMALE","679",NA,NA,"skull",NA,"not recorded",NA,"Chapare","38245","decimal degrees","2520769","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","665790411","Aotus azarae boliviensis Elliot, 1907",-17.450001,-63.666668,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.336+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Santa Cruz",1914,8,21,"1914-08-21T00:00:00",NA,"2021-03-30T10:22:16.336+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","2ab1d08e-7346-447b-b59a-a6546f96d884",NA,NA,NA,NA,"Mammals","665790411","2ab1d08e-7346-447b-b59a-a6546f96d884",NA,"J. B. Steinbach","21410",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Buena Vista","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, Santa Cruz, Ichilo, Neotropics: Buena Vista",NA,NA,"en","PhysicalObject","21","http://fieldmuseum.org/about/copyright-information",NA,400,NA,NA,NA,NA,"FEMALE","570",NA,NA,"skin,skull",NA,"not recorded",NA,"Ichilo","38126","decimal degrees","2520636","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
