"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","infraspecificEpithet","informationWithheld","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","individualCount","continent","vernacularName","locality","higherClassification","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","depth","depthAccuracy","gadm","sex","recordNumber","habitat","verbatimCoordinateSystem","preparations","georeferencedBy","georeferenceProtocol","georeferenceSources","county","fieldNumber","locationRemarks","organismID","ownerInstitutionCode","datasetID","collectionID","disposition","organismRemarks","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","otherCatalogNumbers","previousIdentifications","identificationQualifier"
"16","382060056","Aotus azarae (Humboldt, 1812)",-25.12037,-58.17324,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.254+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Formosa",2004,1,28,"2004-01-28T00:00:00",NA,"2021-03-30T12:17:37.254+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"3709908",NA,NA,NA,NA,"NEA-IABIN","382060056",NA,NA,"Gpque. CARPINETTO y Voluntarios Alarcon y Rojo","APN-PI-839",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Puente E&ordm; Poi</p>",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","382060076","Aotus azarae (Humboldt, 1812)",-25.12249,-58.17482,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.252+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Formosa",2004,1,20,"2004-01-20T00:00:00",NA,"2021-03-30T12:17:37.252+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"3709918",NA,NA,NA,NA,"NEA-IABIN","382060076",NA,NA,"Gpque. BLANCO, BIF Servin y Vol. Alarcon","APN-PI-981",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Dto. E&ordm; Poi (Detr&aacute;s de la caballeriza)</p>",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","699206331","Aotus azarae (Humboldt, 1812)",-25.12037,-58.17324,"gass84,colmano,inmano","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2021-03-03T21:24:52.672+00:00","2021-03-09T14:12:12.034+00:00",118,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,248.5,"Formosa",2004,1,28,"2004-01-28T00:00:00",NA,"2021-03-09T14:12:12.034+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"699206331",NA,NA,NA,NA,"AVISTAJES","699206331",NA,NA,"Gpque. CARPINETTO y Voluntarios Alarcon y Rojo","APN-PI-839",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"<p>Puente E&ordm; Poi</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","699206337","Aotus azarae (Humboldt, 1812)",-25.12249,-58.17482,"gass84,colmano,inmano","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2021-03-03T21:24:52.672+00:00","2021-03-09T14:12:12.063+00:00",118,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,56,"Formosa",2004,1,20,"2004-01-20T00:00:00",NA,"2021-03-09T14:12:12.063+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"699206337",NA,NA,NA,NA,"AVISTAJES","699206337",NA,NA,"Gpque. BLANCO, BIF Servin y Vol. Alarcon","APN-PI-981",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"<p>Dto. E&ordm; Poi (Detr&aacute;s de la caballeriza)</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","382060070","Aotus azarae (Humboldt, 1812)",-24.9945,-58.31231,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.252+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Formosa",2004,2,21,"2004-02-21T00:00:00",NA,"2021-03-30T12:17:37.252+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"3709915",NA,NA,NA,NA,"NEA-IABIN","382060070",NA,NA,"Gpques. SUCUNZA, WAISMAN, CARPINETTO, Vol. SCARAFFIA","APN-PI-938",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Paso Piedras (cercan&iacute;as de Pto. Ramos)</p>",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","699206336","Aotus azarae (Humboldt, 1812)",-24.9945,-58.31231,"gass84,colmano,inmano","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2021-03-03T21:24:52.672+00:00","2021-03-09T14:12:12.034+00:00",118,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,796.3,"Formosa",2004,2,21,"2004-02-21T00:00:00",NA,"2021-03-09T14:12:12.034+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"699206336",NA,NA,NA,NA,"AVISTAJES","699206336",NA,NA,"Gpques. SUCUNZA, WAISMAN, CARPINETTO, Vol. SCARAFFIA","APN-PI-938",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"<p>Paso Piedras (cercan&iacute;as de Pto. Ramos)</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","382069065","Aotus azarae (Humboldt, 1812)",-25.08334,-58.21064,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.558+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Formosa",2004,7,23,"2004-07-23T00:00:00",NA,"2021-03-30T12:17:37.558+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"4373405",NA,NA,NA,NA,"NEA-IABIN","382069065",NA,NA,"Brig. SERVIN","APN-PI-1037",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Estero Poi<br />&nbsp;</p>",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","699206294","Aotus azarae (Humboldt, 1812)",-25.08334,-58.21064,"gass84,colmano,inmano","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2021-03-03T21:24:52.672+00:00","2021-03-09T14:12:11.853+00:00",118,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,7668.5,"Formosa",2004,7,23,"2004-07-23T00:00:00",NA,"2021-03-09T14:12:11.853+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"699206294",NA,NA,NA,NA,"AVISTAJES","699206294",NA,NA,"Brig. SERVIN","APN-PI-1037",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"<p>Estero Poi<br />&nbsp;</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","382060066","Aotus azarae (Humboldt, 1812)",-25.12361,-58.17504,"gass84,cdpi,colmano,inmano","a6058f47-15ae-412e-b316-912dd6e2ec9b","979dd240-16f7-11df-b5b3-b8a03c50a862","254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce","AR","DWC_ARCHIVE","2021-03-28T08:44:26.950+00:00","2021-03-30T12:17:37.254+00:00",77,"614053e2-79b2-40db-9e73-07ff944da7c6","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,"Formosa",2004,8,20,"2004-08-20T00:00:00",NA,"2021-03-30T12:17:37.254+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"3709913",NA,NA,NA,NA,"NEA-IABIN","382060066",NA,NA,"Gpque. BLANCO","APN-PI-902",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Area acampe, Dto. E&ordm; Poi<br />&nbsp;</p>",NA,NA,NA,NA,NA,NA,NA,"SOUTH AMERICA",NA,NA,NA,NA,NA,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","699206334","Aotus azarae (Humboldt, 1812)",-25.12361,-58.17504,"gass84,colmano,inmano","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2021-03-03T21:24:52.672+00:00","2021-03-09T14:12:12.036+00:00",118,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,26.5,"Formosa",2004,8,20,"2004-08-20T00:00:00",NA,"2021-03-09T14:12:12.036+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",TRUE,"WGS84","Mammalia","ARG","none","none","Argentina",NA,"699206334",NA,NA,NA,NA,"AVISTAJES","699206334",NA,NA,"Gpque. BLANCO","APN-PI-902",NA,"APN-AR",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"<p>Area acampe, Dto. E&ordm; Poi<br />&nbsp;</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","1319605492","Aotus azarae infulatus (Kuhl, 1820)",-3.65,-52.37,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:03.558+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707410,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","LC",NA,NA,"Para",1986,8,14,"1986-08-14T00:00:00",NA,"2021-09-08T13:30:03.558+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BRA","none","none","Brazil",NA,"http://n2t.net/ark:/65665/36a4bb45f-013d-4d92-a604-9a550af41515",NA,"14 Aug 1986","NMNH Extant Biology",NA,"Mammals","1319605492","http://n2t.net/ark:/65665/36a4bb45f-013d-4d92-a604-9a550af41515",NA,"L. Emmons","549846",NA,"USNM",NA,NA,NA,NA,"Aotus azarae infulatus (Kuhl, 1820)",NA,"infulatus",NA,NA,NA,NA,NA,NA,1,"SOUTH_AMERICA",NA,"Altamira, 52 Km SSW, E Bank Rio Xingu","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"South America, Brazil, Para","226",NA,NA,"PhysicalObject","226",NA,NA,NA,NA,NA,NA,NA,"MALE","LHE 502","Ecological remarks by collector(s): yes; abandoned highly overgrown banana plantation, in group of 3-4, 5-6 m.","Degrees Minutes Seconds","Anatomical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","865710061","Aotus azarae (Humboldt, 1812)",-23.40034,-58.98501,"gass84,colmano,inmafu","5a659248-1f70-11e3-b2c5-00145eb45e9a","23539a57-1347-4dd3-af2a-cf9478563baa","60416b42-f762-11e1-a439-00145eb45e9a","CH","BIOCASE","2021-08-24T10:02:40.358+00:00","2021-08-24T12:29:29.484+00:00",211,"23539a57-1347-4dd3-af2a-cf9478563baa","PRESERVED_SPECIMEN","PRESENT",5707409,1,44,359,798,3239574,2436667,5707409,5707409,"Aotus azarae (Humboldt, 1812)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SPECIES","ACCEPTED","LC",NA,NA,NA,1985,8,2,"1985-08-02T00:00:00",NA,"2021-08-24T12:29:29.484+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PRY","none","none","Paraguay",NA,NA,NA,NA,NA,NA,"Mammals housed at MHNG, Geneva","865710061",NA,NA,"C. Dlouhy","MHNG-MAM-1689.064",NA,"MHNG",NA,NA,NA,NA,"Aotus azarae (Humboldt, 1812)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estancia Apendice, km 293 Transchaco/Departamento de Presidente Hayes",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"8d572607-d32c-4477-8834-c9dbe76c57f9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","665848955","Aotus azarae boliviensis Elliot, 1907",-13.066667,-64.816666,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.395+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"El Beni",1963,3,16,"1963-03-16T00:00:00",NA,"2021-03-30T10:22:16.395+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","2e41c372-b6b9-45f0-97c3-5ca943bf6461",NA,NA,NA,NA,"Mammals","665848955","2e41c372-b6b9-45f0-97c3-5ca943bf6461",NA,"M. L. Kuns","96014",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Joaquin","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, El Beni, Mamore, Neotropics: San Joaquin",NA,NA,"en","PhysicalObject","16","http://fieldmuseum.org/about/copyright-information",NA,200,NA,NA,NA,NA,"MALE","15",NA,NA,"skin,skull",NA,"not recorded",NA,"Mamore","19048","decimal degrees","2594884","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","665853888","Aotus azarae boliviensis Elliot, 1907",-13.066667,-64.816666,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.578+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"El Beni",1963,5,1,"1963-05-01T00:00:00",NA,"2021-03-30T10:22:14.578+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","61c8e08c-618c-4427-998a-9d6421f41024",NA,NA,NA,NA,"Mammals","665853888","61c8e08c-618c-4427-998a-9d6421f41024",NA,"M. L. Kuns","119360",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Joaquin","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, El Beni, Mamore, Neotropics: San Joaquin",NA,NA,"en","PhysicalObject","1","http://fieldmuseum.org/about/copyright-information",NA,200,NA,NA,NA,NA,"MALE","351",NA,NA,"skin,skull",NA,"not recorded",NA,"Mamore","66134","decimal degrees","2618128","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","665853889","Aotus azarae boliviensis Elliot, 1907",-13.066667,-64.816666,"cdround,gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.295+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"El Beni",1963,6,7,"1963-06-07T00:00:00",NA,"2021-03-30T10:22:14.295+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BOL","none","none","Bolivia (Plurinational State of)","The Field Museum of Natural History","295e5985-8acc-489e-961f-ed64a31b8169",NA,NA,NA,NA,"Mammals","665853889","295e5985-8acc-489e-961f-ed64a31b8169",NA,"M. L. Kuns","119361",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"San Joaquin","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Bolivia, El Beni, Mamore, Neotropics: San Joaquin",NA,NA,"en","PhysicalObject","7","http://fieldmuseum.org/about/copyright-information",NA,200,NA,NA,NA,NA,"MALE","854",NA,NA,"skin,skull",NA,"not recorded",NA,"Mamore","66135","decimal degrees","2618129","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA
