0.00	0.25	0.51	0.41	0.25	0.06	0.06	0.00	0.00	0.48
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06
0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
