"","replicate","BSMreplicate","nodeStart","nodeEnd","nodeEndLabel","ageStart","ageEnd","rangeAncestor","rangeStart","rangeEnd","transitionCladog","transitionCladogType","transitionAnag","transitionAnagType","transitionTime","nodeOfInterest","BGBeventTypeClado","BGBeventTypeAnag"
"38",1,1,141,142,"inNode142",4.95,3.13,"AD","D","D","AD -> D","subset_sympatry","–","–","–","","sympatry (y)",""
"39",1,1,140,143,"inNode143",7,0.75,"A","A","AG","A -> A","in_situ_speciation","A -> AG","dispersal","6.53","","subset (s)","d"
"40",1,1,139,144,"inNode144",8.15,4.37,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"41",1,1,144,145,"inNode145",4.37,1.92,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"42",1,1,148,24,"Saguinus_nigricollis",2.91,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"43",1,1,148,25,"Saguinus_melanoleucus",2.91,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"44",1,1,147,26,"Saguinus_tripartitus",3.64,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"45",1,1,146,27,"Saguinus_fuscicollis",4.9,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"46",1,1,138,146,"inNode146",10.4,4.9,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"47",1,1,146,147,"inNode147",4.9,3.64,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"48",1,1,147,148,"inNode148",3.64,2.91,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"49",1,1,154,28,"Aotus_griseimembra",1.12,0,"ADG","A","AG","ADG -> A","subset_sympatry","A -> AG","dispersal","0.63","","","d"
"50",1,1,154,29,"Aotus_lemurinus",1.12,0,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","",""
"51",1,1,153,30,"Aotus_vociferans",3.09,0,"ADG","A","A","ADG -> A","subset_sympatry","–","–","–","","",""
"52",1,1,152,31,"Aotus_trivirgatus",3.46,0,"ADG","A","A","ADG -> A","subset_sympatry","–","–","–","","",""
"53",1,1,156,32,"Aotus_azarae",2.25,0,"A","A","ABD","A -> A","in_situ_speciation","A -> ABD","dispersal","1.41","","","d"
"54",1,1,156,33,"Aotus_nigriceps",2.25,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"55",1,1,155,34,"Aotus_nancymaae",4.79,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"56",1,1,150,151,"inNode151",13.47,5.58,"A","A","ADG","A -> A","in_situ_speciation","A -> ADG","dispersal","12.04","","subset (s)","d"
"57",1,1,151,152,"inNode152",5.58,3.46,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"58",1,1,152,153,"inNode153",3.46,3.09,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"59",1,1,153,154,"inNode154",3.09,1.12,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"60",1,1,151,155,"inNode155",5.58,4.79,"ADG","A","A","ADG -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"61",1,1,155,156,"inNode156",4.79,2.25,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"62",1,1,150,35,"Aotus_dindensis",13.47,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"63",1,1,149,36,"Tremacebus_harringtoni",20.01,19.91,"AI","I","I","AI -> I","allopatry","–","–","–","",NA,""
"64",1,1,164,37,"Sapajus_apella",0.6,0,"ABD","AD","AD","ABD -> AD","allopatry","–","–","–","","",""
"65",1,1,164,38,"Sapajus_libidinosus",0.6,0,"ABD","B","B","ABD -> B","allopatry","–","–","–","","",""
"66",1,1,165,39,"Sapajus_robustus",2.87,0,"CE","C","C","CE -> C","allopatry","–","–","–","","",""
"67",1,1,165,40,"Sapajus_xanthosternos",2.87,0,"CE","E","E","CE -> E","allopatry","–","–","–","","",""
"68",1,1,167,41,"Cebus_albifrons",2.67,0,"AH","A","A","AH -> A","allopatry","–","–","–","","",""
"69",1,1,167,42,"Cebus_olivaceus",2.67,0,"AH","H","DH","AH -> H","allopatry","H -> DH","dispersal","0.27","","","d"
"70",1,1,166,43,"Cebus_capucinus",3.75,0,"A","A","AFG","A -> A","in_situ_speciation","A -> AFG","dispersal","3.38","","","d"
"71",1,1,161,162,"inNode162",10.29,7.09,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"72",1,1,162,163,"inNode163",7.09,4.06,"A","A","ABC","A -> A","in_situ_speciation","A -> ABC","dispersal","6.51","","vicariance (v)","d"
"73",1,1,163,164,"inNode164",4.06,0.6,"ABC","AB","ABD","ABC -> AB","allopatry","AB -> ABD","dispersal","1.04","","vicariance (v)","d"
"74",1,1,163,165,"inNode165",4.06,2.87,"ABC","C","CE","ABC -> C","allopatry","C -> CE","dispersal","3.62","","vicariance (v)","d"
"75",1,1,162,166,"inNode166",7.09,3.75,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"76",1,1,166,167,"inNode167",3.75,2.67,"A","A","AH","A -> A","in_situ_speciation","A -> AH","dispersal","3.04","","vicariance (v)","d"
"77",1,1,161,44,"Acrecebus_fraileyi",10.29,7.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"78",1,1,160,45,"Patasola_magdalenae",12.51,12.41,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"79",1,1,159,46,"Killikaike_blakei",16.51,16.41,"AI","I","I","AI -> I","allopatry","–","–","–","",NA,""
"80",1,1,158,47,"Dolichocebus_gaimanensis",21.35,20,"AI","I","I","AI -> I","subset_sympatry","–","–","–","",NA,""
"81",1,1,173,48,"Saimiri_oerstedii",1.05,0,"ADF","F","F","ADF -> F","allopatry","–","–","–","","",""
"82",1,1,173,49,"Saimiri_sciureus",1.05,0,"ADF","AD","AD","ADF -> AD","allopatry","–","–","–","","",""
"83",1,1,172,50,"Saimiri_ustus",1.89,0,"ADF","A","A","ADF -> A","subset_sympatry","–","–","–","","",""
"84",1,1,171,51,"Saimiri_boliviensis",2.55,0,"ADF","A","A","ADF -> A","subset_sympatry","–","–","–","","",""
"85",1,1,170,171,"inNode171",12.51,2.55,"AD","AD","ADF","AD -> AD","subset_sympatry","AD -> ADF","dispersal","10.6","","subset (s)","d"
"86",1,1,171,172,"inNode172",2.55,1.89,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","subset (s)",""
"87",1,1,172,173,"inNode173",1.89,1.05,"ADF","ADF","ADF","ADF -> ADF","subset_sympatry","–","–","–","","vicariance (v)",""
"88",1,1,170,52,"Laventiana_annectens",12.51,12.41,"AD","A","A","AD -> A","subset_sympatry","–","–","–","",NA,""
"89",1,1,169,53,"Neosaimiri_fieldsi",13.41,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"90",1,1,168,54,"Panamacebus_transitus",22.29,20.93,"AG","G","G","AG -> G","allopatry","–","–","–","",NA,""
"91",1,1,120,55,"Chilecebus_carrascoensis",25.19,20.09,"AI","I","I","AI -> I","subset_sympatry","–","–","–","",NA,""
"92",1,1,185,56,"Alouatta_macconnelli",0.07,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"93",1,1,185,57,"Alouatta_seniculus",0.07,0,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"94",1,1,184,58,"Alouatta_nigerrima",0.88,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"95",1,1,183,59,"Alouatta_sara",1.95,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"96",1,1,182,60,"Alouatta_caraya",4.35,0,"ABD","B","BCE","ABD -> B","allopatry","B -> BCE","dispersal","3.78","","","d"
"97",1,1,186,61,"Alouatta_belzebul",4.57,0,"DE","D","D","DE -> D","allopatry","–","–","–","","",""
"98",1,1,186,62,"Alouatta_guariba",4.57,0,"DE","E","CE","DE -> E","allopatry","E -> CE","dispersal","0.94","","","d"
"99",1,1,187,63,"Alouatta_palliata",1.92,0,"F","F","FG","F -> F","in_situ_speciation","F -> FG","dispersal","1.42","","","d"
"100",1,1,187,64,"Alouatta_pigra",1.92,0,"F","F","F","F -> F","in_situ_speciation","–","–","–","","",""
"101",1,1,188,65,"Paralouatta_varonai",1.25,1.16,"BJ","J","J","BJ -> J","allopatry","–","–","–","","",""
"102",1,1,188,66,"Cartelles_coimbrafilhoi",1.25,0.02,"BJ","B","B","BJ -> B","allopatry","–","–","–","","",""
"103",1,1,178,179,"inNode179",15.15,6.38,"A","A","BDF","A -> A","in_situ_speciation","A -> BDF","dispersal_and_extinction","12.95","","subset (s)","d"
"104",1,1,179,180,"inNode180",6.38,5.5,"BDF","BDF","BDF","BDF -> BDF","subset_sympatry","–","–","–","","vicariance (v)",""
"105",1,1,180,181,"inNode181",5.5,4.77,"BDF","BD","BD","BDF -> BD","allopatry","–","–","–","","subset (s)",""
"106",1,1,181,182,"inNode182",4.77,4.35,"BD","BD","ABD","BD -> BD","subset_sympatry","BD -> ABD","dispersal","4.66","","vicariance (v)","d"
"107",1,1,182,183,"inNode183",4.35,1.95,"ABD","AD","AD","ABD -> AD","allopatry","–","–","–","","subset (s)",""
"108",1,1,183,184,"inNode184",1.95,0.88,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"109",1,1,184,185,"inNode185",0.88,0.07,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"110",1,1,181,186,"inNode186",4.77,4.57,"BD","D","DE","BD -> D","subset_sympatry","D -> DE","dispersal","4.72","","vicariance (v)","d"
"111",1,1,180,187,"inNode187",5.5,1.92,"BDF","F","F","BDF -> F","allopatry","–","–","–","","sympatry (y)",""
"112",1,1,179,188,"inNode188",6.38,1.25,"BDF","B","BJ","BDF -> B","subset_sympatry","B -> BJ","dispersal","1.73","","vicariance (v)","d"
"113",1,1,178,67,"Stirtonia_tatacoensis",15.15,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"114",1,1,177,68,"Stirtonia_victoriae",15.16,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"115",1,1,176,69,"Solimoea_acrensis",15.24,7.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"116",1,1,193,70,"Ateles_belzebuth",1.87,0,"ADG","AD","AD","ADG -> AD","allopatry","–","–","–","","",""
"117",1,1,193,71,"Ateles_geoffroyi",1.87,0,"ADG","G","FG","ADG -> G","allopatry","G -> FG","dispersal","0.69","","","d"
"118",1,1,192,72,"Ateles_hybridus",2.76,0,"ADG","A","AH","ADG -> A","subset_sympatry","A -> AH","dispersal","0.86","","","d"
"119",1,1,191,73,"Ateles_fusciceps",3.06,0,"ADG","G","G","ADG -> G","subset_sympatry","–","–","–","","",""
"120",1,1,194,74,"Ateles_chamek",1.02,0,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"121",1,1,194,75,"Ateles_paniscus",1.02,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"122",1,1,189,190,"inNode190",14.32,3.59,"ACD","AD","ADG","ACD -> AD","allopatry","AD -> ADG","dispersal","10.9","","subset (s)","d"
"123",1,1,190,191,"inNode191",3.59,3.06,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"124",1,1,191,192,"inNode192",3.06,2.76,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","subset (s)",""
"125",1,1,192,193,"inNode193",2.76,1.87,"ADG","ADG","ADG","ADG -> ADG","subset_sympatry","–","–","–","","vicariance (v)",""
"126",1,1,190,194,"inNode194",3.59,1.02,"ADG","A","AD","ADG -> A","subset_sympatry","A -> AD","dispersal","3.14","","vicariance (v)","d"
"127",1,1,197,76,"Lagothrix_cana",0.62,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"128",1,1,197,77,"Lagothrix_lagotricha",0.62,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"129",1,1,196,78,"Caipora_bambuiorum",1.27,0.02,"AB","B","B","AB -> B","allopatry","–","–","–","","",""
"130",1,1,198,79,"Brachyteles_arachnoides",3.03,0,"C","C","C","C -> C","in_situ_speciation","–","–","–","","",""
"131",1,1,198,80,"Brachyteles_hypoxanthus",3.03,0,"C","C","C","C -> C","in_situ_speciation","–","–","–","","",""
"132",1,1,189,195,"inNode195",14.32,7.91,"ACD","C","ABC","ACD -> C","allopatry","C -> ABC","dispersal","9.95","","vicariance (v)","d"
"133",1,1,195,196,"inNode196",7.91,1.27,"ABC","AB","AB","ABC -> AB","allopatry","–","–","–","","vicariance (v)",""
"134",1,1,196,197,"inNode197",1.27,0.62,"AB","A","A","AB -> A","allopatry","–","–","–","","sympatry (y)",""
"135",1,1,195,198,"inNode198",7.91,3.03,"ABC","C","C","ABC -> C","allopatry","–","–","–","","sympatry (y)",""
"136",1,1,174,81,"Mohanamico_hershkovitzi",22.84,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"137",1,1,199,82,"Canaanimico_amazonensis",26.99,26.56,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"138",1,1,199,83,"Szalatavus_attricuspis",26.99,26.42,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"139",1,1,211,84,"Callicebus_hoffmannsi",2.92,0,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"140",1,1,211,85,"Callicebus_moloch",2.92,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"141",1,1,210,86,"Callicebus_brunneus",3.44,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"142",1,1,209,87,"Callicebus_cupreus",4.07,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"143",1,1,212,88,"Callicebus_caligatus",2.17,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"144",1,1,212,89,"Callicebus_donacophilus",2.17,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"145",1,1,207,208,"inNode208",10.66,5.65,"ACD","AD","AD","ACD -> AD","allopatry","–","–","–","","subset (s)",""
"146",1,1,208,209,"inNode209",5.65,4.07,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"147",1,1,209,210,"inNode210",4.07,3.44,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"148",1,1,210,211,"inNode211",3.44,2.92,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"149",1,1,208,212,"inNode212",5.65,2.17,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"150",1,1,214,90,"Callicebus_coimbrai",4.12,0,"CE","E","E","CE -> E","allopatry","–","–","–","","",""
"151",1,1,214,91,"Callicebus_personatus",4.12,0,"CE","C","C","CE -> C","allopatry","–","–","–","","",""
"152",1,1,213,92,"Callicebus_nigrifrons",6.29,0,"C","C","BC","C -> C","in_situ_speciation","C -> BC","dispersal","4.95","","","d"
"153",1,1,207,213,"inNode213",10.66,6.29,"ACD","C","C","ACD -> C","allopatry","–","–","–","","sympatry (y)",""
"154",1,1,213,214,"inNode214",6.29,4.12,"C","C","CE","C -> C","in_situ_speciation","C -> CE","dispersal","5.44","","vicariance (v)","d"
"155",1,1,215,93,"Callicebus_lugens",2.85,0,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","",""
"156",1,1,215,94,"Callicebus_torquatus",2.85,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"157",1,1,206,215,"inNode215",12.01,2.85,"ACD","A","AD","ACD -> A","subset_sympatry","A -> AD","dispersal","5.31","","subset (s)","d"
"158",1,1,205,95,"Miocallicebus_villaviejai",12.51,12.41,"ACD","A","A","ACD -> A","subset_sympatry","–","–","–","",NA,""
"159",1,1,204,96,"Carlocebus_carmenensis",17.01,16.91,"ADI","I","I","ADI -> I","allopatry","–","–","–","",NA,""
"160",1,1,203,97,"Homunculus_patagonicus",21.26,16.5,"ADI","I","I","ADI -> I","subset_sympatry","–","–","–","",NA,""
"161",1,1,222,98,"Cacajao_hosomi",0.83,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"162",1,1,222,99,"Cacajao_melanocephalus",0.83,0,"AD","A","A","AD -> A","allopatry","–","–","–","","",""
"163",1,1,221,100,"Cacajao_calvus",3.53,0,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","",""
"164",1,1,220,221,"inNode221",9.02,3.53,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","subset (s)",""
"165",1,1,221,222,"inNode222",3.53,0.83,"AD","AD","AD","AD -> AD","subset_sympatry","–","–","–","","vicariance (v)",""
"166",1,1,223,101,"Chiropotes_chiropotes",1.95,0,"D","D","D","D -> D","in_situ_speciation","–","–","–","","",""
"167",1,1,223,102,"Chiropotes_utahicki",1.95,0,"D","D","D","D -> D","in_situ_speciation","–","–","–","","",""
"168",1,1,220,223,"inNode223",9.02,1.95,"AD","D","D","AD -> D","subset_sympatry","–","–","–","","sympatry (y)",""
"169",1,1,219,103,"Nuciruptor_rubricae",14.15,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"170",1,1,225,104,"Pithecia_irrorata",0.85,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"171",1,1,225,105,"Pithecia_monachus",0.85,0,"A","A","A","A -> A","in_situ_speciation","–","–","–","","",""
"172",1,1,224,106,"Pithecia_pithecia",4.99,0,"AD","D","D","AD -> D","allopatry","–","–","–","","",""
"173",1,1,218,224,"inNode224",17.56,4.99,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","6.52","","vicariance (v)","e"
"174",1,1,224,225,"inNode225",4.99,0.85,"AD","A","A","AD -> A","allopatry","–","–","–","","sympatry (y)",""
"175",1,1,217,107,"Cebupithecia_sarmientoi",18.96,12.5,"A","A","A","A -> A","in_situ_speciation","–","–","–","",NA,""
"176",1,1,227,108,"Soriacebus_ameghinorum",17,16.9,"I","I","I","I -> I","in_situ_speciation","–","–","–","",NA,""
"177",1,1,227,109,"Proteropithecia_neuquenensis",17,15.7,"I","I","I","I -> I","in_situ_speciation","–","–","–","",NA,""
"178",1,1,226,110,"Mazzonicebus_almendrae",22.01,20,"I","I","I","I -> I","in_situ_speciation","–","–","–","",NA,""
"179",1,1,201,111,"Insulacebus_toussentiana",27.36,0.01,"AJ","J","J","AJ -> J","allopatry","–","–","–","",NA,""
"180",1,1,200,112,"Branisella_boliviana",32.94,26.42,"AJ","A","A","AJ -> A","subset_sympatry","–","–","–","",NA,""
"181",1,1,116,113,"Lagonimico_conclucatus",33.49,12.5,"AJ","A","A","AJ -> A","subset_sympatry","–","–","–","",NA,""
"182",1,1,115,114,"Perupithecus_ucayaliensis",40.83,37.5,"AJ","A","A","AJ -> A","subset_sympatry","–","–","–","",NA,""
"183",1,1,124,135,"inNode135",16.97,12.5,"A","A","ACE","A -> A","in_situ_speciation","A -> ACE","dispersal","15.31","","vicariance (v)","d"
"184",1,1,123,138,"inNode138",18.21,10.4,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"185",1,1,159,160,"inNode160",16.51,12.51,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"186",1,1,160,161,"inNode161",12.51,10.29,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"187",1,1,169,170,"inNode170",13.41,12.51,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","13.03","","subset (s)","d"
"188",1,1,204,205,"inNode205",17.01,12.51,"ADI","AD","ACD","ADI -> AD","allopatry","AD -> ACD","dispersal","15.88","","subset (s)","d"
"189",1,1,205,206,"inNode206",12.51,12.01,"ACD","ACD","ACD","ACD -> ACD","subset_sympatry","–","–","–","","subset (s)",""
"190",1,1,206,207,"inNode207",12.01,10.66,"ACD","ACD","ACD","ACD -> ACD","subset_sympatry","–","–","–","","vicariance (v)",""
"191",1,1,219,220,"inNode220",14.15,9.02,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","13.83","","subset (s)","d"
"192",1,1,122,123,"inNode123",23.01,18.21,"AI","A","A","AI -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"193",1,1,123,124,"inNode124",18.21,16.97,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"194",1,1,124,125,"inNode125",16.97,14.34,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"195",1,1,122,149,"inNode149",23.01,20.01,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"196",1,1,149,150,"inNode150",20.01,13.47,"AI","A","A","AI -> A","allopatry","–","–","–","","sympatry (y)",""
"197",1,1,121,157,"inNode157",24.37,22.57,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","subset (s)",""
"198",1,1,157,158,"inNode158",22.57,21.35,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","subset (s)",""
"199",1,1,158,159,"inNode159",21.35,16.51,"AI","AI","AI","AI -> AI","subset_sympatry","–","–","–","","vicariance (v)",""
"200",1,1,157,168,"inNode168",22.57,22.29,"AI","A","AG","AI -> A","subset_sympatry","A -> AG","dispersal","22.54","","vicariance (v)","d"
"201",1,1,168,169,"inNode169",22.29,13.41,"AG","A","A","AG -> A","allopatry","–","–","–","","sympatry (y)",""
"202",1,1,119,174,"inNode174",27.03,22.84,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"203",1,1,174,175,"inNode175",22.84,17.93,"A","A","AD","A -> A","in_situ_speciation","A -> AD","dispersal","19.68","","subset (s)","d"
"204",1,1,175,176,"inNode176",17.93,15.24,"AD","A","A","AD -> A","subset_sympatry","–","–","–","","sympatry (y)",""
"205",1,1,176,177,"inNode177",15.24,15.16,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"206",1,1,177,178,"inNode178",15.16,15.15,"A","A","A","A -> A","in_situ_speciation","–","–","–","","sympatry (y)",""
"207",1,1,175,189,"inNode189",17.93,14.32,"AD","AD","ACD","AD -> AD","subset_sympatry","AD -> ACD","dispersal","17.02","","vicariance (v)","d"
"208",1,1,202,203,"inNode203",27.3,21.26,"A","A","ADI","A -> A","in_situ_speciation","A -> ADI","dispersal","25.27","","subset (s)","d"
"209",1,1,203,204,"inNode204",21.26,17.01,"ADI","ADI","ADI","ADI -> ADI","subset_sympatry","–","–","–","","vicariance (v)",""
