"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","individualCount","lifeStage","continent","vernacularName","locality","samplingProtocol","higherClassification","coordinatePrecision","organismQuantity","organismQuantityType","identificationReferences","acceptedNameUsage","http...rs.tdwg.org.dwc.terms.organismQuantity","preparations","http...rs.tdwg.org.dwc.terms.organismQuantityType","verbatimTaxonRank","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","eventID","footprintWKT","municipality","county","identificationVerificationStatus","originalNameUsage","datasetID","nameAccordingTo","associatedReferences","sex","recordNumber","habitat","verbatimCoordinateSystem","associatedSequences","locationRemarks","georeferencedDate","georeferencedBy","georeferenceProtocol","collectionID","georeferenceSources","infraspecificEpithet","fieldNumber","organismID","ownerInstitutionCode","georeferenceRemarks","bibliographicCitation","dynamicProperties","locationAccordingTo","identificationRemarks","otherCatalogNumbers","previousIdentifications","identificationQualifier","gadm","projectId","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms","download"
"Cebus olivaceus","2475252852","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:54.065+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,3,21,"2012-03-21T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:54.065+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-7a31-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475252852","82e3ca7a-7a31-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-7a31-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475252999","Cebus olivaceus Schomburgk, 1848",2.30583,-52.84342,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.770+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,3,19,"2012-03-19T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.770+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-8495-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475252999","82e3ca7a-8495-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-8495-24f6-e053-2614a8c008ee",NA,NA,"973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2611098512","Cebus olivaceus Schomburgk, 1848",3.759602,-58.716345,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:31:01.247+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC","2020-04-30T01:54:49",37495,"Upper Takutu-Upper Essequibo",2012,3,10,"2012-03-10T15:56:00","2020-04-30T01:58:52.000+00:00","2021-09-07T23:31:01.247+00:00","https://www.inaturalist.org/observations/40594768","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GY","none","none","Guyana","Tom Murray","40594768","tmurray74","2012/03/10 3:56 PM EST","iNaturalist research-grade observations","Rewa River, Guyana","Observations","2611098512","https://www.inaturalist.org/observations/40594768","43430","Tom Murray","40594768","https://www.inaturalist.org/observations/40594768","iNaturalist","© Tom Murray some rights reserved","20:56:00Z","Lance Caldwell","99542691","Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475204029","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.819+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,4,7,"2012-04-07T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.819+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-4cf6-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475204029","82e3ca7a-4cf6-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-4cf6-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475206259","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.292+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,4,10,"2012-04-10T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.292+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-5bb5-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475206259","82e3ca7a-5bb5-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-5bb5-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475242836","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.444+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,4,10,"2012-04-10T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.444+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-445e-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475242836","82e3ca7a-445e-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-445e-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475257605","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:54.348+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,4,10,"2012-04-10T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:54.348+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-6cb8-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475257605","82e3ca7a-6cb8-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-6cb8-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475204195","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.604+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,2,"2012-05-02T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.604+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-574e-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475204195","82e3ca7a-574e-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-574e-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475204434","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.122+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,2,"2012-05-02T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.122+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-667d-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475204434","82e3ca7a-667d-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-667d-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475207300","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.516+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,2,"2012-05-02T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.516+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-5ca9-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475207300","82e3ca7a-5ca9-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-5ca9-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475223485","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:53.822+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,17,"2012-05-17T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:53.822+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-a0f4-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475223485","82e3ca7a-a0f4-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-a0f4-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475232762","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:52.997+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,21,"2012-05-21T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:52.997+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-9d4f-24f6-e053-2614a8c008ee_",NA,NA,NA,NA,NA,"2475232762","82e3ca7a-9d4f-24f6-e053-2614a8c008ee_","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-9d4f-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Cebus olivaceus","2475239697","Cebus olivaceus Schomburgk, 1848",2.8679,-52.69158,"cum,gass84,colmano,inmano","191cb056-d760-4b06-a7dd-ac247a45f05d","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-02-26T15:20:24.822+00:00","2021-03-09T11:16:52.672+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436638,1,44,359,798,9621,2436635,2436638,2436638,"Cebus olivaceus Schomburgk, 1848","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus olivaceus","Cebus","olivaceus","SPECIES","ACCEPTED","LC",NA,5000,NA,2012,5,2,"2012-05-02T00:00:00","2019-02-28T00:00:00.000+00:00","2021-03-09T11:16:52.672+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"82e3ca7a-3d8f-24f6-e053-2614a8c008ee",NA,NA,NA,NA,NA,"2475239697","82e3ca7a-3d8f-24f6-e053-2614a8c008ee","443836","/ PAG (Non renseigné)",NA,NA,"Parc amazonien de Guyane",NA,NA,"Non renseigné (Non renseigné)",NA,"Cebus olivaceus Schomburgk, 1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82e3ca7a-3d8f-24f6-e053-2614a8c008ee",NA,"97356|Camopi","973","Probable, high degree of reliability","Cebus olivaceus","4A9DDA1F-B7E9-3E13-E053-2614A8C02B7C","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
